Temporary table to store results from Tasks


ZZTCODE	 ZZDYNAME	 ZZDYNUMB	 ZZMSGTYP	 ZZMSGSPRA	 ZZMSGID	 ZZMSGNR	 ZZMSGV1	 ZZMSGV2	 ZZMSGV3	 ZZMSGV4	 ZZENV	 ZZFLDNAME
X	 X	 X	 X	 	 	 	 	 	 	 	 	
TCODE-CHAR(20)	 PROGNAME-CHAR(40)	 DYNNR-CHAR(4)	 CHAR1-CHAR(1)	 SYLANGU-LANG(1)	 ARBGB-CHAR(20)	 CHAR3-CHAR(3)	 CHAR100-CHAR(100)	 CHAR100-CHAR(100)	 CHAR100-CHAR(100)	 CHAR100-CHAR(100)	 BDCAKTIVI-CHAR(4)	 DYNFNAM-CHAR(132)
IW32	 SAPLCOIH	 3000	 S	 E	 IW	 080	 4000000795	 	 	 	 CTU	
IW32	 SAPLCOIH	 0101	 E	 E	 CO	 470	 0000030797	 WF-BATCH	 	 	 CTU	 CAUFVD-AUFNR
IW32	 SAPLKKBL	 0500	 S	 E	 SY	 355	 0000019572	 	 	 	 CTU	
IW32	 SAPLCOIH	 3000	 I	 E	 IW	 461	 Error when calculating costs	 for order 004000000713.	 	 	 CTU	
Workflow ser ord	 134949	   1	 	 	 	 	 Order 4000000881 is locked and cannot be changed	 	 	 	 	
Workflow ser ord	 143611	   1	 	 	 	 	 Order 4000000680 is locked and cannot be changed	 	 	 	 	
Workflow ser ord	 144619	   1	 	 	 	 	 Order 4000000882 is locked and cannot be changed	 	 	 	 	
Workflow ser ord	 145422	   1	 	 	 	 	 Order 4000000883 is locked and cannot be changed	 	 	 	 	
test	 test	 	 	 	 	 	 	 	 	 	 	
equi crea idoc check	 141654	 	 	 	 	 	 TEST13	 	 	 	 	
equi crea idoc befor	 141655	 	 	 	 	 	 	 	 	 	 	
equi crea idoc	 142101	 	 	 	 	 	 000000000010009426000000000000005998	 	 	 	 	
equi crea idoc	 142043	 	 	 	 	 	 000000000010009266000000000000005838	 	 	 	 	
equi crea idoc	 142022	 	 	 	 	 	 000000000010009088000000000000005660	 	 	 	 	
equi crea idoc	 141316	 	 	 	 	 	 000000000010005347000000000000001919	 	 	 	 	
equi crea idoc	 141959	 	 	 	 	 	 000000000010008888000000000000005460	 	 	 	 	
equi crea idoc	 142023	 	 	 	 	 	 000000000010009091000000000000005663	 	 	 	 	
equi crea idoc	 142044	 	 	 	 	 	 000000000010009277000000000000005849	 	 	 	 	
equi crea idoc	 141317	 	 	 	 	 	 000000000010005361000000000000001933	 	 	 	 	
equi crea idoc	 142102	 	 	 	 	 	 000000000010009439000000000000006011	 	 	 	 	
equi crea idoc	 142000	 	 	 	 	 	 000000000010008895000000000000005467	 	 	 	 	
equi crea idoc	 142045	 	 	 	 	 	 000000000010009283000000000000005855	 	 	 	 	
equi crea idoc	 142024	 	 	 	 	 	 000000000010009103000000000000005675	 	 	 	 	
equi crea idoc	 141318	 	 	 	 	 	 000000000010005370000000000000001942	 	 	 	 	
equi crea idoc	 142103	 	 	 	 	 	 000000000010009444000000000000006016	 	 	 	 	
equi crea idoc	 142001	 	 	 	 	 	 000000000010008904000000000000005476	 	 	 	 	
equi crea idoc	 141319	 	 	 	 	 	 000000000010005377000000000000001949	 	 	 	 	
equi crea idoc	 142025	 	 	 	 	 	 000000000010009114000000000000005686	 	 	 	 	
equi crea idoc	 142046	 	 	 	 	 	 000000000010009292000000000000005864	 	 	 	 	
equi crea idoc	 142104	 	 	 	 	 	 000000000010009451000000000000006023	 	 	 	 	
equi crea idoc	 141320	 	 	 	 	 	 000000000010005387000000000000001959	 	 	 	 	
equi crea idoc	 142002	 	 	 	 	 	 000000000010008915000000000000005487	 	 	 	 	
equi crea idoc	 142026	 	 	 	 	 	 000000000010009123000000000000005695	 	 	 	 	
equi crea idoc	 141321	 	 	 	 	 	 000000000010005392000000000000001964	 	 	 	 	
equi crea idoc	 142047	 	 	 	 	 	 000000000010009301000000000000005873	 	 	 	 	
equi crea idoc	 142003	 	 	 	 	 	 000000000010008925000000000000005497	 	 	 	 	
equi crea idoc	 141322	 	 	 	 	 	 000000000010005403000000000000001975	 	 	 	 	
equi crea idoc	 142048	 	 	 	 	 	 000000000010009310000000000000005882	 	 	 	 	
equi crea idoc	 142105	 	 	 	 	 	 000000000010009467000000000000006039	 	 	 	 	
equi crea idoc	 142027	 	 	 	 	 	 000000000010009135000000000000005707	 	 	 	 	
equi crea idoc	 141323	 	 	 	 	 	 000000000010005405000000000000001977	 	 	 	 	
equi crea idoc	 142004	 	 	 	 	 	 000000000010008937000000000000005509	 	 	 	 	
equi crea idoc	 142049	 	 	 	 	 	 000000000010009317000000000000005889	 	 	 	 	
equi crea idoc	 142028	 	 	 	 	 	 000000000010009142000000000000005714	 	 	 	 	
equi crea idoc	 142005	 	 	 	 	 	 000000000010008942000000000000005514	 	 	 	 	
equi crea idoc	 141324	 	 	 	 	 	 000000000010005419000000000000001991	 	 	 	 	
equi crea idoc	 141941	 	 	 	 	 	 000000000010008719000000000000005291	 	 	 	 	
equi crea idoc	 142106	 	 	 	 	 	 000000000010009476000000000000006048	 	 	 	 	
equi crea idoc	 141325	 	 	 	 	 	 000000000010005426000000000000001998	 	 	 	 	
equi crea idoc	 142006	 	 	 	 	 	 000000000010008953000000000000005525	 	 	 	 	
equi crea idoc	 141942	 	 	 	 	 	 000000000010008730000000000000005302	 	 	 	 	
equi crea idoc	 142050	 	 	 	 	 	 000000000010009327000000000000005899	 	 	 	 	
equi crea idoc	 142029	 	 	 	 	 	 000000000010009151000000000000005723	 	 	 	 	
equi crea idoc	 141326	 	 	 	 	 	 000000000010005436000000000000002008	 	 	 	 	
equi crea idoc	 142007	 	 	 	 	 	 000000000010008956000000000000005528	 	 	 	 	
equi crea idoc	 142051	 	 	 	 	 	 000000000010009331000000000000005903	 	 	 	 	
equi crea idoc	 142107	 	 	 	 	 	 000000000010009486000000000000006058	 	 	 	 	
equi crea idoc	 141943	 	 	 	 	 	 000000000010008738000000000000005310	 	 	 	 	
equi crea idoc	 142156	 	 	 	 	 	 000000000010009891000000000000006463	 	 	 	 	
equi crea idoc	 141327	 	 	 	 	 	 000000000010005446000000000000002018	 	 	 	 	
equi crea idoc	 142128	 	 	 	 	 	 000000000010009684000000000000006256	 	 	 	 	
equi crea idoc	 142220	 	 	 	 	 	 000000000010010078000000000000006650	 	 	 	 	
equi crea idoc	 142157	 	 	 	 	 	 000000000010009896000000000000006468	 	 	 	 	
equi crea idoc	 141328	 	 	 	 	 	 000000000010005455000000000000002027	 	 	 	 	
equi crea idoc	 142242	 	 	 	 	 	 000000000010010249000000000000006821	 	 	 	 	
equi crea idoc	 142129	 	 	 	 	 	 000000000010009688000000000000006260	 	 	 	 	
equi crea idoc	 142221	 	 	 	 	 	 000000000010010087000000000000006659	 	 	 	 	
equi crea idoc	 142158	 	 	 	 	 	 000000000010009904000000000000006476	 	 	 	 	
equi crea idoc	 141329	 	 	 	 	 	 000000000010005465000000000000002037	 	 	 	 	
equi crea idoc	 142130	 	 	 	 	 	 000000000010009696000000000000006268	 	 	 	 	
equi crea idoc	 142159	 	 	 	 	 	 000000000010009907000000000000006479	 	 	 	 	
equi crea idoc	 141330	 	 	 	 	 	 000000000010005473000000000000002045	 	 	 	 	
equi crea idoc	 142222	 	 	 	 	 	 000000000010010096000000000000006668	 	 	 	 	
equi crea idoc	 142243	 	 	 	 	 	 000000000010010257000000000000006829	 	 	 	 	
equi crea idoc	 142131	 	 	 	 	 	 000000000010009706000000000000006278	 	 	 	 	
equi crea idoc	 141331	 	 	 	 	 	 000000000010005482000000000000002054	 	 	 	 	
equi crea idoc	 142200	 	 	 	 	 	 000000000010009921000000000000006493	 	 	 	 	
equi crea idoc	 142244	 	 	 	 	 	 000000000010010263000000000000006835	 	 	 	 	
equi crea idoc	 142223	 	 	 	 	 	 000000000010010106000000000000006678	 	 	 	 	
equi crea idoc	 142132	 	 	 	 	 	 000000000010009711000000000000006283	 	 	 	 	
equi crea idoc	 141332	 	 	 	 	 	 000000000010005491000000000000002063	 	 	 	 	
equi crea idoc	 142201	 	 	 	 	 	 000000000010009924000000000000006496	 	 	 	 	
equi crea idoc	 142133	 	 	 	 	 	 000000000010009722000000000000006294	 	 	 	 	
equi crea idoc	 142245	 	 	 	 	 	 000000000010010273000000000000006845	 	 	 	 	
equi crea idoc	 141333	 	 	 	 	 	 000000000010005500000000000000002072	 	 	 	 	
equi crea idoc	 142224	 	 	 	 	 	 000000000010010115000000000000006687	 	 	 	 	
equi crea idoc	 142134	 	 	 	 	 	 000000000010009727000000000000006299	 	 	 	 	
equi crea idoc	 142202	 	 	 	 	 	 000000000010009935000000000000006507	 	 	 	 	
equi crea idoc	 141334	 	 	 	 	 	 000000000010005507000000000000002079	 	 	 	 	
equi crea idoc	 142135	 	 	 	 	 	 000000000010009734000000000000006306	 	 	 	 	
equi crea idoc	 142225	 	 	 	 	 	 000000000010010128000000000000006700	 	 	 	 	
equi crea idoc	 141335	 	 	 	 	 	 000000000010005515000000000000002087	 	 	 	 	
equi crea idoc	 142203	 	 	 	 	 	 000000000010009945000000000000006517	 	 	 	 	
equi crea idoc	 142136	 	 	 	 	 	 000000000010009740000000000000006312	 	 	 	 	
equi crea idoc	 142138	 	 	 	 	 	 000000000010009748000000000000006320	 	 	 	 	
equi crea idoc	 142246	 	 	 	 	 	 000000000010010283000000000000006855	 	 	 	 	
equi crea idoc	 141336	 	 	 	 	 	 000000000010005524000000000000002096	 	 	 	 	
equi crea idoc	 142204	 	 	 	 	 	 000000000010009948000000000000006520	 	 	 	 	
equi crea idoc	 142226	 	 	 	 	 	 000000000010010131000000000000006703	 	 	 	 	
equi crea idoc	 142247	 	 	 	 	 	 000000000010010289000000000000006861	 	 	 	 	
equi crea idoc	 142139	 	 	 	 	 	 000000000010009753000000000000006325	 	 	 	 	
equi crea idoc	 141337	 	 	 	 	 	 000000000010005532000000000000002104	 	 	 	 	
equi crea idoc	 142205	 	 	 	 	 	 000000000010009958000000000000006530	 	 	 	 	
equi crea idoc	 142227	 	 	 	 	 	 000000000010010143000000000000006715	 	 	 	 	
equi crea idoc	 142228	 	 	 	 	 	 000000000010010145000000000000006717	 	 	 	 	
equi crea idoc	 142140	 	 	 	 	 	 000000000010009763000000000000006335	 	 	 	 	
equi crea idoc	 141338	 	 	 	 	 	 000000000010005543000000000000002115	 	 	 	 	
equi crea idoc	 142206	 	 	 	 	 	 000000000010009967000000000000006539	 	 	 	 	
equi crea idoc	 142248	 	 	 	 	 	 000000000010010298000000000000006870	 	 	 	 	
equi crea idoc	 141339	 	 	 	 	 	 000000000010005551000000000000002123	 	 	 	 	
equi crea idoc	 142141	 	 	 	 	 	 000000000010009771000000000000006343	 	 	 	 	
equi crea idoc	 142207	 	 	 	 	 	 000000000010009979000000000000006551	 	 	 	 	
equi crea idoc	 142229	 	 	 	 	 	 000000000010010153000000000000006725	 	 	 	 	
equi crea idoc	 142142	 	 	 	 	 	 000000000010009777000000000000006349	 	 	 	 	
equi crea idoc	 141340	 	 	 	 	 	 000000000010005559000000000000002131	 	 	 	 	
equi crea idoc	 142249	 	 	 	 	 	 000000000010010309000000000000006881	 	 	 	 	
equi crea idoc	 142143	 	 	 	 	 	 000000000010009788000000000000006360	 	 	 	 	
equi crea idoc	 142208	 	 	 	 	 	 000000000010009982000000000000006554	 	 	 	 	
equi crea idoc	 141341	 	 	 	 	 	 000000000010005565000000000000002137	 	 	 	 	
equi crea idoc	 142230	 	 	 	 	 	 000000000010010161000000000000006733	 	 	 	 	
equi crea idoc	 142115	 	 	 	 	 	 000000000010009564000000000000006136	 	 	 	 	
equi crea idoc	 142250	 	 	 	 	 	 000000000010010319000000000000006891	 	 	 	 	
equi crea idoc	 142144	 	 	 	 	 	 000000000010009797000000000000006369	 	 	 	 	
equi crea idoc	 141342	 	 	 	 	 	 000000000010005576000000000000002148	 	 	 	 	
equi crea idoc	 142209	 	 	 	 	 	 000000000010009989000000000000006561	 	 	 	 	
equi crea idoc	 142116	 	 	 	 	 	 000000000010009569000000000000006141	 	 	 	 	
equi crea idoc	 141343	 	 	 	 	 	 000000000010005585000000000000002157	 	 	 	 	
equi crea idoc	 142231	 	 	 	 	 	 000000000010010167000000000000006739	 	 	 	 	
equi crea idoc	 142145	 	 	 	 	 	 000000000010009803000000000000006375	 	 	 	 	
equi crea idoc	 142117	 	 	 	 	 	 000000000010009579000000000000006151	 	 	 	 	
equi crea idoc	 142210	 	 	 	 	 	 000000000010010004000000000000006576	 	 	 	 	
equi crea idoc	 142232	 	 	 	 	 	 000000000010010180000000000000006752	 	 	 	 	
equi crea idoc	 142251	 	 	 	 	 	 000000000010010327000000000000006899	 	 	 	 	
equi crea idoc	 141344	 	 	 	 	 	 000000000010005598000000000000002170	 	 	 	 	
equi crea idoc	 142146	 	 	 	 	 	 000000000010009810000000000000006382	 	 	 	 	
equi crea idoc	 142118	 	 	 	 	 	 000000000010009589000000000000006161	 	 	 	 	
equi crea idoc	 142211	 	 	 	 	 	 000000000010010007000000000000006579	 	 	 	 	
equi crea idoc	 142147	 	 	 	 	 	 000000000010009812000000000000006384	 	 	 	 	
equi crea idoc	 141345	 	 	 	 	 	 000000000010005607000000000000002179	 	 	 	 	
equi crea idoc	 142233	 	 	 	 	 	 000000000010010185000000000000006757	 	 	 	 	
equi crea idoc	 142148	 	 	 	 	 	 000000000010009820000000000000006392	 	 	 	 	
equi crea idoc	 142212	 	 	 	 	 	 000000000010010016000000000000006588	 	 	 	 	
equi crea idoc	 141346	 	 	 	 	 	 000000000010005609000000000000002181	 	 	 	 	
equi crea idoc	 142119	 	 	 	 	 	 000000000010009600000000000000006172	 	 	 	 	
equi crea idoc	 141347	 	 	 	 	 	 000000000010005623000000000000002195	 	 	 	 	
equi crea idoc	 142234	 	 	 	 	 	 000000000010010194000000000000006766	 	 	 	 	
equi crea idoc	 142120	 	 	 	 	 	 000000000010009611000000000000006183	 	 	 	 	
equi crea idoc	 142149	 	 	 	 	 	 000000000010009833000000000000006405	 	 	 	 	
equi crea idoc	 142213	 	 	 	 	 	 000000000010010024000000000000006596	 	 	 	 	
equi crea idoc	 142214	 	 	 	 	 	 000000000010010032000000000000006604	 	 	 	 	
equi crea idoc	 141348	 	 	 	 	 	 000000000010005634000000000000002206	 	 	 	 	
equi crea idoc	 142121	 	 	 	 	 	 000000000010009618000000000000006190	 	 	 	 	
equi crea idoc	 141349	 	 	 	 	 	 000000000010005639000000000000002211	 	 	 	 	
equi crea idoc	 142150	 	 	 	 	 	 000000000010009842000000000000006414	 	 	 	 	
equi crea idoc	 142235	 	 	 	 	 	 000000000010010204000000000000006776	 	 	 	 	
equi crea idoc	 142631	 	 	 	 	 	 000000000010011819000000000000008391	 	 	 	 	
equi crea idoc	 142151	 	 	 	 	 	 000000000010009850000000000000006422	 	 	 	 	
equi crea idoc	 142122	 	 	 	 	 	 000000000010009628000000000000006200	 	 	 	 	
equi crea idoc	 142215	 	 	 	 	 	 000000000010010038000000000000006610	 	 	 	 	
equi crea idoc	 141350	 	 	 	 	 	 000000000010005651000000000000002223	 	 	 	 	
equi crea idoc	 142236	 	 	 	 	 	 000000000010010208000000000000006780	 	 	 	 	
equi crea idoc	 142632	 	 	 	 	 	 000000000010011825000000000000008397	 	 	 	 	
equi crea idoc	 142216	 	 	 	 	 	 000000000010010047000000000000006619	 	 	 	 	
equi crea idoc	 142123	 	 	 	 	 	 000000000010009630000000000000006202	 	 	 	 	
equi crea idoc	 141351	 	 	 	 	 	 000000000010005658000000000000002230	 	 	 	 	
equi crea idoc	 142152	 	 	 	 	 	 000000000010009859000000000000006431	 	 	 	 	
equi crea idoc	 142237	 	 	 	 	 	 000000000010010219000000000000006791	 	 	 	 	
equi crea idoc	 142124	 	 	 	 	 	 000000000010009639000000000000006211	 	 	 	 	
equi crea idoc	 142217	 	 	 	 	 	 000000000010010053000000000000006625	 	 	 	 	
equi crea idoc	 142153	 	 	 	 	 	 000000000010009867000000000000006439	 	 	 	 	
equi crea idoc	 141352	 	 	 	 	 	 000000000010005672000000000000002244	 	 	 	 	
equi crea idoc	 142125	 	 	 	 	 	 000000000010009655000000000000006227	 	 	 	 	
equi crea idoc	 142238	 	 	 	 	 	 000000000010010227000000000000006799	 	 	 	 	
equi crea idoc	 142154	 	 	 	 	 	 000000000010009874000000000000006446	 	 	 	 	
equi crea idoc	 142218	 	 	 	 	 	 000000000010010063000000000000006635	 	 	 	 	
equi crea idoc	 141353	 	 	 	 	 	 000000000010005682000000000000002254	 	 	 	 	
equi crea idoc	 142126	 	 	 	 	 	 000000000010009662000000000000006234	 	 	 	 	
equi crea idoc	 142239	 	 	 	 	 	 000000000010010228000000000000006800	 	 	 	 	
equi crea idoc	 142155	 	 	 	 	 	 000000000010009882000000000000006454	 	 	 	 	
equi crea idoc	 142219	 	 	 	 	 	 000000000010010072000000000000006644	 	 	 	 	
equi crea idoc	 142127	 	 	 	 	 	 000000000010009668000000000000006240	 	 	 	 	
equi crea idoc	 141354	 	 	 	 	 	 000000000010005692000000000000002264	 	 	 	 	
equi crea idoc	 142241	 	 	 	 	 	 000000000010010235000000000000006807	 	 	 	 	
equi crea idoc	 142301	 	 	 	 	 	 000000000010010415000000000000006987	 	 	 	 	
equi crea idoc	 142411	 	 	 	 	 	 000000000010010825000000000000007397	 	 	 	 	
equi crea idoc	 141355	 	 	 	 	 	 000000000010005705000000000000002277	 	 	 	 	
equi crea idoc	 142412	 	 	 	 	 	 000000000010010834000000000000007406	 	 	 	 	
equi crea idoc	 142326	 	 	 	 	 	 000000000010010637000000000000007209	 	 	 	 	
equi crea idoc	 141356	 	 	 	 	 	 000000000010005710000000000000002282	 	 	 	 	
equi crea idoc	 142302	 	 	 	 	 	 000000000010010425000000000000006997	 	 	 	 	
equi crea idoc	 142441	 	 	 	 	 	 000000000010010988000000000000007560	 	 	 	 	
equi crea idoc	 142442	 	 	 	 	 	 000000000010010993000000000000007565	 	 	 	 	
equi crea idoc	 142303	 	 	 	 	 	 000000000010010431000000000000007003	 	 	 	 	
equi crea idoc	 142327	 	 	 	 	 	 000000000010010645000000000000007217	 	 	 	 	
equi crea idoc	 142413	 	 	 	 	 	 000000000010010839000000000000007411	 	 	 	 	
equi crea idoc	 141357	 	 	 	 	 	 000000000010005723000000000000002295	 	 	 	 	
equi crea idoc	 142637	 	 	 	 	 	 000000000010011861000000000000008433	 	 	 	 	
equi crea idoc	 142443	 	 	 	 	 	 000000000010011004000000000000007576	 	 	 	 	
equi crea idoc	 142304	 	 	 	 	 	 000000000010010440000000000000007012	 	 	 	 	
equi crea idoc	 142328	 	 	 	 	 	 000000000010010655000000000000007227	 	 	 	 	
equi crea idoc	 141358	 	 	 	 	 	 000000000010005730000000000000002302	 	 	 	 	
equi crea idoc	 142414	 	 	 	 	 	 000000000010010849000000000000007421	 	 	 	 	
equi crea idoc	 142305	 	 	 	 	 	 000000000010010451000000000000007023	 	 	 	 	
equi crea idoc	 142329	 	 	 	 	 	 000000000010010661000000000000007233	 	 	 	 	
equi crea idoc	 141359	 	 	 	 	 	 000000000010005741000000000000002313	 	 	 	 	
equi crea idoc	 142444	 	 	 	 	 	 000000000010011009000000000000007581	 	 	 	 	
equi crea idoc	 142415	 	 	 	 	 	 000000000010010855000000000000007427	 	 	 	 	
equi crea idoc	 142330	 	 	 	 	 	 000000000010010664000000000000007236	 	 	 	 	
equi crea idoc	 142306	 	 	 	 	 	 000000000010010458000000000000007030	 	 	 	 	
equi crea idoc	 142416	 	 	 	 	 	 000000000010010861000000000000007433	 	 	 	 	
equi crea idoc	 141400	 	 	 	 	 	 000000000010005752000000000000002324	 	 	 	 	
equi crea idoc	 142331	 	 	 	 	 	 000000000010010675000000000000007247	 	 	 	 	
equi crea idoc	 142307	 	 	 	 	 	 000000000010010467000000000000007039	 	 	 	 	
equi crea idoc	 142332	 	 	 	 	 	 000000000010010680000000000000007252	 	 	 	 	
equi crea idoc	 142417	 	 	 	 	 	 000000000010010864000000000000007436	 	 	 	 	
equi crea idoc	 141401	 	 	 	 	 	 000000000010005762000000000000002334	 	 	 	 	
equi crea idoc	 142308	 	 	 	 	 	 000000000010010476000000000000007048	 	 	 	 	
equi crea idoc	 141402	 	 	 	 	 	 000000000010005769000000000000002341	 	 	 	 	
equi crea idoc	 142333	 	 	 	 	 	 000000000010010690000000000000007262	 	 	 	 	
equi crea idoc	 142418	 	 	 	 	 	 000000000010010879000000000000007451	 	 	 	 	
equi crea idoc	 142309	 	 	 	 	 	 000000000010010486000000000000007058	 	 	 	 	
equi crea idoc	 141403	 	 	 	 	 	 000000000010005780000000000000002352	 	 	 	 	
equi crea idoc	 142334	 	 	 	 	 	 000000000010010695000000000000007267	 	 	 	 	
equi crea idoc	 142419	 	 	 	 	 	 000000000010010882000000000000007454	 	 	 	 	
equi crea idoc	 141404	 	 	 	 	 	 000000000010005789000000000000002361	 	 	 	 	
equi crea idoc	 142335	 	 	 	 	 	 000000000010010705000000000000007277	 	 	 	 	
equi crea idoc	 142310	 	 	 	 	 	 000000000010010489000000000000007061	 	 	 	 	
equi crea idoc	 142420	 	 	 	 	 	 000000000010010890000000000000007462	 	 	 	 	
equi crea idoc	 141405	 	 	 	 	 	 000000000010005799000000000000002371	 	 	 	 	
equi crea idoc	 142336	 	 	 	 	 	 000000000010010717000000000000007289	 	 	 	 	
equi crea idoc	 142311	 	 	 	 	 	 000000000010010505000000000000007077	 	 	 	 	
equi crea idoc	 142421	 	 	 	 	 	 000000000010010899000000000000007471	 	 	 	 	
equi crea idoc	 141406	 	 	 	 	 	 000000000010005804000000000000002376	 	 	 	 	
equi crea idoc	 142337	 	 	 	 	 	 000000000010010715000000000000007287	 	 	 	 	
equi crea idoc	 142312	 	 	 	 	 	 000000000010010520000000000000007092	 	 	 	 	
equi crea idoc	 142338	 	 	 	 	 	 000000000010010728000000000000007300	 	 	 	 	
equi crea idoc	 141407	 	 	 	 	 	 000000000010005813000000000000002385	 	 	 	 	
equi crea idoc	 142422	 	 	 	 	 	 000000000010010902000000000000007474	 	 	 	 	
equi crea idoc	 142313	 	 	 	 	 	 000000000010010522000000000000007094	 	 	 	 	
equi crea idoc	 142430	 	 	 	 	 	 000000000010010906000000000000007478	 	 	 	 	
equi crea idoc	 142339	 	 	 	 	 	 000000000010010724000000000000007296	 	 	 	 	
equi crea idoc	 141408	 	 	 	 	 	 000000000010005822000000000000002394	 	 	 	 	
equi crea idoc	 142431	 	 	 	 	 	 000000000010010910000000000000007482	 	 	 	 	
equi crea idoc	 142314	 	 	 	 	 	 000000000010010532000000000000007104	 	 	 	 	
equi crea idoc	 142340	 	 	 	 	 	 000000000010010738000000000000007310	 	 	 	 	
equi crea idoc	 141409	 	 	 	 	 	 000000000010005832000000000000002404	 	 	 	 	
equi crea idoc	 142341	 	 	 	 	 	 000000000010010739000000000000007311	 	 	 	 	
equi crea idoc	 142343	 	 	 	 	 	 000000000010010742000000000000007314	 	 	 	 	
equi crea idoc	 141410	 	 	 	 	 	 000000000010005841000000000000002413	 	 	 	 	
equi crea idoc	 142315	 	 	 	 	 	 000000000010010546000000000000007118	 	 	 	 	
equi crea idoc	 142432	 	 	 	 	 	 000000000010010924000000000000007496	 	 	 	 	
equi crea idoc	 142316	 	 	 	 	 	 000000000010010548000000000000007120	 	 	 	 	
equi crea idoc	 141411	 	 	 	 	 	 000000000010005851000000000000002423	 	 	 	 	
equi crea idoc	 142344	 	 	 	 	 	 000000000010010754000000000000007326	 	 	 	 	
equi crea idoc	 142346	 	 	 	 	 	 000000000010010756000000000000007328	 	 	 	 	
equi crea idoc	 142433	 	 	 	 	 	 000000000010010934000000000000007506	 	 	 	 	
equi crea idoc	 142317	 	 	 	 	 	 000000000010010557000000000000007129	 	 	 	 	
equi crea idoc	 141412	 	 	 	 	 	 000000000010005861000000000000002433	 	 	 	 	
equi crea idoc	 142252	 	 	 	 	 	 000000000010010334000000000000006906	 	 	 	 	
equi crea idoc	 142347	 	 	 	 	 	 000000000010010763000000000000007335	 	 	 	 	
equi crea idoc	 142434	 	 	 	 	 	 000000000010010939000000000000007511	 	 	 	 	
equi crea idoc	 142348	 	 	 	 	 	 000000000010010766000000000000007338	 	 	 	 	
equi crea idoc	 142253	 	 	 	 	 	 000000000010010342000000000000006914	 	 	 	 	
equi crea idoc	 142318	 	 	 	 	 	 000000000010010570000000000000007142	 	 	 	 	
equi crea idoc	 142350	 	 	 	 	 	 000000000010010768000000000000007340	 	 	 	 	
equi crea idoc	 141413	 	 	 	 	 	 000000000010005874000000000000002446	 	 	 	 	
equi crea idoc	 142351	 	 	 	 	 	 000000000010010769000000000000007341	 	 	 	 	
equi crea idoc	 142254	 	 	 	 	 	 000000000010010347000000000000006919	 	 	 	 	
equi crea idoc	 142435	 	 	 	 	 	 000000000010010944000000000000007516	 	 	 	 	
equi crea idoc	 142319	 	 	 	 	 	 000000000010010574000000000000007146	 	 	 	 	
equi crea idoc	 141414	 	 	 	 	 	 000000000010005881000000000000002453	 	 	 	 	
equi crea idoc	 141416	 	 	 	 	 	 000000000010005888000000000000002460	 	 	 	 	
equi crea idoc	 142352	 	 	 	 	 	 000000000010010772000000000000007344	 	 	 	 	
equi crea idoc	 142436	 	 	 	 	 	 000000000010010947000000000000007519	 	 	 	 	
equi crea idoc	 142353	 	 	 	 	 	 000000000010010780000000000000007352	 	 	 	 	
equi crea idoc	 142355	 	 	 	 	 	 000000000010010781000000000000007353	 	 	 	 	
equi crea idoc	 142320	 	 	 	 	 	 000000000010010583000000000000007155	 	 	 	 	
equi crea idoc	 142356	 	 	 	 	 	 000000000010010782000000000000007354	 	 	 	 	
equi crea idoc	 142255	 	 	 	 	 	 000000000010010361000000000000006933	 	 	 	 	
equi crea idoc	 142401	 	 	 	 	 	 000000000010010783000000000000007355	 	 	 	 	
equi crea idoc	 141417	 	 	 	 	 	 000000000010005895000000000000002467	 	 	 	 	
equi crea idoc	 142404	 	 	 	 	 	 000000000010010788000000000000007360	 	 	 	 	
equi crea idoc	 142256	 	 	 	 	 	 000000000010010364000000000000006936	 	 	 	 	
equi crea idoc	 142321	 	 	 	 	 	 000000000010010594000000000000007166	 	 	 	 	
equi crea idoc	 142406	 	 	 	 	 	 000000000010010791000000000000007363	 	 	 	 	
equi crea idoc	 141418	 	 	 	 	 	 000000000010005906000000000000002478	 	 	 	 	
equi crea idoc	 142407	 	 	 	 	 	 000000000010010795000000000000007367	 	 	 	 	
equi crea idoc	 142257	 	 	 	 	 	 000000000010010377000000000000006949	 	 	 	 	
equi crea idoc	 142437	 	 	 	 	 	 000000000010010961000000000000007533	 	 	 	 	
equi crea idoc	 142322	 	 	 	 	 	 000000000010010604000000000000007176	 	 	 	 	
equi crea idoc	 141419	 	 	 	 	 	 000000000010005920000000000000002492	 	 	 	 	
equi crea idoc	 142258	 	 	 	 	 	 000000000010010386000000000000006958	 	 	 	 	
equi crea idoc	 142408	 	 	 	 	 	 000000000010010803000000000000007375	 	 	 	 	
equi crea idoc	 142323	 	 	 	 	 	 000000000010010615000000000000007187	 	 	 	 	
equi crea idoc	 141420	 	 	 	 	 	 000000000010005930000000000000002502	 	 	 	 	
equi crea idoc	 142438	 	 	 	 	 	 000000000010010969000000000000007541	 	 	 	 	
equi crea idoc	 142409	 	 	 	 	 	 000000000010010808000000000000007380	 	 	 	 	
equi crea idoc	 141421	 	 	 	 	 	 000000000010005934000000000000002506	 	 	 	 	
equi crea idoc	 142259	 	 	 	 	 	 000000000010010397000000000000006969	 	 	 	 	
equi crea idoc	 142324	 	 	 	 	 	 000000000010010618000000000000007190	 	 	 	 	
equi crea idoc	 142439	 	 	 	 	 	 000000000010010974000000000000007546	 	 	 	 	
