Temporary table to store results from Tasks


ZZTCODE	 ZZDYNAME	 ZZDYNUMB	 ZZMSGTYP	 ZZMSGSPRA	 ZZMSGID	 ZZMSGNR	 ZZMSGV1	 ZZMSGV2	 ZZMSGV3	 ZZMSGV4	 ZZENV	 ZZFLDNAME
X	 X	 X	 X	 	 	 	 	 	 	 	 	
TCODE-CHAR(20)	 PROGNAME-CHAR(40)	 DYNNR-CHAR(4)	 CHAR1-CHAR(1)	 SYLANGU-LANG(1)	 ARBGB-CHAR(20)	 CHAR3-CHAR(3)	 CHAR100-CHAR(100)	 CHAR100-CHAR(100)	 CHAR100-CHAR(100)	 CHAR100-CHAR(100)	 BDCAKTIVI-CHAR(4)	 DYNFNAM-CHAR(132)
IW32	 SAPLCOIH	 3000	 S	 E	 IW	 080	 4000000795	 	 	 	 CTU	
IW32	 SAPLCOIH	 0101	 E	 E	 CO	 470	 0000030797	 WF-BATCH	 	 	 CTU	 CAUFVD-AUFNR
IW32	 SAPLKKBL	 0500	 S	 E	 SY	 355	 0000019572	 	 	 	 CTU	
IW32	 SAPLCOIH	 3000	 I	 E	 IW	 461	 Error when calculating costs	 for order 004000000713.	 	 	 CTU	
Workflow ser ord	 134949	   1	 	 	 	 	 Order 4000000881 is locked and cannot be changed	 	 	 	 	
Workflow ser ord	 143611	   1	 	 	 	 	 Order 4000000680 is locked and cannot be changed	 	 	 	 	
Workflow ser ord	 144619	   1	 	 	 	 	 Order 4000000882 is locked and cannot be changed	 	 	 	 	
Workflow ser ord	 145422	   1	 	 	 	 	 Order 4000000883 is locked and cannot be changed	 	 	 	 	
test	 test	 	 	 	 	 	 	 	 	 	 	
equi crea idoc check	 141654	 	 	 	 	 	 TEST13	 	 	 	 	
equi crea idoc befor	 141655	 	 	 	 	 	 	 	 	 	 	
equi crea idoc	 141201	 	 	 	 	 	 000000000010004757000000000000001329	 	 	 	 	
equi crea idoc	 141746	 	 	 	 	 	 000000000010007730000000000000004302	 	 	 	 	
equi crea idoc	 141635	 	 	 	 	 	 000000000010007136000000000000003708	 	 	 	 	
equi crea idoc	 141701	 	 	 	 	 	 000000000010007360000000000000003932	 	 	 	 	
equi crea idoc	 141202	 	 	 	 	 	 000000000010004767000000000000001339	 	 	 	 	
equi crea idoc	 141724	 	 	 	 	 	 000000000010007557000000000000004129	 	 	 	 	
equi crea idoc	 141802	 	 	 	 	 	 000000000010007880000000000000004452	 	 	 	 	
equi crea idoc	 141636	 	 	 	 	 	 000000000010007145000000000000003717	 	 	 	 	
equi crea idoc	 141747	 	 	 	 	 	 000000000010007727000000000000004299	 	 	 	 	
equi crea idoc	 141726	 	 	 	 	 	 000000000010007560000000000000004132	 	 	 	 	
equi crea idoc	 141727	 	 	 	 	 	 000000000010007569000000000000004141	 	 	 	 	
equi crea idoc	 141203	 	 	 	 	 	 000000000010004779000000000000001351	 	 	 	 	
equi crea idoc	 141702	 	 	 	 	 	 000000000010007370000000000000003942	 	 	 	 	
equi crea idoc	 141637	 	 	 	 	 	 000000000010007151000000000000003723	 	 	 	 	
equi crea idoc	 141204	 	 	 	 	 	 000000000010004782000000000000001354	 	 	 	 	
equi crea idoc	 141803	 	 	 	 	 	 000000000010007884000000000000004456	 	 	 	 	
equi crea idoc	 141205	 	 	 	 	 	 000000000010004786000000000000001358	 	 	 	 	
equi crea idoc	 141208	 	 	 	 	 	 000000000010004790000000000000001362	 	 	 	 	
equi crea idoc	 141638	 	 	 	 	 	 000000000010007157000000000000003729	 	 	 	 	
equi crea idoc	 141703	 	 	 	 	 	 000000000010007376000000000000003948	 	 	 	 	
equi crea idoc	 141728	 	 	 	 	 	 000000000010007577000000000000004149	 	 	 	 	
equi crea idoc	 141704	 	 	 	 	 	 000000000010007383000000000000003955	 	 	 	 	
equi crea idoc	 141748	 	 	 	 	 	 000000000010007742000000000000004314	 	 	 	 	
equi crea idoc	 141639	 	 	 	 	 	 000000000010007169000000000000003741	 	 	 	 	
equi crea idoc	 141705	 	 	 	 	 	 000000000010007390000000000000003962	 	 	 	 	
equi crea idoc	 141209	 	 	 	 	 	 000000000010004803000000000000001375	 	 	 	 	
equi crea idoc	 141749	 	 	 	 	 	 000000000010007752000000000000004324	 	 	 	 	
equi crea idoc	 141640	 	 	 	 	 	 000000000010007178000000000000003750	 	 	 	 	
equi crea idoc	 141210	 	 	 	 	 	 000000000010004811000000000000001383	 	 	 	 	
equi crea idoc	 141729	 	 	 	 	 	 000000000010007586000000000000004158	 	 	 	 	
equi crea idoc	 141706	 	 	 	 	 	 000000000010007396000000000000003968	 	 	 	 	
equi crea idoc	 141730	 	 	 	 	 	 000000000010007590000000000000004162	 	 	 	 	
equi crea idoc	 141211	 	 	 	 	 	 000000000010004819000000000000001391	 	 	 	 	
equi crea idoc	 141641	 	 	 	 	 	 000000000010007186000000000000003758	 	 	 	 	
equi crea idoc	 141750	 	 	 	 	 	 000000000010007764000000000000004336	 	 	 	 	
equi crea idoc	 141642	 	 	 	 	 	 000000000010007192000000000000003764	 	 	 	 	
equi crea idoc	 141707	 	 	 	 	 	 000000000010007402000000000000003974	 	 	 	 	
equi crea idoc	 141212	 	 	 	 	 	 000000000010004831000000000000001403	 	 	 	 	
equi crea idoc	 141731	 	 	 	 	 	 000000000010007600000000000000004172	 	 	 	 	
equi crea idoc	 142628	 	 	 	 	 	 000000000010011792000000000000008364	 	 	 	 	
equi crea idoc	 141213	 	 	 	 	 	 000000000010004837000000000000001409	 	 	 	 	
equi crea idoc	 141708	 	 	 	 	 	 000000000010007412000000000000003984	 	 	 	 	
equi crea idoc	 141643	 	 	 	 	 	 000000000010007203000000000000003775	 	 	 	 	
equi crea idoc	 141751	 	 	 	 	 	 000000000010007772000000000000004344	 	 	 	 	
equi crea idoc	 141732	 	 	 	 	 	 000000000010007607000000000000004179	 	 	 	 	
equi crea idoc	 141214	 	 	 	 	 	 000000000010004848000000000000001420	 	 	 	 	
equi crea idoc	 141644	 	 	 	 	 	 000000000010007213000000000000003785	 	 	 	 	
equi crea idoc	 142629	 	 	 	 	 	 000000000010011800000000000000008372	 	 	 	 	
equi crea idoc	 141709	 	 	 	 	 	 000000000010007424000000000000003996	 	 	 	 	
equi crea idoc	 141645	 	 	 	 	 	 000000000010007218000000000000003790	 	 	 	 	
equi crea idoc	 141215	 	 	 	 	 	 000000000010004857000000000000001429	 	 	 	 	
equi crea idoc	 141216	 	 	 	 	 	 000000000010004858000000000000001430	 	 	 	 	
equi crea idoc	 141733	 	 	 	 	 	 000000000010007617000000000000004189	 	 	 	 	
equi crea idoc	 141752	 	 	 	 	 	 000000000010007783000000000000004355	 	 	 	 	
equi crea idoc	 142630	 	 	 	 	 	 000000000010011808000000000000008380	 	 	 	 	
equi crea idoc	 141710	 	 	 	 	 	 000000000010007439000000000000004011	 	 	 	 	
equi crea idoc	 141646	 	 	 	 	 	 000000000010007233000000000000003805	 	 	 	 	
equi crea idoc	 141217	 	 	 	 	 	 000000000010004870000000000000001442	 	 	 	 	
equi crea idoc	 141711	 	 	 	 	 	 000000000010007437000000000000004009	 	 	 	 	
equi crea idoc	 141734	 	 	 	 	 	 000000000010007626000000000000004198	 	 	 	 	
equi crea idoc	 141753	 	 	 	 	 	 000000000010007789000000000000004361	 	 	 	 	
equi crea idoc	 141218	 	 	 	 	 	 000000000010004878000000000000001450	 	 	 	 	
equi crea idoc	 141647	 	 	 	 	 	 000000000010007236000000000000003808	 	 	 	 	
equi crea idoc	 141735	 	 	 	 	 	 000000000010007630000000000000004202	 	 	 	 	
equi crea idoc	 141648	 	 	 	 	 	 000000000010007242000000000000003814	 	 	 	 	
equi crea idoc	 141712	 	 	 	 	 	 000000000010007449000000000000004021	 	 	 	 	
equi crea idoc	 141736	 	 	 	 	 	 000000000010007637000000000000004209	 	 	 	 	
equi crea idoc	 141219	 	 	 	 	 	 000000000010004882000000000000001454	 	 	 	 	
equi crea idoc	 141754	 	 	 	 	 	 000000000010007800000000000000004372	 	 	 	 	
equi crea idoc	 141713	 	 	 	 	 	 000000000010007460000000000000004032	 	 	 	 	
equi crea idoc	 141649	 	 	 	 	 	 000000000010007254000000000000003826	 	 	 	 	
equi crea idoc	 141220	 	 	 	 	 	 000000000010004898000000000000001470	 	 	 	 	
equi crea idoc	 141737	 	 	 	 	 	 000000000010007646000000000000004218	 	 	 	 	
equi crea idoc	 141714	 	 	 	 	 	 000000000010007465000000000000004037	 	 	 	 	
equi crea idoc	 141650	 	 	 	 	 	 000000000010007261000000000000003833	 	 	 	 	
equi crea idoc	 141755	 	 	 	 	 	 000000000010007801000000000000004373	 	 	 	 	
equi crea idoc	 141221	 	 	 	 	 	 000000000010004907000000000000001479	 	 	 	 	
equi crea idoc	 141651	 	 	 	 	 	 000000000010007271000000000000003843	 	 	 	 	
equi crea idoc	 141738	 	 	 	 	 	 000000000010007655000000000000004227	 	 	 	 	
equi crea idoc	 141715	 	 	 	 	 	 000000000010007474000000000000004046	 	 	 	 	
equi crea idoc	 141756	 	 	 	 	 	 000000000010007817000000000000004389	 	 	 	 	
equi crea idoc	 141222	 	 	 	 	 	 000000000010004919000000000000001491	 	 	 	 	
equi crea idoc	 141652	 	 	 	 	 	 000000000010007280000000000000003852	 	 	 	 	
equi crea idoc	 142635	 	 	 	 	 	 000000000010011839000000000000008411	 	 	 	 	
equi crea idoc	 141223	 	 	 	 	 	 000000000010004928000000000000001500	 	 	 	 	
equi crea idoc	 141716	 	 	 	 	 	 000000000010007483000000000000004055	 	 	 	 	
equi crea idoc	 141739	 	 	 	 	 	 000000000010007665000000000000004237	 	 	 	 	
equi crea idoc	 141757	 	 	 	 	 	 000000000010007826000000000000004398	 	 	 	 	
equi crea idoc	 141924	 	 	 	 	 	 000000000010008581000000000000005153	 	 	 	 	
equi crea idoc	 141844	 	 	 	 	 	 000000000010008231000000000000004803	 	 	 	 	
equi crea idoc	 141906	 	 	 	 	 	 000000000010008419000000000000004991	 	 	 	 	
equi crea idoc	 141224	 	 	 	 	 	 000000000010004939000000000000001511	 	 	 	 	
equi crea idoc	 142636	 	 	 	 	 	 000000000010011847000000000000008419	 	 	 	 	
equi crea idoc	 141818	 	 	 	 	 	 000000000010008027000000000000004599	 	 	 	 	
equi crea idoc	 141845	 	 	 	 	 	 000000000010008239000000000000004811	 	 	 	 	
equi crea idoc	 141907	 	 	 	 	 	 000000000010008426000000000000004998	 	 	 	 	
equi crea idoc	 141925	 	 	 	 	 	 000000000010008592000000000000005164	 	 	 	 	
equi crea idoc	 141225	 	 	 	 	 	 000000000010004950000000000000001522	 	 	 	 	
equi crea idoc	 141819	 	 	 	 	 	 000000000010008034000000000000004606	 	 	 	 	
equi crea idoc	 141846	 	 	 	 	 	 000000000010008246000000000000004818	 	 	 	 	
equi crea idoc	 141226	 	 	 	 	 	 000000000010004960000000000000001532	 	 	 	 	
equi crea idoc	 141926	 	 	 	 	 	 000000000010008597000000000000005169	 	 	 	 	
equi crea idoc	 141908	 	 	 	 	 	 000000000010008438000000000000005010	 	 	 	 	
equi crea idoc	 141820	 	 	 	 	 	 000000000010008043000000000000004615	 	 	 	 	
equi crea idoc	 141847	 	 	 	 	 	 000000000010008254000000000000004826	 	 	 	 	
equi crea idoc	 141227	 	 	 	 	 	 000000000010004968000000000000001540	 	 	 	 	
equi crea idoc	 141909	 	 	 	 	 	 000000000010008443000000000000005015	 	 	 	 	
equi crea idoc	 141821	 	 	 	 	 	 000000000010008052000000000000004624	 	 	 	 	
equi crea idoc	 141848	 	 	 	 	 	 000000000010008264000000000000004836	 	 	 	 	
equi crea idoc	 141228	 	 	 	 	 	 000000000010004981000000000000001553	 	 	 	 	
equi crea idoc	 141927	 	 	 	 	 	 000000000010008611000000000000005183	 	 	 	 	
equi crea idoc	 141910	 	 	 	 	 	 000000000010008451000000000000005023	 	 	 	 	
equi crea idoc	 141822	 	 	 	 	 	 000000000010008062000000000000004634	 	 	 	 	
equi crea idoc	 141229	 	 	 	 	 	 000000000010004984000000000000001556	 	 	 	 	
equi crea idoc	 141911	 	 	 	 	 	 000000000010008459000000000000005031	 	 	 	 	
equi crea idoc	 141849	 	 	 	 	 	 000000000010008273000000000000004845	 	 	 	 	
equi crea idoc	 141823	 	 	 	 	 	 000000000010008070000000000000004642	 	 	 	 	
equi crea idoc	 141230	 	 	 	 	 	 000000000010004996000000000000001568	 	 	 	 	
equi crea idoc	 141928	 	 	 	 	 	 000000000010008619000000000000005191	 	 	 	 	
equi crea idoc	 141824	 	 	 	 	 	 000000000010008081000000000000004653	 	 	 	 	
equi crea idoc	 141850	 	 	 	 	 	 000000000010008287000000000000004859	 	 	 	 	
equi crea idoc	 141912	 	 	 	 	 	 000000000010008471000000000000005043	 	 	 	 	
equi crea idoc	 141231	 	 	 	 	 	 000000000010005008000000000000001580	 	 	 	 	
equi crea idoc	 141825	 	 	 	 	 	 000000000010008084000000000000004656	 	 	 	 	
equi crea idoc	 141929	 	 	 	 	 	 000000000010008633000000000000005205	 	 	 	 	
equi crea idoc	 141851	 	 	 	 	 	 000000000010008293000000000000004865	 	 	 	 	
equi crea idoc	 141232	 	 	 	 	 	 000000000010005014000000000000001586	 	 	 	 	
equi crea idoc	 141826	 	 	 	 	 	 000000000010008094000000000000004666	 	 	 	 	
equi crea idoc	 141913	 	 	 	 	 	 000000000010008479000000000000005051	 	 	 	 	
equi crea idoc	 141852	 	 	 	 	 	 000000000010008303000000000000004875	 	 	 	 	
equi crea idoc	 141233	 	 	 	 	 	 000000000010005029000000000000001601	 	 	 	 	
equi crea idoc	 141930	 	 	 	 	 	 000000000010008640000000000000005212	 	 	 	 	
equi crea idoc	 141932	 	 	 	 	 	 000000000010008645000000000000005217	 	 	 	 	
equi crea idoc	 141827	 	 	 	 	 	 000000000010008104000000000000004676	 	 	 	 	
equi crea idoc	 141914	 	 	 	 	 	 000000000010008487000000000000005059	 	 	 	 	
equi crea idoc	 141933	 	 	 	 	 	 000000000010008649000000000000005221	 	 	 	 	
equi crea idoc	 141853	 	 	 	 	 	 000000000010008311000000000000004883	 	 	 	 	
equi crea idoc	 141829	 	 	 	 	 	 000000000010008111000000000000004683	 	 	 	 	
equi crea idoc	 141234	 	 	 	 	 	 000000000010005039000000000000001611	 	 	 	 	
equi crea idoc	 141830	 	 	 	 	 	 000000000010008109000000000000004681	 	 	 	 	
equi crea idoc	 141235	 	 	 	 	 	 000000000010005046000000000000001618	 	 	 	 	
equi crea idoc	 141854	 	 	 	 	 	 000000000010008316000000000000004888	 	 	 	 	
equi crea idoc	 141934	 	 	 	 	 	 000000000010008653000000000000005225	 	 	 	 	
equi crea idoc	 141915	 	 	 	 	 	 000000000010008498000000000000005070	 	 	 	 	
equi crea idoc	 141804	 	 	 	 	 	 000000000010007897000000000000004469	 	 	 	 	
equi crea idoc	 141831	 	 	 	 	 	 000000000010008123000000000000004695	 	 	 	 	
equi crea idoc	 141236	 	 	 	 	 	 000000000010005054000000000000001626	 	 	 	 	
equi crea idoc	 141855	 	 	 	 	 	 000000000010008328000000000000004900	 	 	 	 	
equi crea idoc	 141832	 	 	 	 	 	 000000000010008132000000000000004704	 	 	 	 	
equi crea idoc	 141805	 	 	 	 	 	 000000000010007909000000000000004481	 	 	 	 	
equi crea idoc	 141237	 	 	 	 	 	 000000000010005066000000000000001638	 	 	 	 	
equi crea idoc	 141935	 	 	 	 	 	 000000000010008663000000000000005235	 	 	 	 	
equi crea idoc	 141833	 	 	 	 	 	 000000000010008136000000000000004708	 	 	 	 	
equi crea idoc	 141916	 	 	 	 	 	 000000000010008508000000000000005080	 	 	 	 	
equi crea idoc	 141238	 	 	 	 	 	 000000000010005068000000000000001640	 	 	 	 	
equi crea idoc	 141856	 	 	 	 	 	 000000000010008334000000000000004906	 	 	 	 	
equi crea idoc	 141806	 	 	 	 	 	 000000000010007916000000000000004488	 	 	 	 	
equi crea idoc	 141239	 	 	 	 	 	 000000000010005077000000000000001649	 	 	 	 	
equi crea idoc	 141917	 	 	 	 	 	 000000000010008511000000000000005083	 	 	 	 	
equi crea idoc	 141807	 	 	 	 	 	 000000000010007919000000000000004491	 	 	 	 	
equi crea idoc	 141240	 	 	 	 	 	 000000000010005084000000000000001656	 	 	 	 	
equi crea idoc	 141834	 	 	 	 	 	 000000000010008147000000000000004719	 	 	 	 	
equi crea idoc	 141857	 	 	 	 	 	 000000000010008344000000000000004916	 	 	 	 	
equi crea idoc	 141835	 	 	 	 	 	 000000000010008153000000000000004725	 	 	 	 	
equi crea idoc	 141241	 	 	 	 	 	 000000000010005089000000000000001661	 	 	 	 	
equi crea idoc	 141936	 	 	 	 	 	 000000000010008669000000000000005241	 	 	 	 	
equi crea idoc	 141858	 	 	 	 	 	 000000000010008349000000000000004921	 	 	 	 	
equi crea idoc	 141808	 	 	 	 	 	 000000000010007936000000000000004508	 	 	 	 	
equi crea idoc	 141242	 	 	 	 	 	 000000000010005096000000000000001668	 	 	 	 	
equi crea idoc	 141918	 	 	 	 	 	 000000000010008527000000000000005099	 	 	 	 	
equi crea idoc	 141937	 	 	 	 	 	 000000000010008683000000000000005255	 	 	 	 	
equi crea idoc	 141809	 	 	 	 	 	 000000000010007939000000000000004511	 	 	 	 	
equi crea idoc	 141243	 	 	 	 	 	 000000000010005106000000000000001678	 	 	 	 	
equi crea idoc	 141859	 	 	 	 	 	 000000000010008361000000000000004933	 	 	 	 	
equi crea idoc	 141837	 	 	 	 	 	 000000000010008166000000000000004738	 	 	 	 	
equi crea idoc	 141919	 	 	 	 	 	 000000000010008535000000000000005107	 	 	 	 	
equi crea idoc	 141810	 	 	 	 	 	 000000000010007952000000000000004524	 	 	 	 	
equi crea idoc	 141938	 	 	 	 	 	 000000000010008687000000000000005259	 	 	 	 	
equi crea idoc	 141244	 	 	 	 	 	 000000000010005117000000000000001689	 	 	 	 	
equi crea idoc	 141838	 	 	 	 	 	 000000000010008175000000000000004747	 	 	 	 	
equi crea idoc	 141900	 	 	 	 	 	 000000000010008370000000000000004942	 	 	 	 	
equi crea idoc	 141245	 	 	 	 	 	 000000000010005126000000000000001698	 	 	 	 	
equi crea idoc	 141920	 	 	 	 	 	 000000000010008545000000000000005117	 	 	 	 	
equi crea idoc	 141811	 	 	 	 	 	 000000000010007956000000000000004528	 	 	 	 	
equi crea idoc	 141839	 	 	 	 	 	 000000000010008184000000000000004756	 	 	 	 	
equi crea idoc	 141939	 	 	 	 	 	 000000000010008702000000000000005274	 	 	 	 	
equi crea idoc	 141901	 	 	 	 	 	 000000000010008380000000000000004952	 	 	 	 	
equi crea idoc	 141246	 	 	 	 	 	 000000000010005135000000000000001707	 	 	 	 	
equi crea idoc	 141812	 	 	 	 	 	 000000000010007971000000000000004543	 	 	 	 	
equi crea idoc	 141921	 	 	 	 	 	 000000000010008553000000000000005125	 	 	 	 	
equi crea idoc	 141840	 	 	 	 	 	 000000000010008193000000000000004765	 	 	 	 	
equi crea idoc	 141247	 	 	 	 	 	 000000000010005142000000000000001714	 	 	 	 	
equi crea idoc	 141813	 	 	 	 	 	 000000000010007978000000000000004550	 	 	 	 	
equi crea idoc	 141902	 	 	 	 	 	 000000000010008387000000000000004959	 	 	 	 	
equi crea idoc	 141248	 	 	 	 	 	 000000000010005148000000000000001720	 	 	 	 	
equi crea idoc	 141940	 	 	 	 	 	 000000000010008713000000000000005285	 	 	 	 	
equi crea idoc	 141922	 	 	 	 	 	 000000000010008560000000000000005132	 	 	 	 	
equi crea idoc	 141841	 	 	 	 	 	 000000000010008202000000000000004774	 	 	 	 	
equi crea idoc	 141814	 	 	 	 	 	 000000000010007986000000000000004558	 	 	 	 	
equi crea idoc	 141249	 	 	 	 	 	 000000000010005158000000000000001730	 	 	 	 	
equi crea idoc	 141903	 	 	 	 	 	 000000000010008390000000000000004962	 	 	 	 	
equi crea idoc	 141904	 	 	 	 	 	 000000000010008400000000000000004972	 	 	 	 	
equi crea idoc	 141842	 	 	 	 	 	 000000000010008213000000000000004785	 	 	 	 	
equi crea idoc	 141250	 	 	 	 	 	 000000000010005165000000000000001737	 	 	 	 	
equi crea idoc	 141815	 	 	 	 	 	 000000000010007998000000000000004570	 	 	 	 	
equi crea idoc	 141923	 	 	 	 	 	 000000000010008569000000000000005141	 	 	 	 	
equi crea idoc	 141251	 	 	 	 	 	 000000000010005174000000000000001746	 	 	 	 	
equi crea idoc	 141816	 	 	 	 	 	 000000000010008008000000000000004580	 	 	 	 	
equi crea idoc	 141843	 	 	 	 	 	 000000000010008216000000000000004788	 	 	 	 	
equi crea idoc	 141905	 	 	 	 	 	 000000000010008412000000000000004984	 	 	 	 	
equi crea idoc	 141252	 	 	 	 	 	 000000000010005184000000000000001756	 	 	 	 	
equi crea idoc	 141817	 	 	 	 	 	 000000000010008016000000000000004588	 	 	 	 	
equi crea idoc	 141253	 	 	 	 	 	 000000000010005189000000000000001761	 	 	 	 	
equi crea idoc	 142030	 	 	 	 	 	 000000000010009162000000000000005734	 	 	 	 	
equi crea idoc	 142008	 	 	 	 	 	 000000000010008971000000000000005543	 	 	 	 	
equi crea idoc	 141944	 	 	 	 	 	 000000000010008750000000000000005322	 	 	 	 	
equi crea idoc	 141254	 	 	 	 	 	 000000000010005201000000000000001773	 	 	 	 	
equi crea idoc	 142052	 	 	 	 	 	 000000000010009341000000000000005913	 	 	 	 	
equi crea idoc	 142108	 	 	 	 	 	 000000000010009498000000000000006070	 	 	 	 	
equi crea idoc	 142031	 	 	 	 	 	 000000000010009174000000000000005746	 	 	 	 	
equi crea idoc	 141945	 	 	 	 	 	 000000000010008755000000000000005327	 	 	 	 	
equi crea idoc	 141255	 	 	 	 	 	 000000000010005208000000000000001780	 	 	 	 	
equi crea idoc	 142009	 	 	 	 	 	 000000000010008980000000000000005552	 	 	 	 	
equi crea idoc	 141946	 	 	 	 	 	 000000000010008763000000000000005335	 	 	 	 	
equi crea idoc	 142053	 	 	 	 	 	 000000000010009350000000000000005922	 	 	 	 	
equi crea idoc	 142010	 	 	 	 	 	 000000000010008984000000000000005556	 	 	 	 	
equi crea idoc	 141256	 	 	 	 	 	 000000000010005217000000000000001789	 	 	 	 	
equi crea idoc	 142109	 	 	 	 	 	 000000000010009505000000000000006077	 	 	 	 	
equi crea idoc	 142032	 	 	 	 	 	 000000000010009187000000000000005759	 	 	 	 	
equi crea idoc	 141947	 	 	 	 	 	 000000000010008769000000000000005341	 	 	 	 	
equi crea idoc	 142638	 	 	 	 	 	 000000000010011867000000000000008439	 	 	 	 	
equi crea idoc	 141257	 	 	 	 	 	 000000000010005225000000000000001797	 	 	 	 	
equi crea idoc	 142011	 	 	 	 	 	 000000000010008994000000000000005566	 	 	 	 	
equi crea idoc	 141948	 	 	 	 	 	 000000000010008781000000000000005353	 	 	 	 	
equi crea idoc	 141258	 	 	 	 	 	 000000000010005234000000000000001806	 	 	 	 	
equi crea idoc	 142054	 	 	 	 	 	 000000000010009363000000000000005935	 	 	 	 	
equi crea idoc	 142110	 	 	 	 	 	 000000000010009514000000000000006086	 	 	 	 	
equi crea idoc	 142033	 	 	 	 	 	 000000000010009192000000000000005764	 	 	 	 	
equi crea idoc	 142035	 	 	 	 	 	 000000000010009194000000000000005766	 	 	 	 	
equi crea idoc	 142012	 	 	 	 	 	 000000000010009001000000000000005573	 	 	 	 	
equi crea idoc	 141259	 	 	 	 	 	 000000000010005243000000000000001815	 	 	 	 	
equi crea idoc	 141949	 	 	 	 	 	 000000000010008789000000000000005361	 	 	 	 	
equi crea idoc	 142013	 	 	 	 	 	 000000000010009007000000000000005579	 	 	 	 	
equi crea idoc	 142111	 	 	 	 	 	 000000000010009523000000000000006095	 	 	 	 	
equi crea idoc	 141950	 	 	 	 	 	 000000000010008796000000000000005368	 	 	 	 	
equi crea idoc	 142036	 	 	 	 	 	 000000000010009202000000000000005774	 	 	 	 	
equi crea idoc	 141300	 	 	 	 	 	 000000000010005252000000000000001824	 	 	 	 	
equi crea idoc	 142055	 	 	 	 	 	 000000000010009373000000000000005945	 	 	 	 	
equi crea idoc	 142037	 	 	 	 	 	 000000000010009210000000000000005782	 	 	 	 	
equi crea idoc	 141951	 	 	 	 	 	 000000000010008805000000000000005377	 	 	 	 	
equi crea idoc	 141301	 	 	 	 	 	 000000000010005256000000000000001828	 	 	 	 	
equi crea idoc	 142014	 	 	 	 	 	 000000000010009020000000000000005592	 	 	 	 	
equi crea idoc	 142056	 	 	 	 	 	 000000000010009379000000000000005951	 	 	 	 	
equi crea idoc	 142112	 	 	 	 	 	 000000000010009532000000000000006104	 	 	 	 	
equi crea idoc	 141302	 	 	 	 	 	 000000000010005272000000000000001844	 	 	 	 	
equi crea idoc	 141952	 	 	 	 	 	 000000000010008813000000000000005385	 	 	 	 	
equi crea idoc	 142038	 	 	 	 	 	 000000000010009216000000000000005788	 	 	 	 	
equi crea idoc	 142015	 	 	 	 	 	 000000000010009022000000000000005594	 	 	 	 	
equi crea idoc	 142057	 	 	 	 	 	 000000000010009389000000000000005961	 	 	 	 	
equi crea idoc	 141303	 	 	 	 	 	 000000000010005281000000000000001853	 	 	 	 	
equi crea idoc	 141953	 	 	 	 	 	 000000000010008825000000000000005397	 	 	 	 	
equi crea idoc	 142016	 	 	 	 	 	 000000000010009037000000000000005609	 	 	 	 	
equi crea idoc	 142113	 	 	 	 	 	 000000000010009546000000000000006118	 	 	 	 	
equi crea idoc	 142039	 	 	 	 	 	 000000000010009231000000000000005803	 	 	 	 	
equi crea idoc	 141304	 	 	 	 	 	 000000000010005291000000000000001863	 	 	 	 	
equi crea idoc	 141954	 	 	 	 	 	 000000000010008831000000000000005403	 	 	 	 	
equi crea idoc	 142058	 	 	 	 	 	 000000000010009397000000000000005969	 	 	 	 	
equi crea idoc	 142017	 	 	 	 	 	 000000000010009047000000000000005619	 	 	 	 	
equi crea idoc	 141305	 	 	 	 	 	 000000000010005297000000000000001869	 	 	 	 	
equi crea idoc	 142018	 	 	 	 	 	 000000000010009053000000000000005625	 	 	 	 	
equi crea idoc	 141306	 	 	 	 	 	 000000000010005306000000000000001878	 	 	 	 	
equi crea idoc	 142040	 	 	 	 	 	 000000000010009240000000000000005812	 	 	 	 	
equi crea idoc	 141955	 	 	 	 	 	 000000000010008845000000000000005417	 	 	 	 	
equi crea idoc	 142114	 	 	 	 	 	 000000000010009555000000000000006127	 	 	 	 	
equi crea idoc	 142059	 	 	 	 	 	 000000000010009410000000000000005982	 	 	 	 	
equi crea idoc	 141956	 	 	 	 	 	 000000000010008849000000000000005421	 	 	 	 	
equi crea idoc	 141307	 	 	 	 	 	 000000000010005316000000000000001888	 	 	 	 	
equi crea idoc	 142019	 	 	 	 	 	 000000000010009061000000000000005633	 	 	 	 	
equi crea idoc	 142041	 	 	 	 	 	 000000000010009246000000000000005818	 	 	 	 	
equi crea idoc	 141308	 	 	 	 	 	 000000000010005323000000000000001895	 	 	 	 	
equi crea idoc	 141309	 	 	 	 	 	 000000000010005325000000000000001897	 	 	 	 	
equi crea idoc	 141313	 	 	 	 	 	 000000000010005329000000000000001901	 	 	 	 	
equi crea idoc	 141957	 	 	 	 	 	 000000000010008862000000000000005434	 	 	 	 	
equi crea idoc	 142020	 	 	 	 	 	 000000000010009071000000000000005643	 	 	 	 	
equi crea idoc	 142100	 	 	 	 	 	 000000000010009417000000000000005989	 	 	 	 	
equi crea idoc	 141314	 	 	 	 	 	 000000000010005334000000000000001906	 	 	 	 	
equi crea idoc	 142021	 	 	 	 	 	 000000000010009075000000000000005647	 	 	 	 	
equi crea idoc	 142042	 	 	 	 	 	 000000000010009259000000000000005831	 	 	 	 	
equi crea idoc	 141958	 	 	 	 	 	 000000000010008871000000000000005443	 	 	 	 	
equi crea idoc	 141315	 	 	 	 	 	 000000000010005342000000000000001914	 	 	 	 	
