Functional area derivation table


MANDT	 KTOPL	 ZVALIDFROM	 ZVALIDTO	 ZACCFROM	 ZACCTO	 ZFUNC_AREA
X	 X	 X	 X	 X	 X	
MANDT-CLNT(3)	 KTOPL-CHAR(4)	 TTE_DT_VALIDFR-DATS(8)	 DATS-DATS(8)	 SAKNR-CHAR(10)	 SAKNR-CHAR(10)	 FKBER-CHAR(16)
100	 SCOA	 20161101	 99991231	 0004062001	 0004062001	 4122
100	 SCOA	 20161101	 99991231	 0004062002	 0004062002	 4122
100	 SCOA	 20161101	 99991231	 0004062003	 0004062003	 4122
100	 SCOA	 20161101	 99991231	 0004062005	 0004062005	 4122
100	 SCOA	 20161101	 99991231	 0004062006	 0004062006	 4122
100	 SCOA	 20161101	 99991231	 0004062011	 0004062011	 4122
100	 SCOA	 20161101	 99991231	 0004062013	 0004062013	 4122
100	 SCOA	 20161101	 99991231	 0004062020	 0004062020	 4122
100	 SCOA	 20161101	 99991231	 0004062050	 0004062050	 4122
100	 SCOA	 20161101	 99991231	 0004062051	 0004062051	 4122
100	 SCOA	 20161101	 99991231	 0004062052	 0004062052	 4122
100	 SCOA	 20161101	 99991231	 0004062053	 0004062053	 4122
100	 SCOA	 20161101	 99991231	 0004062054	 0004062054	 4122
100	 SCOA	 20161101	 99991231	 0004062055	 0004062055	 4122
100	 SCOA	 20161101	 99991231	 0004062056	 0004062056	 4122
100	 SCOA	 20161101	 99991231	 0004062057	 0004062057	 4122
100	 SCOA	 20161101	 99991231	 0004062058	 0004062058	 4122
100	 SCOA	 20161101	 99991231	 0004062901	 0004062901	 4122
100	 SCOA	 20161101	 99991231	 0004062906	 0004062906	 4122
100	 SCOA	 20161101	 99991231	 0004062913	 0004062913	 4122
100	 SCOA	 20161101	 99991231	 0004062950	 0004062950	 4122
100	 SCOA	 20161101	 99991231	 0004062951	 0004062951	 4122
100	 SCOA	 20161101	 99991231	 0004062952	 0004062952	 4122
100	 SCOA	 20161101	 99991231	 0004062991	 0004062991	 4122
100	 SCOA	 20161101	 99991231	 0004062992	 0004062992	 4122
100	 SCOA	 20161101	 99991231	 0004062993	 0004062993	 4122
100	 SCOA	 20161101	 99991231	 0004062996	 0004062996	 4122
100	 SCOA	 20161101	 99991231	 0004062997	 0004062997	 4122
100	 SCOA	 20161101	 99991231	 0004062998	 0004062998	 4122
100	 SCOA	 20161101	 99991231	 0004063001	 0004063001	 4124
100	 SCOA	 20161101	 99991231	 0004063002	 0004063002	 4124
100	 SCOA	 20161101	 99991231	 0004063003	 0004063003	 4124
100	 SCOA	 20161101	 99991231	 0004063005	 0004063005	 4124
100	 SCOA	 20161101	 99991231	 0004063006	 0004063006	 4124
100	 SCOA	 20161101	 99991231	 0004063010	 0004063010	 4124
100	 SCOA	 20161101	 99991231	 0004063011	 0004063011	 4124
100	 SCOA	 20161101	 99991231	 0004063013	 0004063013	 4124
100	 SCOA	 20161101	 99991231	 0004063020	 0004063020	 4124
100	 SCOA	 20161101	 99991231	 0004063050	 0004063050	 4124
100	 SCOA	 20161101	 99991231	 0004063051	 0004063051	 4124
100	 SCOA	 20161101	 99991231	 0004063052	 0004063052	 4124
100	 SCOA	 20161101	 99991231	 0004063053	 0004063053	 4124
100	 SCOA	 20161101	 99991231	 0004063054	 0004063054	 4124
100	 SCOA	 20161101	 99991231	 0004063055	 0004063055	 4124
100	 SCOA	 20161101	 99991231	 0004063056	 0004063056	 4124
100	 SCOA	 20161101	 99991231	 0004063057	 0004063057	 4124
100	 SCOA	 20161101	 99991231	 0004063058	 0004063058	 4124
100	 SCOA	 20161101	 99991231	 0004063901	 0004063901	 4124
100	 SCOA	 20161101	 99991231	 0004063906	 0004063906	 4124
100	 SCOA	 20161101	 99991231	 0004063913	 0004063913	 4124
100	 SCOA	 20161101	 99991231	 0004063950	 0004063950	 4124
100	 SCOA	 20161101	 99991231	 0004063951	 0004063951	 4124
100	 SCOA	 20161101	 99991231	 0004063952	 0004063952	 4124
100	 SCOA	 20161101	 99991231	 0004063991	 0004063991	 4124
100	 SCOA	 20161101	 99991231	 0004063992	 0004063992	 4124
100	 SCOA	 20161101	 99991231	 0004063993	 0004063993	 4124
100	 SCOA	 20161101	 99991231	 0004063996	 0004063996	 4124
100	 SCOA	 20161101	 99991231	 0004063997	 0004063997	 4124
100	 SCOA	 20161101	 99991231	 0004063998	 0004063998	 4124
100	 SCOA	 20161101	 99991231	 0004064001	 0004064001	 4124
100	 SCOA	 20161101	 99991231	 0004064901	 0004064901	 4124
100	 SCOA	 20161101	 99991231	 0004112001	 0004112001	 41112
100	 SCOA	 20161101	 99991231	 0004112901	 0004112901	 41112
100	 SCOA	 20161101	 99991231	 0004119001	 0004119001	 41111
100	 SCOA	 20161101	 99991231	 0004119901	 0004119901	 41111
100	 SCOA	 20161101	 99991231	 0004161001	 0004161001	 4121
100	 SCOA	 20161101	 99991231	 0004161901	 0004161901	 4121
100	 SCOA	 20161101	 99991231	 0004162001	 0004162001	 4122
100	 SCOA	 20161101	 99991231	 0004162901	 0004162901	 4122
100	 SCOA	 20161101	 99991231	 0004163001	 0004163001	 4124
100	 SCOA	 20161101	 99991231	 0004163901	 0004163901	 4124
100	 SCOA	 20161101	 99991231	 0004164001	 0004164001	 4124
100	 SCOA	 20161101	 99991231	 0004164901	 0004164901	 4124
100	 SCOA	 20161101	 99991231	 0004210001	 0004210001	 41111
100	 SCOA	 20161101	 99991231	 0004210002	 0004210002	 41111
100	 SCOA	 20161101	 99991231	 0004210005	 0004210005	 41111
100	 SCOA	 20161101	 99991231	 0004210006	 0004210006	 41111
100	 SCOA	 20161101	 99991231	 0004210008	 0004210008	 41111
100	 SCOA	 20161101	 99991231	 0004210901	 0004210901	 41111
100	 SCOA	 20161101	 99991231	 0004210906	 0004210906	 41111
100	 SCOA	 20161101	 99991231	 0004210908	 0004210908	 41111
100	 SCOA	 20161101	 99991231	 0004210909	 0004210909	 41111
100	 SCOA	 20161101	 99991231	 0004210991	 0004210991	 41111
100	 SCOA	 20161101	 99991231	 0004210992	 0004210992	 41111
100	 SCOA	 20161101	 99991231	 0004210993	 0004210993	 41111
100	 SCOA	 20161101	 99991231	 0004210994	 0004210994	 41111
100	 SCOA	 20161101	 99991231	 0004210996	 0004210996	 41111
100	 SCOA	 20161101	 99991231	 0004210997	 0004210997	 41111
100	 SCOA	 20161101	 99991231	 0004211001	 0004211001	 41112
100	 SCOA	 20161101	 99991231	 0004211002	 0004211002	 41112
100	 SCOA	 20161101	 99991231	 0004211005	 0004211005	 41112
100	 SCOA	 20161101	 99991231	 0004211006	 0004211006	 41112
100	 SCOA	 20161101	 99991231	 0004211008	 0004211008	 41112
100	 SCOA	 20161101	 99991231	 0004211901	 0004211901	 41112
100	 SCOA	 20161101	 99991231	 0004211906	 0004211906	 41112
100	 SCOA	 20161101	 99991231	 0004211908	 0004211908	 41112
100	 SCOA	 20161101	 99991231	 0004211909	 0004211909	 41112
100	 SCOA	 20161101	 99991231	 0004211991	 0004211991	 41112
100	 SCOA	 20161101	 99991231	 0004211992	 0004211992	 41112
100	 SCOA	 20161101	 99991231	 0004211993	 0004211993	 41112
100	 SCOA	 20161101	 99991231	 0004211994	 0004211994	 41112
100	 SCOA	 20161101	 99991231	 0004211996	 0004211996	 41112
100	 SCOA	 20161101	 99991231	 0004211997	 0004211997	 41112
100	 SCOA	 20161101	 99991231	 0004261001	 0004261001	 4121
100	 SCOA	 20161101	 99991231	 0004261002	 0004261002	 4121
100	 SCOA	 20161101	 99991231	 0004261005	 0004261005	 4121
100	 SCOA	 20161101	 99991231	 0004261006	 0004261006	 4121
100	 SCOA	 20161101	 99991231	 0004261008	 0004261008	 4121
100	 SCOA	 20161101	 99991231	 0004261901	 0004261901	 4121
100	 SCOA	 20161101	 99991231	 0004261906	 0004261906	 4121
100	 SCOA	 20161101	 99991231	 0004261908	 0004261908	 4121
100	 SCOA	 20161101	 99991231	 0004261909	 0004261909	 4121
100	 SCOA	 20161101	 99991231	 0004261991	 0004261991	 4121
100	 SCOA	 20161101	 99991231	 0004261992	 0004261992	 4121
100	 SCOA	 20161101	 99991231	 0004261993	 0004261993	 4121
100	 SCOA	 20161101	 99991231	 0004261994	 0004261994	 4121
100	 SCOA	 20161101	 99991231	 0004261996	 0004261996	 4121
100	 SCOA	 20161101	 99991231	 0004261997	 0004261997	 4121
100	 SCOA	 20161101	 99991231	 0004262001	 0004262001	 4122
100	 SCOA	 20161101	 99991231	 0004262002	 0004262002	 4122
100	 SCOA	 20161101	 99991231	 0004262005	 0004262005	 4122
100	 SCOA	 20161101	 99991231	 0004262006	 0004262006	 4122
100	 SCOA	 20161101	 99991231	 0004262008	 0004262008	 4122
100	 SCOA	 20161101	 99991231	 0004262901	 0004262901	 4122
100	 SCOA	 20161101	 99991231	 0004262906	 0004262906	 4122
100	 SCOA	 20161101	 99991231	 0004262908	 0004262908	 4122
100	 SCOA	 20161101	 99991231	 0004262909	 0004262909	 4122
100	 SCOA	 20161101	 99991231	 0004262991	 0004262991	 4122
100	 SCOA	 20161101	 99991231	 0004262992	 0004262992	 4122
100	 SCOA	 20161101	 99991231	 0004262993	 0004262993	 4122
100	 SCOA	 20161101	 99991231	 0004262994	 0004262994	 4122
100	 SCOA	 20161101	 99991231	 0004262996	 0004262996	 4122
100	 SCOA	 20161101	 99991231	 0004262997	 0004262997	 4122
100	 SCOA	 20161101	 99991231	 0004263001	 0004263001	 4124
100	 SCOA	 20161101	 99991231	 0004263901	 0004263901	 4124
100	 SCOA	 20161101	 99991231	 0004263902	 0004263902	 4124
100	 SCOA	 20161101	 99991231	 0004265001	 0004265001	 4124
100	 SCOA	 20161101	 99991231	 0004265002	 0004265002	 4124
100	 SCOA	 20161101	 99991231	 0004265005	 0004265005	 4124
100	 SCOA	 20161101	 99991231	 0004265006	 0004265006	 4124
100	 SCOA	 20161101	 99991231	 0004265008	 0004265008	 4124
100	 SCOA	 20161101	 99991231	 0004265901	 0004265901	 4124
100	 SCOA	 20161101	 99991231	 0004265906	 0004265906	 4124
100	 SCOA	 20161101	 99991231	 0004265908	 0004265908	 4124
100	 SCOA	 20161101	 99991231	 0004265909	 0004265909	 4124
100	 SCOA	 20161101	 99991231	 0004265991	 0004265991	 4124
100	 SCOA	 20161101	 99991231	 0004265992	 0004265992	 4124
100	 SCOA	 20161101	 99991231	 0004265993	 0004265993	 4124
100	 SCOA	 20161101	 99991231	 0004265994	 0004265994	 4124
100	 SCOA	 20161101	 99991231	 0004265996	 0004265996	 4124
100	 SCOA	 20161101	 99991231	 0004265997	 0004265997	 4124
100	 SCOA	 20161101	 99991231	 0004310001	 0004310001	 41111
100	 SCOA	 20161101	 99991231	 0004310006	 0004310006	 41111
100	 SCOA	 20161101	 99991231	 0004310008	 0004310008	 41111
100	 SCOA	 20161101	 99991231	 0004310009	 0004310009	 41111
100	 SCOA	 20161101	 99991231	 0004310011	 0004310011	 41111
100	 SCOA	 20161101	 99991231	 0004310200	 0004310200	 41111
100	 SCOA	 20161101	 99991231	 0004310901	 0004310901	 41111
100	 SCOA	 20161101	 99991231	 0004310908	 0004310908	 41111
100	 SCOA	 20161101	 99991231	 0004310909	 0004310909	 41111
100	 SCOA	 20161101	 99991231	 0004311001	 0004311001	 41111
100	 SCOA	 20161101	 99991231	 0004311010	 0004311010	 41111
100	 SCOA	 20161101	 99991231	 0004311901	 0004311901	 41111
100	 SCOA	 20161101	 99991231	 0004311902	 0004311902	 41111
100	 SCOA	 20161101	 99991231	 0004312001	 0004312001	 41112
100	 SCOA	 20161101	 99991231	 0004312006	 0004312006	 41112
100	 SCOA	 20161101	 99991231	 0004312008	 0004312008	 41112
100	 SCOA	 20161101	 99991231	 0004312009	 0004312009	 41112
100	 SCOA	 20161101	 99991231	 0004312011	 0004312011	 41112
100	 SCOA	 20161101	 99991231	 0004312101	 0004312101	 41112
100	 SCOA	 20161101	 99991231	 0004312110	 0004312110	 41112
100	 SCOA	 20161101	 99991231	 0004312200	 0004312200	 41112
100	 SCOA	 20161101	 99991231	 0004312901	 0004312901	 41112
100	 SCOA	 20161101	 99991231	 0004312908	 0004312908	 41112
100	 SCOA	 20161101	 99991231	 0004312909	 0004312909	 41112
100	 SCOA	 20161101	 99991231	 0004312911	 0004312911	 41112
100	 SCOA	 20161101	 99991231	 0004312912	 0004312912	 41112
100	 SCOA	 20161101	 99991231	 0004361001	 0004361001	 4121
100	 SCOA	 20161101	 99991231	 0004361006	 0004361006	 4121
100	 SCOA	 20161101	 99991231	 0004361008	 0004361008	 4121
100	 SCOA	 20161101	 99991231	 0004361009	 0004361009	 4121
100	 SCOA	 20161101	 99991231	 0004361011	 0004361011	 4121
100	 SCOA	 20161101	 99991231	 0004361101	 0004361101	 4121
100	 SCOA	 20161101	 99991231	 0004361110	 0004361110	 4121
100	 SCOA	 20161101	 99991231	 0004361200	 0004361200	 4121
100	 SCOA	 20161101	 99991231	 0004361901	 0004361901	 4121
100	 SCOA	 20161101	 99991231	 0004361908	 0004361908	 4121
100	 SCOA	 20161101	 99991231	 0004361909	 0004361909	 4121
100	 SCOA	 20161101	 99991231	 0004361911	 0004361911	 4121
100	 SCOA	 20161101	 99991231	 0004361912	 0004361912	 4121
100	 SCOA	 20161101	 99991231	 0004362001	 0004362001	 4122
100	 SCOA	 20161101	 99991231	 0004362006	 0004362006	 4122
100	 SCOA	 20161101	 99991231	 0004362008	 0004362008	 4122
100	 SCOA	 20161101	 99991231	 0004362009	 0004362009	 4122
100	 SCOA	 20161101	 99991231	 0004362011	 0004362011	 4122
100	 SCOA	 20161101	 99991231	 0004362101	 0004362101	 4122
100	 SCOA	 20161101	 99991231	 0004362110	 0004362110	 4122
100	 SCOA	 20161101	 99991231	 0004362200	 0004362200	 4122
100	 SCOA	 20161101	 99991231	 0004362901	 0004362901	 4122
100	 SCOA	 20161101	 99991231	 0004362908	 0004362908	 4122
100	 SCOA	 20161101	 99991231	 0004362909	 0004362909	 4122
100	 SCOA	 20161101	 99991231	 0004362911	 0004362911	 4122
100	 SCOA	 20161101	 99991231	 0004362912	 0004362912	 4122
100	 SCOA	 20161101	 99991231	 0004363001	 0004363001	 4124
100	 SCOA	 20161101	 99991231	 0004363901	 0004363901	 4124
100	 SCOA	 20161101	 99991231	 0004365001	 0004365001	 4124
100	 SCOA	 20161101	 99991231	 0004365006	 0004365006	 4124
100	 SCOA	 20161101	 99991231	 0004365008	 0004365008	 4124
100	 SCOA	 20161101	 99991231	 0004365009	 0004365009	 4124
100	 SCOA	 20161101	 99991231	 0004365011	 0004365011	 4124
100	 SCOA	 20161101	 99991231	 0004365101	 0004365101	 4124
100	 SCOA	 20161101	 99991231	 0004365110	 0004365110	 4124
100	 SCOA	 20161101	 99991231	 0004365200	 0004365200	 4124
100	 SCOA	 20161101	 99991231	 0004365901	 0004365901	 4124
100	 SCOA	 20161101	 99991231	 0004365908	 0004365908	 4124
100	 SCOA	 20161101	 99991231	 0004365909	 0004365909	 4124
100	 SCOA	 20161101	 99991231	 0004365911	 0004365911	 4124
100	 SCOA	 20161101	 99991231	 0004365912	 0004365912	 4124
100	 SCOA	 20161101	 99991231	 0004410001	 0004410001	 4119
100	 SCOA	 20161101	 99991231	 0004410002	 0004410002	 4119
100	 SCOA	 20161101	 99991231	 0004410010	 0004410010	 4119
100	 SCOA	 20161101	 99991231	 0004410901	 0004410901	 4119
100	 SCOA	 20161101	 99991231	 0004410902	 0004410902	 4119
100	 SCOA	 20161101	 99991231	 0004461001	 0004461001	 4121
100	 SCOA	 20161101	 99991231	 0004461901	 0004461901	 4121
100	 SCOA	 20161101	 99991231	 0004462001	 0004462001	 4122
100	 SCOA	 20161101	 99991231	 0004462901	 0004462901	 4122
100	 SCOA	 20161101	 99991231	 0004463001	 0004463001	 4124
100	 SCOA	 20161101	 99991231	 0004463901	 0004463901	 4124
100	 SCOA	 20161101	 99991231	 0004465001	 0004465001	 4124
100	 SCOA	 20161101	 99991231	 0004465901	 0004465901	 4124
100	 SCOA	 20170101	 99991231	 0004010001	 0004010001	 41111
100	 SCOA	 20170101	 99991231	 0004010002	 0004010002	 41111
100	 SCOA	 20170101	 99991231	 0004010003	 0004010003	 41111
100	 SCOA	 20170101	 99991231	 0004010005	 0004010005	 41111
100	 SCOA	 20170101	 99991231	 0004010006	 0004010006	 41111
100	 SCOA	 20170101	 99991231	 0004010011	 0004010011	 41111
100	 SCOA	 20170101	 99991231	 0004010013	 0004010013	 41111
100	 SCOA	 20170101	 99991231	 0004010020	 0004010020	 41111
100	 SCOA	 20170101	 99991231	 0004010050	 0004010050	 41111
100	 SCOA	 20170101	 99991231	 0004010051	 0004010051	 41111
100	 SCOA	 20170101	 99991231	 0004010052	 0004010052	 41111
100	 SCOA	 20170101	 99991231	 0004010053	 0004010053	 41111
100	 SCOA	 20170101	 99991231	 0004010054	 0004010054	 41111
100	 SCOA	 20170101	 99991231	 0004010055	 0004010055	 41111
100	 SCOA	 20170101	 99991231	 0004010056	 0004010056	 41111
100	 SCOA	 20170101	 99991231	 0004010057	 0004010057	 41111
100	 SCOA	 20170101	 99991231	 0004010058	 0004010058	 41111
100	 SCOA	 20170101	 99991231	 0004010901	 0004010901	 41111
100	 SCOA	 20170101	 99991231	 0004010906	 0004010906	 41111
100	 SCOA	 20170101	 99991231	 0004010913	 0004010913	 41111
100	 SCOA	 20170101	 99991231	 0004010950	 0004010950	 41111
100	 SCOA	 20170101	 99991231	 0004010951	 0004010951	 41111
100	 SCOA	 20170101	 99991231	 0004010952	 0004010952	 41111
100	 SCOA	 20170101	 99991231	 0004010991	 0004010991	 41111
100	 SCOA	 20170101	 99991231	 0004010992	 0004010992	 41111
100	 SCOA	 20170101	 99991231	 0004010993	 0004010993	 41111
100	 SCOA	 20170101	 99991231	 0004010996	 0004010996	 41111
100	 SCOA	 20170101	 99991231	 0004010997	 0004010997	 41111
100	 SCOA	 20170101	 99991231	 0004010998	 0004010998	 41111
100	 SCOA	 20170101	 99991231	 0004020001	 0004020001	 41112
100	 SCOA	 20170101	 99991231	 0004020002	 0004020002	 41112
100	 SCOA	 20170101	 99991231	 0004020003	 0004020003	 41112
100	 SCOA	 20170101	 99991231	 0004020005	 0004020005	 41112
100	 SCOA	 20170101	 99991231	 0004020006	 0004020006	 41112
100	 SCOA	 20170101	 99991231	 0004020011	 0004020011	 41112
100	 SCOA	 20170101	 99991231	 0004020013	 0004020013	 41112
100	 SCOA	 20170101	 99991231	 0004020020	 0004020020	 41112
100	 SCOA	 20170101	 99991231	 0004020050	 0004020050	 41112
100	 SCOA	 20170101	 99991231	 0004020051	 0004020051	 41112
100	 SCOA	 20170101	 99991231	 0004020052	 0004020052	 41112
100	 SCOA	 20170101	 99991231	 0004020053	 0004020053	 41112
100	 SCOA	 20170101	 99991231	 0004020054	 0004020054	 41112
100	 SCOA	 20170101	 99991231	 0004020055	 0004020055	 41112
100	 SCOA	 20170101	 99991231	 0004020056	 0004020056	 41112
100	 SCOA	 20170101	 99991231	 0004020057	 0004020057	 41112
100	 SCOA	 20170101	 99991231	 0004020058	 0004020058	 41112
100	 SCOA	 20170101	 99991231	 0004020901	 0004020901	 41112
100	 SCOA	 20170101	 99991231	 0004020906	 0004020906	 41112
100	 SCOA	 20170101	 99991231	 0004020913	 0004020913	 41112
100	 SCOA	 20170101	 99991231	 0004020950	 0004020950	 41112
100	 SCOA	 20170101	 99991231	 0004020951	 0004020951	 41112
100	 SCOA	 20170101	 99991231	 0004020952	 0004020952	 41112
100	 SCOA	 20170101	 99991231	 0004020991	 0004020991	 41112
100	 SCOA	 20170101	 99991231	 0004020992	 0004020992	 41112
100	 SCOA	 20170101	 99991231	 0004020993	 0004020993	 41112
100	 SCOA	 20170101	 99991231	 0004020996	 0004020996	 41112
100	 SCOA	 20170101	 99991231	 0004020997	 0004020997	 41112
100	 SCOA	 20170101	 99991231	 0004020998	 0004020998	 41112
100	 SCOA	 20170101	 99991231	 0004061001	 0004061001	 4121
100	 SCOA	 20170101	 99991231	 0004061002	 0004061002	 4121
100	 SCOA	 20170101	 99991231	 0004061003	 0004061003	 4121
100	 SCOA	 20170101	 99991231	 0004061005	 0004061005	 4121
100	 SCOA	 20170101	 99991231	 0004061006	 0004061006	 4121
100	 SCOA	 20170101	 99991231	 0004061011	 0004061011	 4121
100	 SCOA	 20170101	 99991231	 0004061013	 0004061013	 4121
100	 SCOA	 20170101	 99991231	 0004061020	 0004061020	 4121
100	 SCOA	 20170101	 99991231	 0004061050	 0004061050	 4121
100	 SCOA	 20170101	 99991231	 0004061051	 0004061051	 4121
100	 SCOA	 20170101	 99991231	 0004061052	 0004061052	 4121
100	 SCOA	 20170101	 99991231	 0004061053	 0004061053	 4121
100	 SCOA	 20170101	 99991231	 0004061054	 0004061054	 4121
100	 SCOA	 20170101	 99991231	 0004061055	 0004061055	 4121
100	 SCOA	 20170101	 99991231	 0004061056	 0004061056	 4121
100	 SCOA	 20170101	 99991231	 0004061057	 0004061057	 4121
100	 SCOA	 20170101	 99991231	 0004061058	 0004061058	 4121
100	 SCOA	 20170101	 99991231	 0004061901	 0004061901	 4121
