Table with the appropriate plant sources for sales and servi


MANDT	 VKORG	 VTWEG	 MTPOS	 MATKL	 LIFNR	 DISMM	 ZZURGCODE	 SOURCE1	 SOURCE2	 SOURCE3	 SOURCE4
X	 X	 X	 X	 X	 X	 X	 X	 	 	 	
Client	 Sales Organization	 Distribution Channel	 Item category group from material master	 Material Group	 Account Number of Vendor or Creditor	 MRP Type	 Urgency code	 First choice plant	 2nd choice plant	 3rd choice plant	 4rd choice plant
MANDT-CLNT(3)	 VKORG-CHAR(4)	 VTWEG-CHAR(2)	 MTPOS-CHAR(4)	 MATKL-CHAR(9)	 LIFNR-CHAR(10)	 DISMM-CHAR(2)	 ZURGCODE-CHAR(2)	 CHAR06-CHAR(6)	 CHAR06-CHAR(6)	 CHAR06-CHAR(6)	 CHAR06-CHAR(6)
100	 CN06	 1	 ZDTC	 2	 102000682	 Z7	 Z1	 CN92	 	 	
100	 CN06	 1	 ZDTC	 2	 102000682	 Z7	 Z2	 CN92	 	 	
100	 CN06	 1	 ZDTC	 2	 102000682	 Z7	 Z3	 CN92	 	 	
100	 CN06	 1	 ZDTC	 2	 102000682	 Z7	 Z4	 CN92	 	 	
100	 CN06	 1	 ZDTC	 3	 *	 ND	 Z1	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 *	 ND	 Z2	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 *	 ND	 Z3	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 *	 ND	 Z4	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 *	 Z5	 Z1	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 *	 Z5	 Z2	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 *	 Z5	 Z3	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 *	 Z5	 Z4	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 *	 Z6	 Z1	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 *	 Z6	 Z2	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 *	 Z6	 Z3	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 *	 Z6	 Z4	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000411	 ND	 Z1	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000411	 ND	 Z2	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000411	 ND	 Z3	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000411	 ND	 Z4	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000411	 Z5	 Z1	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000411	 Z5	 Z2	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000411	 Z5	 Z3	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000411	 Z5	 Z4	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000411	 Z6	 Z1	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000411	 Z6	 Z2	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000411	 Z6	 Z3	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000411	 Z6	 Z4	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000431	 ND	 Z1	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000431	 ND	 Z2	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000431	 ND	 Z3	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000431	 ND	 Z4	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000431	 Z5	 Z1	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000431	 Z5	 Z2	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000431	 Z5	 Z3	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000431	 Z5	 Z4	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000431	 Z6	 Z1	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000431	 Z6	 Z2	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000431	 Z6	 Z3	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000431	 Z6	 Z4	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000603	 ND	 Z1	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000603	 ND	 Z2	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000603	 ND	 Z3	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000603	 ND	 Z4	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000603	 Z5	 Z1	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000603	 Z5	 Z2	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000603	 Z5	 Z3	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000603	 Z5	 Z4	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000603	 Z6	 Z1	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000603	 Z6	 Z2	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000603	 Z6	 Z3	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 3	 102000603	 Z6	 Z4	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 5	 *	 ND	 Z1	 CN92	 	 	
100	 CN06	 1	 ZDTC	 5	 *	 ND	 Z2	 CN92	 	 	
100	 CN06	 1	 ZDTC	 5	 *	 ND	 Z3	 CN92	 	 	
100	 CN06	 1	 ZDTC	 5	 *	 ND	 Z4	 CN92	 	 	
100	 CN06	 1	 ZDTC	 5	 *	 Z5	 Z1	 CN92	 	 	
100	 CN06	 1	 ZDTC	 5	 *	 Z5	 Z2	 CN92	 	 	
100	 CN06	 1	 ZDTC	 5	 *	 Z5	 Z3	 CN92	 	 	
100	 CN06	 1	 ZDTC	 5	 *	 Z5	 Z4	 CN92	 	 	
100	 CN06	 1	 ZDTC	 5	 *	 Z6	 Z1	 CN92	 	 	
100	 CN06	 1	 ZDTC	 5	 *	 Z6	 Z2	 CN92	 	 	
100	 CN06	 1	 ZDTC	 5	 *	 Z6	 Z3	 CN92	 	 	
100	 CN06	 1	 ZDTC	 5	 *	 Z6	 Z4	 CN92	 	 	
100	 CN06	 1	 ZDTC	 5	 102000000	 ND	 Z1	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 5	 102000000	 ND	 Z2	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 5	 102000000	 ND	 Z3	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 5	 102000000	 ND	 Z4	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 5	 102000000	 Z5	 Z1	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 5	 102000000	 Z5	 Z2	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 5	 102000000	 Z5	 Z3	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 5	 102000000	 Z5	 Z4	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 5	 102000000	 Z6	 Z1	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 5	 102000000	 Z6	 Z2	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 5	 102000000	 Z6	 Z3	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 5	 102000000	 Z6	 Z4	 CN92	 CN61	 	
100	 CN06	 1	 ZDTC	 5	 102000092	 ND	 Z1	 CN92	 CN61	 	
