AM: Allowed Unit of measures for activity type


MANDT	 KOKRS	 WERKS	 LARNT	 MEINH
X	 X	 X	 X	 X
Client	 Controlling Area	 Plant	 Activity Type	 Unit of Measure for Activity/Operation
MANDT-CLNT(3)	 CACCD-CHAR(4)	 WERKS-CHAR(4)	 LSTAR-CHAR(6)	 MEINS-UNIT(3)
100	 1000	 CN01	 ZNP012	 STD
100	 1000	 CN01	 ZNP013	 STD
100	 1000	 CN01	 ZNP015	 STD
100	 1000	 CN01	 ZNP016	 STD
100	 1000	 CN01	 ZNP026	 LCU
100	 1000	 CN01	 ZNP027	 STD
100	 1000	 CN01	 ZNP028	 STD
100	 1000	 CN01	 ZNP031	 STD
100	 1000	 CN01	 ZNP032	 STD
100	 1000	 CN01	 ZNP035	 STD
100	 1000	 CN02	 ZAM001	 STD
100	 1000	 CN02	 ZAM004	 STD
100	 1000	 CN02	 ZAM007	 STD
100	 1000	 CN02	 ZAM025	 STD
100	 1000	 CN02	 ZAM027	 UA
100	 1000	 CN02	 ZAM034	 STD
100	 1000	 CN02	 ZAM035	 STD
100	 1000	 CN02	 ZAM039	 UA
100	 1000	 CN02	 ZAM044	 STD
100	 1000	 CN02	 ZAM049	 STD
100	 1000	 CN02	 ZAM050	 LCU
100	 1000	 CN02	 ZAM051	 LCU
100	 1000	 CN02	 ZAM052	 STD
100	 1000	 CN02	 ZAM054	 STD
100	 1000	 CN02	 ZAM055	 STD
100	 1000	 CN02	 ZAM056	 STD
100	 1000	 CN02	 ZAM057	 STD
100	 1000	 CN02	 ZAM058	 STD
100	 1000	 CN02	 ZAM059	 STD
100	 1000	 CN02	 ZAM060	 STD
100	 1000	 CN02	 ZAM064	 LCU
100	 1000	 CN02	 ZAM067	 STD
100	 1000	 CN02	 ZAM068	 STD
100	 1000	 CN02	 ZAM069	 STD
100	 1000	 CN02	 ZAM070	 STD
100	 1000	 CN02	 ZAM071	 STD
100	 1000	 CN02	 ZAM072	 STD
100	 1000	 CN02	 ZAM073	 STD
100	 1000	 CN02	 ZAM074	 STD
100	 1000	 CN02	 ZAM075	 STD
100	 1000	 CN02	 ZNP001	 STD
100	 1000	 CN02	 ZNP002	 STD
100	 1000	 CN02	 ZNP003	 STD
100	 1000	 CN02	 ZNP004	 STD
100	 1000	 CN02	 ZNP005	 STD
100	 1000	 CN02	 ZNP006	 STD
100	 1000	 CN02	 ZNP007	 STD
100	 1000	 CN02	 ZNP008	 STD
100	 1000	 CN02	 ZNP012	 STD
100	 1000	 CN02	 ZNP013	 STD
100	 1000	 CN02	 ZNP015	 STD
100	 1000	 CN02	 ZNP016	 STD
100	 1000	 CN02	 ZNP026	 LCU
100	 1000	 CN02	 ZNP027	 STD
100	 1000	 CN02	 ZNP028	 STD
100	 1000	 CN03	 ZAM001	 STD
100	 1000	 CN03	 ZAM004	 STD
100	 1000	 CN03	 ZAM007	 STD
100	 1000	 CN03	 ZAM025	 STD
100	 1000	 CN03	 ZAM027	 UA
100	 1000	 CN03	 ZAM034	 STD
100	 1000	 CN03	 ZAM035	 STD
100	 1000	 CN03	 ZAM039	 UA
100	 1000	 CN03	 ZAM044	 STD
100	 1000	 CN03	 ZAM049	 STD
100	 1000	 CN03	 ZAM050	 LCU
100	 1000	 CN03	 ZAM051	 LCU
100	 1000	 CN03	 ZAM052	 STD
100	 1000	 CN03	 ZAM054	 STD
100	 1000	 CN03	 ZAM055	 STD
100	 1000	 CN03	 ZAM056	 STD
100	 1000	 CN03	 ZAM057	 STD
100	 1000	 CN03	 ZAM058	 STD
100	 1000	 CN03	 ZAM059	 STD
100	 1000	 CN03	 ZAM060	 STD
100	 1000	 CN03	 ZAM064	 LCU
100	 1000	 CN03	 ZAM067	 STD
100	 1000	 CN03	 ZAM068	 STD
100	 1000	 CN03	 ZAM069	 STD
100	 1000	 CN03	 ZAM070	 STD
100	 1000	 CN03	 ZAM071	 STD
100	 1000	 CN03	 ZAM072	 STD
100	 1000	 CN03	 ZAM073	 STD
100	 1000	 CN03	 ZAM074	 STD
100	 1000	 CN03	 ZAM075	 STD
100	 1000	 CN03	 ZNP001	 STD
100	 1000	 CN03	 ZNP002	 STD
100	 1000	 CN03	 ZNP003	 STD
100	 1000	 CN03	 ZNP004	 STD
100	 1000	 CN03	 ZNP005	 STD
100	 1000	 CN03	 ZNP006	 STD
100	 1000	 CN03	 ZNP007	 STD
100	 1000	 CN03	 ZNP008	 STD
100	 1000	 CN03	 ZNP012	 STD
100	 1000	 CN03	 ZNP013	 STD
100	 1000	 CN03	 ZNP015	 STD
100	 1000	 CN03	 ZNP016	 STD
100	 1000	 CN03	 ZNP026	 LCU
100	 1000	 CN03	 ZNP027	 STD
100	 1000	 CN03	 ZNP028	 STD
100	 1000	 CN03	 ZNP031	 STD
100	 1000	 CN03	 ZNP032	 STD
100	 1000	 CN03	 ZNP035	 STD
100	 1000	 CN04	 ZAM001	 STD
100	 1000	 CN04	 ZAM004	 STD
100	 1000	 CN04	 ZAM007	 STD
100	 1000	 CN04	 ZAM025	 STD
100	 1000	 CN04	 ZAM027	 UA
100	 1000	 CN04	 ZAM034	 STD
100	 1000	 CN04	 ZAM035	 STD
100	 1000	 CN04	 ZAM039	 UA
100	 1000	 CN04	 ZAM044	 STD
100	 1000	 CN04	 ZAM049	 STD
100	 1000	 CN04	 ZAM050	 LCU
100	 1000	 CN04	 ZAM051	 LCU
100	 1000	 CN04	 ZAM052	 STD
100	 1000	 CN04	 ZAM054	 STD
100	 1000	 CN04	 ZAM055	 STD
100	 1000	 CN04	 ZAM056	 STD
100	 1000	 CN04	 ZAM057	 STD
100	 1000	 CN04	 ZAM058	 STD
100	 1000	 CN04	 ZAM059	 STD
100	 1000	 CN04	 ZAM060	 STD
100	 1000	 CN04	 ZAM064	 LCU
100	 1000	 CN04	 ZAM067	 STD
100	 1000	 CN04	 ZAM068	 STD
100	 1000	 CN04	 ZAM069	 STD
100	 1000	 CN04	 ZAM070	 STD
100	 1000	 CN04	 ZAM071	 STD
100	 1000	 CN04	 ZAM072	 STD
100	 1000	 CN04	 ZAM073	 STD
100	 1000	 CN04	 ZAM074	 STD
100	 1000	 CN04	 ZAM075	 STD
100	 1000	 CN04	 ZNP001	 STD
100	 1000	 CN04	 ZNP002	 STD
100	 1000	 CN04	 ZNP003	 STD
100	 1000	 CN04	 ZNP004	 STD
100	 1000	 CN04	 ZNP005	 STD
100	 1000	 CN04	 ZNP006	 STD
100	 1000	 CN04	 ZNP007	 STD
100	 1000	 CN04	 ZNP008	 STD
100	 1000	 CN04	 ZNP012	 STD
100	 1000	 CN04	 ZNP013	 STD
100	 1000	 CN04	 ZNP015	 STD
100	 1000	 CN04	 ZNP016	 STD
100	 1000	 CN04	 ZNP026	 LCU
100	 1000	 CN04	 ZNP027	 STD
100	 1000	 CN04	 ZNP028	 STD
100	 1000	 CN04	 ZNP031	 STD
100	 1000	 CN04	 ZNP032	 STD
100	 1000	 CN04	 ZNP035	 STD
100	 1000	 CN05	 ZAM001	 STD
100	 1000	 CN05	 ZAM004	 STD
100	 1000	 CN05	 ZAM007	 STD
100	 1000	 CN05	 ZAM025	 STD
100	 1000	 CN05	 ZAM027	 UA
100	 1000	 CN05	 ZAM034	 STD
100	 1000	 CN05	 ZAM035	 STD
100	 1000	 CN05	 ZAM039	 UA
100	 1000	 CN05	 ZAM044	 STD
100	 1000	 CN05	 ZAM049	 STD
100	 1000	 CN05	 ZAM050	 LCU
100	 1000	 CN05	 ZAM051	 LCU
100	 1000	 CN05	 ZAM052	 STD
100	 1000	 CN05	 ZAM054	 STD
100	 1000	 CN05	 ZAM055	 STD
100	 1000	 CN05	 ZAM056	 STD
100	 1000	 CN05	 ZAM057	 STD
100	 1000	 CN05	 ZAM058	 STD
100	 1000	 CN05	 ZAM059	 STD
100	 1000	 CN05	 ZAM060	 STD
100	 1000	 CN05	 ZAM064	 LCU
100	 1000	 CN05	 ZAM067	 STD
100	 1000	 CN05	 ZAM068	 STD
100	 1000	 CN05	 ZAM069	 STD
100	 1000	 CN05	 ZAM070	 STD
100	 1000	 CN05	 ZAM071	 STD
100	 1000	 CN05	 ZAM072	 STD
100	 1000	 CN05	 ZAM073	 STD
100	 1000	 CN05	 ZAM074	 STD
100	 1000	 CN05	 ZAM075	 STD
100	 1000	 CN05	 ZNP001	 STD
100	 1000	 CN05	 ZNP002	 STD
100	 1000	 CN05	 ZNP003	 STD
100	 1000	 CN05	 ZNP004	 STD
100	 1000	 CN05	 ZNP005	 STD
100	 1000	 CN05	 ZNP006	 STD
100	 1000	 CN05	 ZNP007	 STD
100	 1000	 CN05	 ZNP008	 STD
100	 1000	 CN05	 ZNP012	 STD
100	 1000	 CN05	 ZNP013	 STD
100	 1000	 CN05	 ZNP015	 STD
100	 1000	 CN05	 ZNP016	 STD
100	 1000	 CN05	 ZNP026	 LCU
100	 1000	 CN05	 ZNP027	 STD
100	 1000	 CN05	 ZNP028	 STD
100	 1000	 CN05	 ZNP031	 STD
100	 1000	 CN05	 ZNP032	 STD
100	 1000	 CN05	 ZNP035	 STD
100	 1000	 CN06	 ZAM001	 STD
100	 1000	 CN06	 ZAM004	 STD
100	 1000	 CN06	 ZAM007	 STD
100	 1000	 CN06	 ZAM025	 STD
100	 1000	 CN06	 ZAM027	 UA
100	 1000	 CN06	 ZAM034	 STD
100	 1000	 CN06	 ZAM035	 STD
100	 1000	 CN06	 ZAM039	 UA
100	 1000	 CN06	 ZAM044	 STD
100	 1000	 CN06	 ZAM049	 STD
100	 1000	 CN06	 ZAM050	 LCU
100	 1000	 CN06	 ZAM051	 LCU
100	 1000	 CN06	 ZAM052	 STD
100	 1000	 CN06	 ZAM054	 STD
100	 1000	 CN06	 ZAM055	 STD
100	 1000	 CN06	 ZAM056	 STD
100	 1000	 CN06	 ZAM057	 STD
100	 1000	 CN06	 ZAM058	 STD
100	 1000	 CN06	 ZAM059	 STD
100	 1000	 CN06	 ZAM060	 STD
100	 1000	 CN06	 ZAM064	 LCU
100	 1000	 CN06	 ZAM067	 STD
100	 1000	 CN06	 ZAM068	 STD
100	 1000	 CN06	 ZAM069	 STD
100	 1000	 CN06	 ZAM070	 STD
100	 1000	 CN06	 ZAM071	 STD
100	 1000	 CN06	 ZAM072	 STD
100	 1000	 CN06	 ZAM073	 STD
100	 1000	 CN06	 ZAM074	 STD
100	 1000	 CN06	 ZAM075	 STD
100	 1000	 CN06	 ZNP001	 STD
100	 1000	 CN06	 ZNP002	 STD
100	 1000	 CN06	 ZNP003	 STD
100	 1000	 CN06	 ZNP004	 STD
100	 1000	 CN06	 ZNP005	 STD
100	 1000	 CN06	 ZNP006	 STD
100	 1000	 CN06	 ZNP007	 STD
100	 1000	 CN06	 ZNP008	 STD
100	 1000	 CN06	 ZNP012	 STD
100	 1000	 CN06	 ZNP013	 STD
100	 1000	 CN06	 ZNP015	 STD
100	 1000	 CN06	 ZNP016	 STD
100	 1000	 CN06	 ZNP026	 LCU
100	 1000	 CN06	 ZNP027	 STD
100	 1000	 CN06	 ZNP028	 STD
100	 1000	 CN06	 ZNP031	 STD
100	 1000	 CN06	 ZNP032	 STD
100	 1000	 CN06	 ZNP035	 STD
100	 1000	 CN07	 ZAM001	 STD
100	 1000	 CN07	 ZAM004	 STD
100	 1000	 CN07	 ZAM007	 STD
100	 1000	 CN07	 ZAM025	 STD
100	 1000	 CN07	 ZAM027	 UA
100	 1000	 CN07	 ZAM034	 STD
100	 1000	 CN07	 ZAM035	 STD
100	 1000	 CN07	 ZAM039	 UA
100	 1000	 CN07	 ZAM044	 STD
100	 1000	 CN07	 ZAM049	 STD
100	 1000	 CN07	 ZAM050	 LCU
100	 1000	 CN07	 ZAM051	 LCU
100	 1000	 CN07	 ZAM052	 STD
100	 1000	 CN07	 ZAM054	 STD
100	 1000	 CN07	 ZAM055	 STD
100	 1000	 CN07	 ZAM056	 STD
100	 1000	 CN07	 ZAM057	 STD
100	 1000	 CN07	 ZAM058	 STD
100	 1000	 CN07	 ZAM059	 STD
100	 1000	 CN07	 ZAM060	 STD
100	 1000	 CN07	 ZAM064	 LCU
100	 1000	 CN07	 ZAM067	 STD
100	 1000	 CN07	 ZAM068	 STD
100	 1000	 CN07	 ZAM069	 STD
100	 1000	 CN07	 ZAM070	 STD
100	 1000	 CN07	 ZAM071	 STD
100	 1000	 CN07	 ZAM072	 STD
100	 1000	 CN07	 ZAM073	 STD
100	 1000	 CN07	 ZAM074	 STD
100	 1000	 CN07	 ZAM075	 STD
100	 1000	 CN07	 ZNP001	 STD
100	 1000	 CN07	 ZNP002	 STD
100	 1000	 CN07	 ZNP003	 STD
100	 1000	 CN07	 ZNP004	 STD
100	 1000	 CN07	 ZNP005	 STD
100	 1000	 CN07	 ZNP006	 STD
100	 1000	 CN07	 ZNP007	 STD
100	 1000	 CN07	 ZNP008	 STD
100	 1000	 CN07	 ZNP012	 STD
