AM: Group Activity types for Confirmation


MANDT	 WERKS	 ZREPTP	 LEARR	 GRUND	 ZCOLNR	 ZCOLNR2	 ZCOLNR3	 ZCOLNR4	 ZCOLNR5
X	 X	 X	 X	 X	 	 	 	 	
Client	 Plant	 AM: Type of HR-report	 Activity Type for Confirmation	 Reason for Variance	 AM: Column number	 AM: Column number	 AM: Column number	 AM: Column number	 AM: Column number
MANDT-CLNT(3)	 WERKS-CHAR(4)	 CHAR50-CHAR(50)	 LSTAR-CHAR(6)	 CO_AGRND-CHAR(4)	 ZCHAR3-CHAR(3)	 ZCHAR3-CHAR(3)	 ZCHAR3-CHAR(3)	 ZCHAR3-CHAR(3)	 ZCHAR3-CHAR(3)
100	 CN01	 NON-PRODUCTIVE AND ABSENCE	 ZNP003	 	 001	 013	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE	 ZNP003	 0001	 003	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE	 ZNP003	 0003	 003	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE	 ZNP003	 0004	 003	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE	 ZNP003	 0006	 002	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE	 ZNP003	 0007	 002	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE	 ZNP004	 	 010	 013	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE	 ZNP005	 	 004	 013	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE	 ZNP005	 0001	 006	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE	 ZNP005	 0003	 006	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE	 ZNP005	 0004	 006	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE	 ZNP005	 0006	 005	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE	 ZNP005	 0007	 005	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE	 ZNP006	 	 101	 	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE	 ZNP007	 	 016	 	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE	 ZNP008	 	 100	 	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE	 ZNP012	 	 102	 	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE	 ZNP013	 	 018	 	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE	 ZNP015	 	 011	 013	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE	 ZNP016	 	 007	 013	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE	 ZNP016	 0001	 009	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE	 ZNP016	 0003	 009	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE	 ZNP016	 0004	 009	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE	 ZNP016	 0006	 008	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE	 ZNP016	 0007	 008	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE	 ZNP027	 	 020	 	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE	 ZNP028	 	 020	 	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE - OVERVIEW	 ZNP002	 	 012	 013	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE - OVERVIEW	 ZNP003	 	 001	 013	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE - OVERVIEW	 ZNP003	 0001	 003	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE - OVERVIEW	 ZNP003	 0003	 003	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE - OVERVIEW	 ZNP003	 0004	 003	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE - OVERVIEW	 ZNP003	 0006	 002	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE - OVERVIEW	 ZNP003	 0007	 002	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE - OVERVIEW	 ZNP004	 	 010	 013	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE - OVERVIEW	 ZNP005	 	 004	 013	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE - OVERVIEW	 ZNP005	 0001	 006	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE - OVERVIEW	 ZNP005	 0003	 006	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE - OVERVIEW	 ZNP005	 0004	 006	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE - OVERVIEW	 ZNP005	 0006	 005	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE - OVERVIEW	 ZNP005	 0007	 005	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE - OVERVIEW	 ZNP006	 	 101	 	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE - OVERVIEW	 ZNP007	 	 016	 	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE - OVERVIEW	 ZNP008	 	 100	 	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE - OVERVIEW	 ZNP012	 	 102	 	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE - OVERVIEW	 ZNP013	 	 018	 	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE - OVERVIEW	 ZNP015	 	 011	 013	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE - OVERVIEW	 ZNP016	 	 007	 013	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE - OVERVIEW	 ZNP016	 0001	 009	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE - OVERVIEW	 ZNP016	 0003	 009	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE - OVERVIEW	 ZNP016	 0004	 009	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE - OVERVIEW	 ZNP016	 0006	 008	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE - OVERVIEW	 ZNP016	 0007	 008	 014	 	 	
100	 CN01	 NON-PRODUCTIVE AND ABSENCE - OVERVIEW	 ZNP027	 	 020	 	 	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM001	 	 001	 013	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM001	 0001	 003	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM001	 0002	 004	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM001	 0003	 003	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM001	 0004	 003	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM001	 0005	 004	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM001	 0006	 002	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM001	 0007	 002	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM004	 	 007	 013	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM004	 0001	 009	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM004	 0002	 010	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM004	 0003	 009	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM004	 0004	 009	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM004	 0005	 010	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM004	 0006	 008	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM004	 0007	 008	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM007	 	 001	 013	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM007	 0001	 003	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM007	 0002	 004	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM007	 0003	 003	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM007	 0004	 003	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM007	 0005	 004	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM007	 0006	 002	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM007	 0007	 002	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM025	 	 007	 013	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM025	 0001	 009	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM025	 0002	 010	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM025	 0003	 009	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM025	 0004	 009	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM025	 0005	 010	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM025	 0006	 008	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM025	 0007	 008	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM034	 	 001	 013	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM034	 0001	 003	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM034	 0002	 004	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM034	 0003	 003	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM034	 0004	 003	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM034	 0005	 004	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM034	 0006	 002	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM034	 0007	 002	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM044	 	 001	 013	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM044	 0001	 003	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM044	 0002	 004	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM044	 0003	 003	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM044	 0004	 003	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM044	 0005	 004	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM044	 0006	 002	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZAM044	 0007	 002	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS	 ZNP001	 	 016	 	 	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM001	 	 001	 013	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM001	 0001	 003	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM001	 0002	 004	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM001	 0003	 003	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM001	 0004	 003	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM001	 0005	 004	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM001	 0006	 002	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM001	 0007	 002	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM004	 	 007	 013	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM004	 0001	 009	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM004	 0002	 010	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM004	 0003	 009	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM004	 0004	 009	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM004	 0005	 010	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM004	 0006	 008	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM004	 0007	 008	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM007	 	 001	 013	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM007	 0001	 003	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM007	 0002	 004	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM007	 0003	 003	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM007	 0004	 003	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM007	 0005	 004	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM007	 0006	 002	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM007	 0007	 002	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM025	 	 007	 013	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM025	 0001	 009	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM025	 0002	 010	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM025	 0003	 009	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM025	 0004	 009	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM025	 0005	 010	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM025	 0006	 008	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM025	 0007	 008	 011	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM034	 	 001	 013	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM034	 0001	 003	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM034	 0002	 004	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM034	 0003	 003	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM034	 0004	 003	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM034	 0005	 004	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM034	 0006	 002	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM034	 0007	 002	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM044	 	 001	 013	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM044	 0001	 003	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM044	 0002	 004	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM044	 0003	 003	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM044	 0004	 003	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM044	 0005	 004	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM044	 0006	 002	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZAM044	 0007	 002	 005	 100	 	
100	 CN01	 PRODUCTIVE HOURS - OVERVIEW	 ZNP001	 	 016	 	 	 	
100	 CN01	 PRODUCTIVITY AND UTILIZATION	 ZAM001	 	 001	 003	 007	 	
