Tcodes linked with single role


MANDT	 AGR_NAME	 TCODE
X	 X	 X
Client	 Role Name	 Extended program name
MANDT-CLNT(3)	 AGR_NAME-CHAR(30)	 EXTDREPORT-CHAR(48)
100	 ZCQCA_RDC_FI_AP_MGT	 YSE_FI_DWL_CCI
100	 ZCQCA_RDC_FI_AP_MGT	 YSE_FI_DWL_CUR
100	 ZCQCA_RDC_FI_AP_MGT	 YSE_FI_DWL_DIM
100	 ZCQCA_RDC_FI_AP_MGT	 YSE_FI_DWL_NETTING
100	 ZCQCA_RDC_FI_AP_MGT	 YSE_FI_DWL_PAID
100	 ZCQCA_RDC_FI_AP_MGT	 YSE_FI_DWL_TER
100	 ZCQCA_RDC_FI_AP_MGT	 YSE_FI_DWL_VEN
100	 ZCQCA_RDC_FI_AP_MGT	 YSE_FI_EPAY_INVOICE
100	 ZCQCA_RDC_FI_AP_MGT	 YSE_FI_REP_EPAYPAID
100	 ZCQCA_RDC_FI_AP_MGT	 YSE_FI_REP_EPAYPOST
100	 ZCQCA_RDC_FI_AP_MGT	 YSE_FI_REP_GRIR
100	 ZCQCA_RDC_FI_AP_MGT	 YSE_FI_REP_GRIR_NEW
100	 ZCQCA_RDC_FI_AP_MGT	 YSE_FI_REP_MATMOVCO1
100	 ZCQCA_RDC_FI_AP_MGT	 YSE_FI_REP_MATMOVCOM
100	 ZCQCA_RDC_FI_AP_MGT	 YSE_FI_UPL_NETTING
100	 ZCQCA_RDC_FI_AP_MGT	 YSE_RU_FI_OPEN_ITEMS
100	 ZCQCA_RDC_FI_AP_MGT	 YSE_SD_RU_BLOCK_GM
100	 ZCQCA_RDC_FI_AP_PARK_DOC_MGT	 F-63
100	 ZCQCA_RDC_FI_AP_PARK_DOC_MGT	 F-65
100	 ZCQCA_RDC_FI_AP_PARK_DOC_MGT	 F-66
100	 ZCQCA_RDC_FI_AP_PARK_DOC_MGT	 FBV0
100	 ZCQCA_RDC_FI_AP_PARK_DOC_MGT	 FBV1
100	 ZCQCA_RDC_FI_AP_PARK_DOC_MGT	 FBV2
100	 ZCQCA_RDC_FI_AP_PARK_DOC_MGT	 FBV3
100	 ZCQCA_RDC_FI_AP_PARK_DOC_MGT	 FBV4
100	 ZCQCA_RDC_FI_AP_PARK_DOC_MGT	 FBV5
100	 ZCQCA_RDC_FI_AP_PARK_DOC_MGT	 FBV6
100	 ZCQCA_RDC_FI_AP_PARK_DOC_MGT	 FBVB
100	 ZCQCA_RDC_FI_AP_PARK_DOC_MGT	 FV50
100	 ZCQCA_RDC_FI_AP_PARK_DOC_MGT	 FV50L
100	 ZCQCA_RDC_FI_AP_PARK_DOC_MGT	 FV60
100	 ZCQCA_RDC_FI_AP_PARK_DOC_MGT	 FV65
100	 ZCQCA_RDC_FI_AR_MGT	 F-04
100	 ZCQCA_RDC_FI_AR_MGT	 F-21
100	 ZCQCA_RDC_FI_AR_MGT	 F-22
100	 ZCQCA_RDC_FI_AR_MGT	 F-27
100	 ZCQCA_RDC_FI_AR_MGT	 F-29
100	 ZCQCA_RDC_FI_AR_MGT	 F-37
100	 ZCQCA_RDC_FI_AR_MGT	 F-39
100	 ZCQCA_RDC_FI_AR_MGT	 F.5D
100	 ZCQCA_RDC_FI_AR_MGT	 F.80
100	 ZCQCA_RDC_FI_AR_MGT	 F150
100	 ZCQCA_RDC_FI_AR_MGT	 FB00
100	 ZCQCA_RDC_FI_AR_MGT	 FB07
100	 ZCQCA_RDC_FI_AR_MGT	 FB08
100	 ZCQCA_RDC_FI_AR_MGT	 FB70
100	 ZCQCA_RDC_FI_AR_MGT	 FB75
100	 ZCQCA_RDC_FI_AR_MGT	 FBL5
100	 ZCQCA_RDC_FI_AR_MGT	 FBL5N
100	 ZCQCA_RDC_FI_AR_MGT	 FBL6N
100	 ZCQCA_RDC_FI_AR_MGT	 FBR2
100	 ZCQCA_RDC_FI_AR_MGT	 FBRA
100	 ZCQCA_RDC_FI_AR_MGT	 FD11
100	 ZCQCA_RDC_FI_AR_MGT	 FKMT
100	 ZCQCA_RDC_FI_AR_MGT	 S_ALR_87012247
100	 ZCQCA_RDC_FI_AR_MGT	 YSE_FI_FBL5N_SLREP
100	 ZCQCA_RDC_FI_AR_MGT	 YSE_FI_PL_CORINV
100	 ZCQCA_RDC_FI_AR_MGT	 YSE_FI_REP_AGEINGBAL
100	 ZCQCA_RDC_FI_AR_MGT	 YSE_FI_SEL_CLEARING
100	 ZCQCA_RDC_FI_AR_MGT	 YSE_FI_WIPAGEING_REB
100	 ZCQCA_RDC_FI_AR_MGT	 YSE_RU_FI_ACT_RECONC
100	 ZCQCA_RDC_FI_AR_MGT	 YSE_RU_FI_INVOICE
100	 ZCQCA_RDC_FI_AR_MGT	 YSE_RU_FI_OPEN_ITEMS
100	 ZCQCA_RDC_FI_DISPLAY	 AB03
100	 ZCQCA_RDC_FI_DISPLAY	 AS03
100	 ZCQCA_RDC_FI_DISPLAY	 F.01
100	 ZCQCA_RDC_FI_DISPLAY	 F.13
100	 ZCQCA_RDC_FI_DISPLAY	 F.14
100	 ZCQCA_RDC_FI_DISPLAY	 F.15
100	 ZCQCA_RDC_FI_DISPLAY	 F.1A
100	 ZCQCA_RDC_FI_DISPLAY	 F.2D
100	 ZCQCA_RDC_FI_DISPLAY	 F.40
100	 ZCQCA_RDC_FI_DISPLAY	 F.41
100	 ZCQCA_RDC_FI_DISPLAY	 F.42
100	 ZCQCA_RDC_FI_DISPLAY	 F.97
100	 ZCQCA_RDC_FI_DISPLAY	 F.98
100	 ZCQCA_RDC_FI_DISPLAY	 F101
100	 ZCQCA_RDC_FI_DISPLAY	 F13E
100	 ZCQCA_RDC_FI_DISPLAY	 FAGLB03
100	 ZCQCA_RDC_FI_DISPLAY	 FAGLL03
100	 ZCQCA_RDC_FI_DISPLAY	 FB03
100	 ZCQCA_RDC_FI_DISPLAY	 FB03L
100	 ZCQCA_RDC_FI_DISPLAY	 FB04
100	 ZCQCA_RDC_FI_DISPLAY	 FBD3
100	 ZCQCA_RDC_FI_DISPLAY	 FBD4
100	 ZCQCA_RDC_FI_DISPLAY	 FBL1
100	 ZCQCA_RDC_FI_DISPLAY	 FBL1N
