AM: Allowed Unit of measures for activity type


MANDT	 KOKRS	 WERKS	 LARNT	 MEINH
X	 X	 X	 X	 X
MANDT-CLNT(3)	 CACCD-CHAR(4)	 WERKS-CHAR(4)	 LSTAR-CHAR(6)	 MEINS-UNIT(3)
100	 1000	 CN86	 ZNP008	 STD
100	 1000	 CN86	 ZNP012	 STD
100	 1000	 CN86	 ZNP013	 STD
100	 1000	 CN86	 ZNP015	 STD
100	 1000	 CN86	 ZNP016	 STD
100	 1000	 CN86	 ZNP026	 LCU
100	 1000	 CN86	 ZNP027	 STD
100	 1000	 CN86	 ZNP028	 STD
100	 1000	 CPRA	 ZAM001	 STD
100	 1000	 CPRA	 ZAM004	 STD
100	 1000	 CPRA	 ZAM010	 KMT
100	 1000	 CPRA	 ZAM019	 SEK
100	 1000	 CPRA	 ZAM020	 SEK
100	 1000	 CPRA	 ZAM025	 STD
100	 1000	 CPRA	 ZAM026	 UA
100	 1000	 CPRA	 ZAM027	 UA
100	 1000	 CPRA	 ZAM039	 UA
100	 1000	 CPRA	 ZAM065	 EUR
100	 1000	 CPRA	 ZNP002	 STD
100	 1000	 CPRA	 ZNP003	 STD
100	 1000	 CPRA	 ZNP004	 STD
100	 1000	 CPRA	 ZNP005	 STD
100	 1000	 CPRA	 ZNP006	 STD
100	 1000	 CPRA	 ZNP007	 STD
100	 1000	 CPRA	 ZNP008	 STD
100	 1000	 CPRA	 ZNP009	 STD
100	 1000	 CPRA	 ZNP010	 STD
100	 1000	 CPRA	 ZNP011	 STD
100	 1000	 CPRA	 ZNP013	 STD
100	 1000	 CPRA	 ZNP014	 KMT
100	 1000	 CPRA	 ZNP015	 STD
100	 1000	 CPRA	 ZNP016	 STD
100	 1000	 CPRA	 ZNP017	 SEK
100	 1000	 CPRA	 ZNP019	 UA
100	 1000	 ESAA	 ZAM001	 STD
100	 1000	 ESAA	 ZAM010	 KMT
100	 1000	 ESAA	 ZAM019	 EUR
100	 1000	 ESAA	 ZAM020	 EUR
100	 1000	 ESAA	 ZAM025	 STD
100	 1000	 ESAA	 ZAM026	 UA
100	 1000	 ESAA	 ZAM027	 UA
100	 1000	 ESAA	 ZAM028	 STD
100	 1000	 ESAA	 ZAM029	 STD
100	 1000	 ESAA	 ZAM034	 STD
100	 1000	 ESAA	 ZAM037	 EUR
100	 1000	 ESAA	 ZAM044	 STD
100	 1000	 ESAA	 ZAM045	 EUR
100	 1000	 ESAA	 ZAM065	 EUR
100	 1000	 ESAA	 ZAM083	 LCU
100	 1000	 ESAA	 ZAM086	 STD
100	 1000	 ESAA	 ZAM098	 STD
100	 1000	 ESAA	 ZAM098	 UA
100	 1000	 ESAA	 ZAM099	 STD
100	 1000	 ESAA	 ZAM099	 UA
100	 1000	 ESAA	 ZNP003	 STD
100	 1000	 ESAA	 ZNP005	 STD
100	 1000	 ESAA	 ZNP006	 STD
100	 1000	 ESAA	 ZNP007	 STD
100	 1000	 ESAA	 ZNP011	 STD
100	 1000	 ESAA	 ZNP012	 STD
100	 1000	 ESAA	 ZNP014	 KMT
100	 1000	 ESAA	 ZNP017	 EUR
100	 1000	 ESAA	 ZNP019	 UA
100	 1000	 ESAA	 ZNP020	 EUR
100	 1000	 GBAA	 ZAM001	 STD
100	 1000	 GBAA	 ZAM002	 STD
100	 1000	 GBAA	 ZAM003	 STD
100	 1000	 GBAA	 ZAM004	 STD
100	 1000	 GBAA	 ZAM005	 STD
100	 1000	 GBAA	 ZAM006	 STD
100	 1000	 GBAA	 ZAM007	 STD
100	 1000	 GBAA	 ZAM008	 STD
100	 1000	 GBAA	 ZAM009	 STD
100	 1000	 GBAA	 ZAM010	 MIL
100	 1000	 GBAA	 ZAM011	 STD
100	 1000	 GBAA	 ZAM012	 STD
100	 1000	 GBAA	 ZAM013	 STD
100	 1000	 GBAA	 ZAM014	 STD
100	 1000	 GBAA	 ZAM015	 STD
100	 1000	 GBAA	 ZAM016	 STD
100	 1000	 GBAA	 ZAM017	 STD
100	 1000	 GBAA	 ZAM018	 STD
100	 1000	 GBAA	 ZAM019	 GBP
100	 1000	 GBAA	 ZAM020	 GBP
100	 1000	 GBAA	 ZAM021	 STD
100	 1000	 GBAA	 ZAM026	 UA
100	 1000	 GBAA	 ZAM065	 EUR
100	 1000	 GBAA	 ZNP001	 STD
100	 1000	 GBAA	 ZNP002	 STD
100	 1000	 GBAA	 ZNP003	 STD
100	 1000	 GBAA	 ZNP004	 STD
100	 1000	 GBAA	 ZNP005	 STD
100	 1000	 GBAA	 ZNP006	 STD
100	 1000	 GBAA	 ZNP007	 STD
100	 1000	 GBAA	 ZNP008	 STD
100	 1000	 GBAA	 ZNP009	 STD
100	 1000	 GBAA	 ZNP010	 STD
100	 1000	 GBAA	 ZNP011	 STD
100	 1000	 HK01	 ZAM001	 STD
100	 1000	 HK01	 ZAM004	 STD
100	 1000	 HK01	 ZAM007	 STD
100	 1000	 HK01	 ZAM025	 STD
100	 1000	 HK01	 ZAM027	 UA
100	 1000	 HK01	 ZAM034	 STD
100	 1000	 HK01	 ZAM039	 UA
100	 1000	 HK01	 ZAM044	 STD
100	 1000	 HK01	 ZAM049	 STD
100	 1000	 HK01	 ZAM050	 LCU
100	 1000	 HK01	 ZAM051	 LCU
100	 1000	 HK01	 ZAM052	 STD
100	 1000	 HK01	 ZAM064	 LCU
100	 1000	 HK01	 ZNP001	 STD
100	 1000	 HK01	 ZNP002	 STD
100	 1000	 HK01	 ZNP003	 STD
100	 1000	 HK01	 ZNP004	 STD
100	 1000	 HK01	 ZNP005	 STD
100	 1000	 HK01	 ZNP006	 STD
100	 1000	 HK01	 ZNP007	 STD
100	 1000	 HK01	 ZNP008	 STD
100	 1000	 HK01	 ZNP012	 STD
100	 1000	 HK01	 ZNP013	 STD
100	 1000	 HK01	 ZNP015	 STD
100	 1000	 HK01	 ZNP016	 STD
100	 1000	 HK01	 ZNP027	 STD
100	 1000	 HK01	 ZNP028	 STD
100	 1000	 HK02	 ZAM001	 STD
100	 1000	 HK02	 ZAM004	 STD
100	 1000	 HK02	 ZAM007	 STD
100	 1000	 HK02	 ZAM025	 STD
100	 1000	 HK02	 ZAM027	 UA
100	 1000	 HK02	 ZAM034	 STD
100	 1000	 HK02	 ZAM039	 UA
100	 1000	 HK02	 ZAM044	 STD
100	 1000	 HK02	 ZAM049	 STD
100	 1000	 HK02	 ZAM050	 LCU
100	 1000	 HK02	 ZAM051	 LCU
100	 1000	 HK02	 ZAM052	 STD
100	 1000	 HK02	 ZNP001	 STD
100	 1000	 HK02	 ZNP002	 STD
100	 1000	 HK02	 ZNP003	 STD
100	 1000	 HK02	 ZNP004	 STD
100	 1000	 HK02	 ZNP005	 STD
100	 1000	 HK02	 ZNP006	 STD
100	 1000	 HK02	 ZNP007	 STD
100	 1000	 HK02	 ZNP008	 STD
100	 1000	 HK02	 ZNP012	 STD
100	 1000	 HK02	 ZNP013	 STD
100	 1000	 HK02	 ZNP015	 STD
100	 1000	 HK02	 ZNP016	 STD
100	 1000	 HK02	 ZNP027	 STD
100	 1000	 HK02	 ZNP028	 STD
100	 1000	 HK04	 ZAM001	 STD
100	 1000	 HK04	 ZAM004	 STD
100	 1000	 HK04	 ZAM007	 STD
100	 1000	 HK04	 ZAM025	 STD
100	 1000	 HK04	 ZAM027	 UA
100	 1000	 HK04	 ZAM034	 STD
100	 1000	 HK04	 ZAM039	 UA
100	 1000	 HK04	 ZAM044	 STD
100	 1000	 HK04	 ZAM049	 STD
100	 1000	 HK04	 ZAM050	 LCU
100	 1000	 HK04	 ZAM051	 LCU
100	 1000	 HK04	 ZAM052	 STD
100	 1000	 HK04	 ZNP001	 STD
100	 1000	 HK04	 ZNP002	 STD
100	 1000	 HK04	 ZNP003	 STD
100	 1000	 HK04	 ZNP004	 STD
100	 1000	 HK04	 ZNP005	 STD
100	 1000	 HK04	 ZNP006	 STD
100	 1000	 HK04	 ZNP007	 STD
100	 1000	 HK04	 ZNP008	 STD
100	 1000	 HK04	 ZNP012	 STD
100	 1000	 HK04	 ZNP013	 STD
100	 1000	 HK04	 ZNP015	 STD
100	 1000	 HK04	 ZNP016	 STD
100	 1000	 HK04	 ZNP027	 STD
100	 1000	 HK04	 ZNP028	 STD
100	 1000	 HK05	 ZAM001	 STD
100	 1000	 HK05	 ZAM004	 STD
100	 1000	 HK05	 ZAM007	 STD
100	 1000	 HK05	 ZAM025	 STD
100	 1000	 HK05	 ZAM027	 UA
100	 1000	 HK05	 ZAM034	 STD
100	 1000	 HK05	 ZAM039	 UA
100	 1000	 HK05	 ZAM044	 STD
100	 1000	 HK05	 ZAM049	 STD
100	 1000	 HK05	 ZAM050	 LCU
100	 1000	 HK05	 ZAM051	 LCU
100	 1000	 HK05	 ZAM052	 STD
100	 1000	 HK05	 ZNP001	 STD
100	 1000	 HK05	 ZNP002	 STD
100	 1000	 HK05	 ZNP003	 STD
100	 1000	 HK05	 ZNP004	 STD
100	 1000	 HK05	 ZNP005	 STD
100	 1000	 HK05	 ZNP006	 STD
100	 1000	 HK05	 ZNP007	 STD
100	 1000	 HK05	 ZNP008	 STD
100	 1000	 HK05	 ZNP012	 STD
100	 1000	 HK05	 ZNP013	 STD
100	 1000	 HK05	 ZNP015	 STD
100	 1000	 HK05	 ZNP016	 STD
100	 1000	 HK05	 ZNP027	 STD
100	 1000	 HK05	 ZNP028	 STD
100	 1000	 IYAA	 ZAM001	 STD
100	 1000	 IYAA	 ZAM004	 STD
100	 1000	 IYAA	 ZAM007	 STD
100	 1000	 IYAA	 ZAM010	 KMT
100	 1000	 IYAA	 ZAM019	 EUR
100	 1000	 IYAA	 ZAM020	 EUR
100	 1000	 IYAA	 ZAM025	 STD
100	 1000	 IYAA	 ZAM026	 UA
100	 1000	 IYAA	 ZAM031	 STD
100	 1000	 IYAA	 ZAM032	 STD
100	 1000	 IYAA	 ZAM043	 STD
100	 1000	 IYAA	 ZAM065	 EUR
100	 1000	 IYAA	 ZAM100	 STD
100	 1000	 IYAA	 ZAM101	 STD
100	 1000	 IYAA	 ZAM102	 STD
100	 1000	 IYAA	 ZAM103	 STD
100	 1000	 IYAA	 ZAM104	 STD
100	 1000	 IYAA	 ZAM105	 STD
100	 1000	 IYAA	 ZNP001	 STD
100	 1000	 IYAA	 ZNP002	 STD
100	 1000	 IYAA	 ZNP003	 STD
100	 1000	 IYAA	 ZNP004	 STD
100	 1000	 IYAA	 ZNP005	 STD
100	 1000	 IYAA	 ZNP006	 STD
100	 1000	 IYAA	 ZNP007	 STD
100	 1000	 IYAA	 ZNP008	 STD
100	 1000	 IYAA	 ZNP009	 STD
100	 1000	 IYAA	 ZNP010	 STD
100	 1000	 IYAA	 ZNP013	 STD
100	 1000	 NLAA	 ZAM001	 STD
100	 1000	 NLAA	 ZAM007	 STD
100	 1000	 NLAA	 ZAM010	 KMT
100	 1000	 NLAA	 ZAM019	 EUR
100	 1000	 NLAA	 ZAM020	 EUR
100	 1000	 NLAA	 ZAM025	 STD
100	 1000	 NLAA	 ZAM026	 UA
100	 1000	 NLAA	 ZAM033	 STD
100	 1000	 NLAA	 ZAM034	 STD
100	 1000	 NLAA	 ZAM035	 STD
100	 1000	 NLAA	 ZAM035	 UA
100	 1000	 NLAA	 ZAM065	 EUR
100	 1000	 NLAA	 ZNP003	 STD
100	 1000	 NLAA	 ZNP005	 STD
100	 1000	 NLAA	 ZNP006	 STD
100	 1000	 NLAA	 ZNP007	 STD
100	 1000	 NLAA	 ZNP008	 STD
100	 1000	 NLAA	 ZNP009	 STD
100	 1000	 NLAA	 ZNP010	 STD
100	 1000	 NLAA	 ZNP011	 STD
100	 1000	 NLAA	 ZNP012	 STD
100	 1000	 NLAA	 ZNP014	 KMT
100	 1000	 NLAA	 ZNP015	 STD
100	 1000	 NLAA	 ZNP017	 STD
100	 1000	 NLAA	 ZNP021	 EUR
100	 1000	 NLAA	 ZNP025	 STD
100	 1000	 NLAA	 ZNP030	 STD
100	 1000	 NLAA	 ZNP031	 STD
100	 1000	 NNAA	 ZAM001	 STD
100	 1000	 NNAA	 ZAM004	 STD
100	 1000	 NNAA	 ZAM010	 KMT
100	 1000	 NNAA	 ZAM019	 NOK
100	 1000	 NNAA	 ZAM020	 NOK
100	 1000	 NNAA	 ZAM025	 STD
100	 1000	 NNAA	 ZAM026	 NOK
100	 1000	 NNAA	 ZAM027	 UA
100	 1000	 NNAA	 ZAM034	 STD
100	 1000	 NNAA	 ZAM035	 STD
100	 1000	 NNAA	 ZAM035	 UA
100	 1000	 NNAA	 ZAM036	 STD
100	 1000	 NNAA	 ZAM037	 NOK
100	 1000	 NNAA	 ZAM038	 STD
100	 1000	 NNAA	 ZAM039	 UA
100	 1000	 NNAA	 ZAM065	 EUR
100	 1000	 NNAA	 ZAM083	 LCU
100	 1000	 NNAA	 ZNP002	 STD
100	 1000	 NNAA	 ZNP003	 STD
100	 1000	 NNAA	 ZNP004	 STD
100	 1000	 NNAA	 ZNP005	 STD
100	 1000	 NNAA	 ZNP006	 STD
100	 1000	 NNAA	 ZNP007	 STD
100	 1000	 NNAA	 ZNP008	 STD
100	 1000	 NNAA	 ZNP009	 STD
100	 1000	 NNAA	 ZNP010	 STD
100	 1000	 NNAA	 ZNP011	 STD
100	 1000	 NNAA	 ZNP013	 STD
100	 1000	 NNAA	 ZNP014	 KMT
100	 1000	 NNAA	 ZNP015	 STD
100	 1000	 NNAA	 ZNP016	 STD
100	 1000	 NNAA	 ZNP017	 NOK
100	 1000	 NNAA	 ZNP020	 NOK
100	 1000	 PL01	 ZAM001	 STD
100	 1000	 PL01	 ZAM007	 STD
100	 1000	 PL01	 ZAM025	 STD
100	 1000	 PL01	 ZAM027	 UA
100	 1000	 PL01	 ZAM034	 STD
100	 1000	 PL01	 ZAM039	 UA
100	 1000	 PL01	 ZAM044	 STD
100	 1000	 PL01	 ZAM050	 LCU
100	 1000	 PL01	 ZAM051	 LCU
100	 1000	 PL01	 ZAM052	 STD
100	 1000	 PL01	 ZAM060	 STD
100	 1000	 PL01	 ZAM063	 KMT
100	 1000	 PL01	 ZNP001	 STD
100	 1000	 PL01	 ZNP002	 STD
100	 1000	 PL01	 ZNP003	 STD
100	 1000	 PL01	 ZNP004	 STD
100	 1000	 PL01	 ZNP005	 STD
100	 1000	 PL01	 ZNP006	 STD
100	 1000	 PL01	 ZNP007	 STD
100	 1000	 PL01	 ZNP008	 STD
100	 1000	 PL01	 ZNP009	 STD
100	 1000	 PL01	 ZNP010	 STD
100	 1000	 PL01	 ZNP011	 STD
100	 1000	 PL01	 ZNP012	 STD
100	 1000	 PL01	 ZNP015	 STD
100	 1000	 PL01	 ZNP016	 STD
100	 1000	 PL01	 ZNP024	 KMT
100	 1000	 PL01	 ZNP032	 STD
100	 1000	 PL02	 ZAM001	 STD
100	 1000	 PL02	 ZAM007	 STD
100	 1000	 PL02	 ZAM025	 STD
100	 1000	 PL02	 ZAM027	 UA
100	 1000	 PL02	 ZAM034	 STD
100	 1000	 PL02	 ZAM039	 UA
100	 1000	 PL02	 ZAM044	 STD
100	 1000	 PL02	 ZAM050	 LCU
100	 1000	 PL02	 ZAM051	 LCU
100	 1000	 PL02	 ZAM052	 STD
100	 1000	 PL02	 ZAM060	 STD
100	 1000	 PL02	 ZAM063	 KMT
100	 1000	 PL02	 ZNP001	 STD
100	 1000	 PL02	 ZNP002	 STD
100	 1000	 PL02	 ZNP003	 STD
100	 1000	 PL02	 ZNP004	 STD
100	 1000	 PL02	 ZNP005	 STD
100	 1000	 PL02	 ZNP006	 STD
100	 1000	 PL02	 ZNP007	 STD
100	 1000	 PL02	 ZNP008	 STD
100	 1000	 PL02	 ZNP009	 STD
100	 1000	 PL02	 ZNP010	 STD
100	 1000	 PL02	 ZNP011	 STD
100	 1000	 PL02	 ZNP012	 STD
100	 1000	 PL02	 ZNP015	 STD
100	 1000	 PL02	 ZNP016	 STD
100	 1000	 PL02	 ZNP024	 KMT
100	 1000	 PL02	 ZNP032	 STD
100	 1000	 PL03	 ZAM001	 STD
100	 1000	 PL03	 ZAM007	 STD
100	 1000	 PL03	 ZAM025	 STD
100	 1000	 PL03	 ZAM027	 UA
100	 1000	 PL03	 ZAM034	 STD
100	 1000	 PL03	 ZAM039	 UA
100	 1000	 PL03	 ZAM044	 STD
100	 1000	 PL03	 ZAM050	 LCU
100	 1000	 PL03	 ZAM051	 LCU
100	 1000	 PL03	 ZAM052	 STD
100	 1000	 PL03	 ZAM060	 STD
100	 1000	 PL03	 ZAM063	 KMT
100	 1000	 PL03	 ZNP001	 STD
100	 1000	 PL03	 ZNP002	 STD
100	 1000	 PL03	 ZNP003	 STD
100	 1000	 PL03	 ZNP004	 STD
100	 1000	 PL03	 ZNP005	 STD
100	 1000	 PL03	 ZNP006	 STD
100	 1000	 PL03	 ZNP007	 STD
100	 1000	 PL03	 ZNP008	 STD
100	 1000	 PL03	 ZNP009	 STD
100	 1000	 PL03	 ZNP010	 STD
100	 1000	 PL03	 ZNP011	 STD
100	 1000	 PL03	 ZNP012	 STD
100	 1000	 PL03	 ZNP015	 STD
100	 1000	 PL03	 ZNP016	 STD
100	 1000	 PL03	 ZNP024	 KMT
100	 1000	 PL04	 ZAM001	 STD
100	 1000	 PL04	 ZAM007	 STD
100	 1000	 PL04	 ZAM025	 STD
100	 1000	 PL04	 ZAM027	 UA
100	 1000	 PL04	 ZAM034	 STD
100	 1000	 PL04	 ZAM039	 UA
100	 1000	 PL04	 ZAM044	 STD
100	 1000	 PL04	 ZAM050	 LCU
100	 1000	 PL04	 ZAM051	 LCU
100	 1000	 PL04	 ZAM052	 STD
100	 1000	 PL04	 ZAM060	 STD
100	 1000	 PL04	 ZAM063	 KMT
100	 1000	 PL04	 ZNP001	 STD
100	 1000	 PL04	 ZNP002	 STD
100	 1000	 PL04	 ZNP003	 STD
100	 1000	 PL04	 ZNP004	 STD
100	 1000	 PL04	 ZNP005	 STD
100	 1000	 PL04	 ZNP006	 STD
100	 1000	 PL04	 ZNP007	 STD
100	 1000	 PL04	 ZNP008	 STD
100	 1000	 PL04	 ZNP009	 STD
100	 1000	 PL04	 ZNP010	 STD
100	 1000	 PL04	 ZNP011	 STD
100	 1000	 PL04	 ZNP012	 STD
100	 1000	 PL04	 ZNP015	 STD
100	 1000	 PL04	 ZNP016	 STD
100	 1000	 PL04	 ZNP024	 KMT
100	 1000	 PL05	 ZAM001	 STD
100	 1000	 PL05	 ZAM007	 STD
100	 1000	 PL05	 ZAM025	 STD
100	 1000	 PL05	 ZAM027	 UA
100	 1000	 PL05	 ZAM034	 STD
100	 1000	 PL05	 ZAM039	 UA
100	 1000	 PL05	 ZAM044	 STD
100	 1000	 PL05	 ZAM050	 LCU
100	 1000	 PL05	 ZAM051	 LCU
100	 1000	 PL05	 ZAM052	 STD
100	 1000	 PL05	 ZAM060	 STD
100	 1000	 PL05	 ZAM063	 KMT
100	 1000	 PL05	 ZNP001	 STD
100	 1000	 PL05	 ZNP002	 STD
100	 1000	 PL05	 ZNP003	 STD
100	 1000	 PL05	 ZNP004	 STD
100	 1000	 PL05	 ZNP005	 STD
100	 1000	 PL05	 ZNP006	 STD
100	 1000	 PL05	 ZNP007	 STD
100	 1000	 PL05	 ZNP008	 STD
100	 1000	 PL05	 ZNP009	 STD
100	 1000	 PL05	 ZNP010	 STD
100	 1000	 PL05	 ZNP011	 STD
100	 1000	 PL05	 ZNP012	 STD
100	 1000	 PL05	 ZNP015	 STD
100	 1000	 PL05	 ZNP016	 STD
100	 1000	 PL05	 ZNP024	 KMT
100	 1000	 PL06	 ZAM001	 STD
100	 1000	 PL06	 ZAM007	 STD
100	 1000	 PL06	 ZAM025	 STD
100	 1000	 PL06	 ZAM027	 UA
100	 1000	 PL06	 ZAM034	 STD
100	 1000	 PL06	 ZAM039	 UA
100	 1000	 PL06	 ZAM044	 STD
100	 1000	 PL06	 ZAM050	 LCU
100	 1000	 PL06	 ZAM051	 LCU
100	 1000	 PL06	 ZAM052	 STD
100	 1000	 PL06	 ZAM060	 STD
100	 1000	 PL06	 ZAM063	 KMT
100	 1000	 PL06	 ZNP001	 STD
100	 1000	 PL06	 ZNP002	 STD
100	 1000	 PL06	 ZNP003	 STD
100	 1000	 PL06	 ZNP004	 STD
100	 1000	 PL06	 ZNP005	 STD
100	 1000	 PL06	 ZNP006	 STD
100	 1000	 PL06	 ZNP007	 STD
100	 1000	 PL06	 ZNP008	 STD
100	 1000	 PL06	 ZNP009	 STD
100	 1000	 PL06	 ZNP010	 STD
100	 1000	 PL06	 ZNP011	 STD
100	 1000	 PL06	 ZNP012	 STD
100	 1000	 PL06	 ZNP015	 STD
100	 1000	 PL06	 ZNP016	 STD
100	 1000	 PL06	 ZNP024	 KMT
100	 1000	 PL07	 ZAM001	 STD
100	 1000	 PL07	 ZAM007	 STD
100	 1000	 PL07	 ZAM025	 STD
100	 1000	 PL07	 ZAM027	 UA
100	 1000	 PL07	 ZAM034	 STD
100	 1000	 PL07	 ZAM039	 UA
100	 1000	 PL07	 ZAM044	 STD
100	 1000	 PL07	 ZAM050	 LCU
100	 1000	 PL07	 ZAM051	 LCU
100	 1000	 PL07	 ZAM052	 STD
100	 1000	 PL07	 ZAM060	 STD
100	 1000	 PL07	 ZAM063	 KMT
100	 1000	 PL07	 ZNP001	 STD
100	 1000	 PL07	 ZNP002	 STD
100	 1000	 PL07	 ZNP003	 STD
100	 1000	 PL07	 ZNP004	 STD
100	 1000	 PL07	 ZNP005	 STD
100	 1000	 PL07	 ZNP006	 STD
100	 1000	 PL07	 ZNP007	 STD
100	 1000	 PL07	 ZNP008	 STD
100	 1000	 PL07	 ZNP009	 STD
100	 1000	 PL07	 ZNP010	 STD
100	 1000	 PL07	 ZNP011	 STD
100	 1000	 PL07	 ZNP012	 STD
100	 1000	 PL07	 ZNP015	 STD
100	 1000	 PL07	 ZNP016	 STD
100	 1000	 PL07	 ZNP024	 KMT
100	 1000	 PL09	 ZAM001	 STD
100	 1000	 PL09	 ZAM007	 STD
100	 1000	 PL09	 ZAM025	 STD
100	 1000	 PL09	 ZAM027	 UA
100	 1000	 PL09	 ZAM034	 STD
100	 1000	 PL09	 ZAM039	 UA
100	 1000	 PL09	 ZAM044	 STD
100	 1000	 PL09	 ZAM050	 LCU
100	 1000	 PL09	 ZAM051	 LCU
100	 1000	 PL09	 ZAM052	 STD
100	 1000	 PL09	 ZAM060	 STD
100	 1000	 PL09	 ZAM063	 KMT
100	 1000	 PL09	 ZNP001	 STD
100	 1000	 PL09	 ZNP002	 STD
100	 1000	 PL09	 ZNP003	 STD
100	 1000	 PL09	 ZNP004	 STD
100	 1000	 PL09	 ZNP005	 STD
100	 1000	 PL09	 ZNP006	 STD
100	 1000	 PL09	 ZNP007	 STD
100	 1000	 PL09	 ZNP008	 STD
100	 1000	 PL09	 ZNP009	 STD
100	 1000	 PL09	 ZNP010	 STD
100	 1000	 PL09	 ZNP011	 STD
100	 1000	 PL09	 ZNP012	 STD
100	 1000	 PL09	 ZNP015	 STD
100	 1000	 PL09	 ZNP016	 STD
100	 1000	 PL09	 ZNP024	 KMT
100	 1000	 PL09	 ZNP032	 STD
100	 1000	 PL10	 ZAM001	 STD
100	 1000	 PL10	 ZAM007	 STD
100	 1000	 PL10	 ZAM025	 STD
100	 1000	 PL10	 ZAM027	 UA
100	 1000	 PL10	 ZAM034	 STD
100	 1000	 PL10	 ZAM039	 UA
100	 1000	 PL10	 ZAM044	 STD
100	 1000	 PL10	 ZAM050	 LCU
100	 1000	 PL10	 ZAM051	 LCU
100	 1000	 PL10	 ZAM052	 STD
100	 1000	 PL10	 ZAM060	 STD
100	 1000	 PL10	 ZAM063	 KMT
100	 1000	 PL10	 ZNP001	 STD
100	 1000	 PL10	 ZNP002	 STD
100	 1000	 PL10	 ZNP003	 STD
100	 1000	 PL10	 ZNP004	 STD
100	 1000	 PL10	 ZNP005	 STD
100	 1000	 PL10	 ZNP006	 STD
100	 1000	 PL10	 ZNP007	 STD
100	 1000	 PL10	 ZNP008	 STD
100	 1000	 PL10	 ZNP009	 STD
100	 1000	 PL10	 ZNP010	 STD
100	 1000	 PL10	 ZNP011	 STD
100	 1000	 PL10	 ZNP012	 STD
100	 1000	 PL10	 ZNP015	 STD
100	 1000	 PL10	 ZNP016	 STD
100	 1000	 PL10	 ZNP024	 KMT
100	 1000	 PL10	 ZNP032	 STD
100	 1000	 PL11	 ZAM001	 STD
100	 1000	 PL11	 ZAM007	 STD
100	 1000	 PL11	 ZAM025	 STD
100	 1000	 PL11	 ZAM027	 UA
100	 1000	 PL11	 ZAM034	 STD
100	 1000	 PL11	 ZAM039	 UA
100	 1000	 PL11	 ZAM044	 STD
100	 1000	 PL11	 ZAM050	 LCU
100	 1000	 PL11	 ZAM051	 LCU
100	 1000	 PL11	 ZAM052	 STD
100	 1000	 PL11	 ZAM063	 KMT
100	 1000	 PL11	 ZNP001	 STD
100	 1000	 PL11	 ZNP002	 STD
100	 1000	 PL11	 ZNP003	 STD
100	 1000	 PL11	 ZNP004	 STD
100	 1000	 PL11	 ZNP005	 STD
100	 1000	 PL11	 ZNP006	 STD
100	 1000	 PL11	 ZNP007	 STD
100	 1000	 PL11	 ZNP008	 STD
100	 1000	 PL11	 ZNP009	 STD
100	 1000	 PL11	 ZNP010	 STD
100	 1000	 PL11	 ZNP011	 STD
100	 1000	 PL11	 ZNP012	 STD
100	 1000	 PL11	 ZNP015	 STD
100	 1000	 PL11	 ZNP016	 STD
100	 1000	 PL11	 ZNP024	 KMT
100	 1000	 PL12	 ZAM001	 STD
100	 1000	 PL12	 ZAM007	 STD
100	 1000	 PL12	 ZAM025	 STD
100	 1000	 PL12	 ZAM027	 UA
100	 1000	 PL12	 ZAM034	 STD
100	 1000	 PL12	 ZAM039	 UA
100	 1000	 PL12	 ZAM044	 STD
100	 1000	 PL12	 ZAM050	 LCU
100	 1000	 PL12	 ZAM051	 LCU
100	 1000	 PL12	 ZAM052	 STD
100	 1000	 PL12	 ZAM063	 KMT
100	 1000	 PL12	 ZNP001	 STD
100	 1000	 PL12	 ZNP002	 STD
100	 1000	 PL12	 ZNP003	 STD
100	 1000	 PL12	 ZNP004	 STD
100	 1000	 PL12	 ZNP005	 STD
100	 1000	 PL12	 ZNP006	 STD
100	 1000	 PL12	 ZNP007	 STD
100	 1000	 PL12	 ZNP008	 STD
100	 1000	 PL12	 ZNP009	 STD
100	 1000	 PL12	 ZNP010	 STD
100	 1000	 PL12	 ZNP011	 STD
100	 1000	 PL12	 ZNP012	 STD
100	 1000	 PL12	 ZNP015	 STD
100	 1000	 PL12	 ZNP016	 STD
100	 1000	 PL12	 ZNP024	 KMT
100	 1000	 PL13	 ZAM001	 STD
100	 1000	 PL13	 ZAM007	 STD
100	 1000	 PL13	 ZAM025	 STD
100	 1000	 PL13	 ZAM027	 UA
100	 1000	 PL13	 ZAM034	 STD
100	 1000	 PL13	 ZAM039	 UA
100	 1000	 PL13	 ZAM044	 STD
100	 1000	 PL13	 ZAM050	 LCU
100	 1000	 PL13	 ZAM051	 LCU
100	 1000	 PL13	 ZAM052	 STD
100	 1000	 PL13	 ZAM063	 KMT
100	 1000	 PL13	 ZNP001	 STD
100	 1000	 PL13	 ZNP002	 STD
100	 1000	 PL13	 ZNP003	 STD
100	 1000	 PL13	 ZNP004	 STD
100	 1000	 PL13	 ZNP005	 STD
100	 1000	 PL13	 ZNP006	 STD
100	 1000	 PL13	 ZNP007	 STD
100	 1000	 PL13	 ZNP008	 STD
100	 1000	 PL13	 ZNP009	 STD
100	 1000	 PL13	 ZNP010	 STD
100	 1000	 PL13	 ZNP011	 STD
100	 1000	 PL13	 ZNP012	 STD
100	 1000	 PL13	 ZNP015	 STD
100	 1000	 PL13	 ZNP016	 STD
