Table for Profit center derivation on Class


MANDT	 SPART	 BRAN1	 CLASS
X	 X	 X	
MANDT-CLNT(3)	 SPART-CHAR(2)	 BRACO-CHAR(10)	 CHAR4-CHAR(4)
100	 01	 33631	 MVI
100	 01	 336310	 MVI
100	 01	 336311	 MVI
100	 01	 336312	 MVI
100	 01	 33632	 MVI
100	 01	 336320	 GIN
100	 01	 336321	 MVI
100	 01	 336322	 MVI
100	 01	 33633	 MVI
100	 01	 336330	 MVI
100	 01	 33634	 MVI
100	 01	 336340	 MVI
100	 01	 33635	 MVI
100	 01	 336350	 MVI
100	 01	 336350A	 MVI
100	 01	 336350B	 MVI
100	 01	 33636	 MVI
100	 01	 336360	 MVI
100	 01	 336360A	 MVI
100	 01	 336360B	 MVI
100	 01	 33637	 MVI
100	 01	 336370	 MVI
100	 01	 33639	 MVI
100	 01	 336390	 MVI
100	 01	 336391	 MVI
100	 01	 336399	 MVI
100	 01	 336399A	 MVI
100	 01	 336399B	 MVI
100	 01	 336399C	 MVI
100	 01	 336399D	 MVI
100	 01	 336399E	 MVI
100	 01	 336399F	 MVI
100	 01	 336399G	 MVI
100	 01	 3364	 GIN
100	 01	 33641	 GIN
100	 01	 336411	 GIN
100	 01	 336412	 GIN
100	 01	 336413	 GIN
100	 01	 336414	 GIN
100	 01	 336415	 GIN
100	 01	 336419	 GIN
100	 01	 3365	 GIN
100	 01	 33651	 GIN
100	 01	 336510	 GIN
100	 01	 3366	 GIN
100	 01	 33661	 GIN
100	 01	 336611	 GIN
100	 01	 336612	 GIN
100	 01	 3369	 GIN
100	 01	 33699	 GIN
100	 01	 336991	 GIN
100	 01	 336992	 GIN
100	 01	 336999	 GIN
100	 01	 3371	 GIN
100	 01	 33711	 GIN
100	 01	 337110	 GIN
100	 01	 33712	 GIN
100	 01	 337121	 GIN
100	 01	 337122	 GIN
100	 01	 337124	 GIN
100	 01	 337125	 GIN
100	 01	 337127	 GIN
100	 01	 337129	 GIN
100	 01	 3372	 GIN
100	 01	 33721	 GIN
100	 01	 337211	 GIN
100	 01	 337212	 GIN
100	 01	 337214	 GIN
100	 01	 337215	 GIN
100	 01	 3379	 GIN
100	 01	 33791	 GIN
100	 01	 337910	 GIN
100	 01	 33792	 GIN
100	 01	 337920	 GIN
100	 01	 3391	 GIN
100	 01	 33911	 GIN
100	 01	 339111	 GIN
100	 01	 339112	 GIN
100	 01	 339113	 GIN
100	 01	 339114	 GIN
100	 01	 339115	 GIN
100	 01	 339116	 GIN
100	 01	 3399	 GIN
100	 01	 33991	 GIN
100	 01	 339910	 GIN
100	 01	 339911	 GIN
100	 01	 339912	 GIN
100	 01	 339913	 GIN
100	 01	 339914	 GIN
100	 01	 33992	 GIN
100	 01	 339920	 GIN
100	 01	 33993	 GIN
100	 01	 339930	 GIN
100	 01	 339931	 GIN
100	 01	 339932	 GIN
100	 01	 33994	 GIN
100	 01	 339940	 GIN
100	 01	 339941	 GIN
100	 01	 339942	 GIN
100	 01	 339943	 GIN
100	 01	 339944	 GIN
100	 01	 33995	 GIN
100	 01	 339950	 GIN
100	 01	 33999	 GIN
100	 01	 339991	 GIN
100	 01	 339992	 GIN
100	 01	 339993	 GIN
100	 01	 339994	 GIN
100	 01	 339995	 GIN
100	 01	 339999	 GIN
100	 01	 4231	 GIN
100	 01	 42311	 GIN
100	 01	 423110	 GIN
100	 01	 42312	 GIN
100	 01	 423120	 GIN
100	 01	 42313	 GIN
100	 01	 423130	 GIN
100	 01	 42314	 GIN
100	 01	 423140	 GIN
100	 01	 4232	 GIN
100	 01	 42321	 GIN
100	 01	 423210	 GIN
100	 01	 42322	 GIN
100	 01	 423220	 GIN
100	 01	 4233	 GIN
100	 01	 42331	 GIN
100	 01	 423310	 GIN
100	 01	 42332	 GIN
100	 01	 423320	 GIN
100	 01	 42333	 GIN
100	 01	 423330	 GIN
100	 01	 42339	 GIN
100	 01	 423390	 GIN
100	 01	 4234	 GIN
100	 01	 42341	 GIN
100	 01	 423410	 GIN
100	 01	 42342	 GIN
100	 01	 423420	 GIN
100	 01	 42343	 GIN
100	 01	 423430	 GIN
100	 01	 42344	 GIN
100	 01	 423440	 GIN
100	 01	 42345	 GIN
100	 01	 423450	 GIN
100	 01	 42346	 GIN
100	 01	 423460	 GIN
100	 01	 42349	 GIN
100	 01	 423490	 GIN
100	 01	 4235	 GIN
100	 01	 42351	 GIN
100	 01	 423510	 GIN
100	 01	 42352	 GIN
100	 01	 423520	 GIN
100	 01	 4236	 GIN
100	 01	 42361	 GIN
100	 01	 423610	 GIN
100	 01	 42362	 GIN
100	 01	 423620	 GIN
100	 01	 42369	 GIN
100	 01	 423690	 GIN
100	 01	 4237	 GIN
100	 01	 42371	 GIN
100	 01	 423710	 GIN
100	 01	 42372	 GIN
100	 01	 423720	 GIN
100	 01	 42373	 GIN
100	 01	 423730	 GIN
100	 01	 42374	 GIN
100	 01	 423740	 GIN
100	 01	 4238	 GIN
100	 01	 42381	 GIN
100	 01	 423810	 GIN
100	 01	 42382	 GIN
100	 01	 423820	 GIN
100	 01	 42383	 GIN
100	 01	 423830	 GIN
100	 01	 42384	 GIN
100	 01	 423840	 GIN
100	 01	 42385	 GIN
100	 01	 423850	 GIN
100	 01	 42386	 GIN
100	 01	 423860	 GIN
100	 01	 4239	 GIN
100	 01	 42391	 GIN
100	 01	 423910	 GIN
100	 01	 42392	 GIN
100	 01	 423920	 GIN
100	 01	 42393	 GIN
100	 01	 423930	 GIN
100	 01	 42394	 GIN
100	 01	 423940	 GIN
100	 01	 42399	 GIN
100	 01	 423990	 GIN
100	 01	 4241	 GIN
100	 01	 42411	 GIN
100	 01	 424110	 GIN
100	 01	 42412	 GIN
100	 01	 424120	 GIN
100	 01	 42413	 GIN
100	 01	 424130	 GIN
100	 01	 4242	 GIN
100	 01	 42421	 GIN
100	 01	 424210	 GIN
100	 01	 4243	 GIN
100	 01	 42431	 GIN
100	 01	 424310	 GIN
100	 01	 42432	 GIN
100	 01	 424320	 GIN
100	 01	 42433	 GIN
100	 01	 424330	 GIN
100	 01	 42434	 GIN
100	 01	 424340	 GIN
100	 01	 4244	 GIN
100	 01	 42441	 GIN
100	 01	 424410	 GIN
100	 01	 42442	 GIN
100	 01	 424420	 GIN
100	 01	 42443	 GIN
100	 01	 424430	 GIN
100	 01	 42444	 GIN
100	 01	 424440	 GIN
100	 01	 42445	 GIN
100	 01	 424450	 GIN
100	 01	 42446	 GIN
100	 01	 424460	 GIN
100	 01	 42447	 GIN
100	 01	 424470	 GIN
100	 01	 42448	 GIN
100	 01	 424480	 GIN
100	 01	 42449	 GIN
100	 01	 424490	 GIN
100	 01	 4245	 GIN
100	 01	 42451	 GIN
100	 01	 424510	 GIN
100	 01	 42452	 GIN
100	 01	 424520	 GIN
100	 01	 42459	 GIN
100	 01	 424590	 GIN
100	 01	 4246	 GIN
100	 01	 42461	 GIN
100	 01	 424610	 GIN
100	 01	 42469	 GIN
100	 01	 424690	 GIN
100	 01	 4247	 GIN
100	 01	 42471	 GIN
100	 01	 424710	 GIN
100	 01	 42472	 GIN
100	 01	 424720	 GIN
100	 01	 4248	 GIN
100	 01	 42481	 GIN
100	 01	 424810	 GIN
100	 01	 42482	 GIN
100	 01	 424820	 GIN
100	 01	 4249	 GIN
100	 01	 42491	 GIN
100	 01	 424910	 GIN
100	 01	 42492	 GIN
100	 01	 424920	 GIN
100	 01	 42493	 GIN
100	 01	 424930	 GIN
100	 01	 42494	 GIN
100	 01	 424940	 GIN
100	 01	 42495	 GIN
100	 01	 424950	 GIN
100	 01	 42499	 GIN
100	 01	 424990	 GIN
100	 01	 4251	 GIN
100	 01	 42511	 GIN
100	 01	 425110	 GIN
100	 01	 42512	 GIN
100	 01	 425120	 MVI
100	 01	 425120A	 MVI
100	 01	 4411	 GIN
100	 01	 44111	 GIN
100	 01	 441110	 GIN
100	 01	 44112	 GIN
100	 01	 441120	 GIN
100	 01	 4412	 GIN
100	 01	 44121	 GIN
100	 01	 441210	 GIN
100	 01	 44122	 GIN
100	 01	 441221	 GIN
100	 01	 441222	 GIN
100	 01	 441228	 GIN
100	 01	 441229	 GIN
100	 01	 4413	 GIN
100	 01	 44131	 GIN
100	 01	 441310	 GIN
100	 01	 44132	 GIN
100	 01	 441320	 GIN
100	 01	 4421	 GIN
100	 01	 44211	 GIN
100	 01	 442110	 GIN
100	 01	 4422	 GIN
100	 01	 44221	 GIN
100	 01	 442210	 GIN
100	 01	 44229	 GIN
100	 01	 442291	 GIN
100	 01	 442299	 GIN
100	 01	 4431	 GIN
100	 01	 44311	 GIN
100	 01	 443111	 GIN
100	 01	 443112	 GIN
100	 01	 44312	 GIN
100	 01	 443120	 GIN
100	 01	 44313	 GIN
100	 01	 443130	 GIN
100	 01	 4441	 GIN
100	 01	 44411	 GIN
100	 01	 444110	 GIN
100	 01	 44412	 GIN
100	 01	 444120	 GIN
100	 01	 44413	 GIN
100	 01	 444130	 GIN
100	 01	 44419	 GIN
100	 01	 444190	 GIN
100	 01	 4442	 GIN
100	 01	 44421	 GIN
100	 01	 444210	 GIN
100	 01	 44422	 GIN
100	 01	 444220	 GIN
100	 01	 4451	 GIN
100	 01	 44511	 GIN
100	 01	 445110	 GIN
100	 01	 44512	 GIN
100	 01	 445120	 GIN
100	 01	 4452	 GIN
100	 01	 44521	 GIN
100	 01	 445210	 GIN
100	 01	 44522	 GIN
100	 01	 445220	 GIN
100	 01	 44523	 GIN
100	 01	 445230	 GIN
100	 01	 44529	 GIN
100	 01	 445291	 GIN
100	 01	 445292	 GIN
100	 01	 445299	 GIN
100	 01	 4453	 GIN
100	 01	 44531	 GIN
100	 01	 445310	 GIN
100	 01	 4461	 GIN
100	 01	 44611	 GIN
100	 01	 446110	 GIN
100	 01	 44612	 GIN
100	 01	 446120	 GIN
100	 01	 44613	 GIN
100	 01	 446130	 GIN
100	 01	 44619	 GIN
100	 01	 446191	 GIN
100	 01	 446199	 GIN
100	 01	 4471	 GIN
100	 01	 44711	 GIN
100	 01	 447110	 GIN
100	 01	 44719	 GIN
100	 01	 447190	 GIN
100	 01	 4481	 GIN
100	 01	 44811	 GIN
100	 01	 448110	 GIN
100	 01	 44812	 GIN
100	 01	 448120	 GIN
100	 01	 44813	 GIN
100	 01	 448130	 GIN
100	 01	 44814	 GIN
100	 01	 448140	 GIN
100	 01	 44815	 GIN
100	 01	 448150	 GIN
100	 01	 44819	 GIN
100	 01	 448190	 GIN
100	 01	 4482	 GIN
100	 01	 44821	 GIN
100	 01	 448210	 GIN
100	 01	 4483	 GIN
100	 01	 44831	 GIN
100	 01	 448310	 GIN
100	 01	 44832	 GIN
100	 01	 448320	 GIN
100	 01	 4511	 GIN
100	 01	 45111	 GIN
100	 01	 451110	 GIN
100	 01	 45112	 GIN
100	 01	 451120	 GIN
100	 01	 45113	 GIN
100	 01	 451130	 GIN
100	 01	 45114	 GIN
100	 01	 451140	 GIN
100	 01	 4512	 GIN
100	 01	 45121	 GIN
100	 01	 451211	 GIN
100	 01	 451212	 GIN
100	 01	 45122	 GIN
100	 01	 451220	 GIN
100	 01	 4521	 GIN
100	 01	 45211	 GIN
100	 01	 452111	 GIN
100	 01	 452112	 GIN
100	 01	 4529	 GIN
100	 01	 45291	 GIN
100	 01	 452910	 GIN
100	 01	 45299	 GIN
100	 01	 452990	 GIN
100	 01	 4531	 GIN
100	 01	 45311	 GIN
100	 01	 453110	 GIN
100	 01	 4532	 GIN
100	 01	 45321	 GIN
100	 01	 453210	 GIN
100	 01	 45322	 GIN
100	 01	 453220	 GIN
100	 01	 4533	 GIN
100	 01	 45331	 GIN
100	 01	 453310	 GIN
100	 01	 4539	 GIN
100	 01	 45391	 GIN
100	 01	 453910	 GIN
100	 01	 45392	 GIN
100	 01	 453920	 GIN
100	 01	 45393	 GIN
100	 01	 453930	 GIN
100	 01	 45399	 GIN
100	 01	 453991	 GIN
100	 01	 453998	 GIN
100	 01	 4541	 GIN
100	 01	 45411	 GIN
100	 01	 454111	 GIN
100	 01	 454112	 GIN
100	 01	 454113	 GIN
100	 01	 4542	 GIN
100	 01	 45421	 GIN
100	 01	 454210	 GIN
100	 01	 4543	 GIN
100	 01	 45431	 GIN
100	 01	 454311	 GIN
100	 01	 454312	 GIN
100	 01	 454319	 GIN
100	 01	 45439	 GIN
100	 01	 454390	 GIN
100	 01	 4811	 GIN
100	 01	 48111	 GIN
100	 01	 481111	 GIN
100	 01	 481112	 GIN
100	 01	 4812	 GIN
100	 01	 48121	 GIN
100	 01	 481211	 GIN
100	 01	 481212	 GIN
100	 01	 481219	 GIN
100	 01	 4821	 GIN
100	 01	 48211	 GIN
100	 01	 482111	 GIN
100	 01	 482112	 GIN
100	 01	 4831	 GIN
100	 01	 48311	 GIN
100	 01	 483111	 GIN
100	 01	 483112	 GIN
100	 01	 483113	 GIN
100	 01	 483114	 GIN
100	 01	 4832	 GIN
100	 01	 48321	 GIN
100	 01	 483211	 GIN
100	 01	 483212	 GIN
100	 01	 4841	 GIN
100	 01	 48411	 GIN
100	 01	 484110	 GIN
100	 01	 48412	 GIN
100	 01	 484121	 GIN
100	 01	 484122	 GIN
100	 01	 4842	 GIN
100	 01	 48421	 GIN
100	 01	 484210	 GIN
100	 01	 48422	 GIN
100	 01	 484220	 GIN
100	 01	 48423	 GIN
100	 01	 484230	 GIN
100	 01	 4851	 GIN
100	 01	 48511	 GIN
100	 01	 485111	 GIN
100	 01	 485112	 GIN
100	 01	 485113	 GIN
100	 01	 485119	 GIN
100	 01	 4852	 GIN
100	 01	 48521	 GIN
100	 01	 485210	 GIN
100	 01	 4853	 GIN
100	 01	 48531	 GIN
100	 01	 485310	 GIN
100	 01	 48532	 GIN
100	 01	 485320	 GIN
100	 01	 4854	 GIN
100	 01	 48541	 GIN
100	 01	 485410	 GIN
100	 01	 4855	 GIN
100	 01	 48551	 GIN
100	 01	 485510	 GIN
100	 01	 4859	 GIN
100	 01	 48599	 GIN
100	 01	 485991	 GIN
100	 01	 485999	 GIN
100	 01	 4861	 GIN
100	 01	 48611	 GIN
100	 01	 486110	 GIN
100	 01	 4862	 GIN
100	 01	 48621	 GIN
100	 01	 486210	 GIN
100	 01	 4869	 GIN
100	 01	 48691	 GIN
100	 01	 486910	 GIN
100	 01	 48699	 GIN
100	 01	 486990	 GIN
100	 01	 4871	 GIN
100	 01	 48711	 GIN
100	 01	 487110	 GIN
100	 01	 4872	 GIN
100	 01	 48721	 GIN
100	 01	 487210	 GIN
100	 01	 4879	 GIN
100	 01	 48799	 GIN
100	 01	 487990	 GIN
100	 01	 4881	 GIN
100	 01	 48811	 GIN
100	 01	 488111	 GIN
100	 01	 488119	 GIN
100	 01	 48819	 GIN
100	 01	 488190	 GIN
100	 01	 4882	 GIN
100	 01	 48821	 GIN
100	 01	 488210	 GIN
100	 01	 4883	 GIN
100	 01	 48831	 GIN
100	 01	 488310	 GIN
100	 01	 48832	 GIN
100	 01	 488320	 GIN
100	 01	 48833	 GIN
100	 01	 488330	 GIN
100	 01	 48839	 GIN
100	 01	 488390	 GIN
100	 01	 4884	 GIN
100	 01	 48841	 GIN
100	 01	 488410	 GIN
100	 01	 48849	 GIN
100	 01	 488490	 GIN
100	 01	 4885	 GIN
100	 01	 48851	 GIN
100	 01	 488510	 GIN
100	 01	 4889	 GIN
100	 01	 48899	 GIN
100	 01	 488991	 GIN
100	 01	 488999	 GIN
100	 01	 4911	 GIN
100	 01	 49111	 GIN
100	 01	 491110	 GIN
100	 01	 4921	 GIN
100	 01	 49211	 GIN
100	 01	 492110	 GIN
100	 01	 4922	 GIN
100	 01	 49221	 GIN
100	 01	 492210	 GIN
100	 01	 4931	 GIN
100	 01	 49311	 GIN
100	 01	 493110	 GIN
100	 01	 49312	 GIN
100	 01	 493120	 GIN
100	 01	 49313	 GIN
100	 01	 493130	 GIN
100	 01	 49319	 GIN
100	 01	 493190	 GIN
100	 01	 5111	 GIN
100	 01	 51111	 GIN
100	 01	 511110	 GIN
100	 01	 51112	 GIN
100	 01	 511120	 GIN
100	 01	 51113	 GIN
100	 01	 511130	 GIN
100	 01	 51114	 GIN
100	 01	 511140	 GIN
100	 01	 51119	 GIN
100	 01	 511191	 GIN
100	 01	 511199	 GIN
100	 01	 5112	 GIN
100	 01	 51121	 GIN
100	 01	 511210	 GIN
100	 01	 5121	 GIN
100	 01	 51211	 GIN
100	 01	 512110	 GIN
100	 01	 51212	 GIN
100	 01	 512120	 GIN
100	 01	 51213	 GIN
100	 01	 512131	 GIN
100	 01	 512132	 GIN
100	 01	 51219	 GIN
100	 01	 512191	 GIN
100	 01	 512199	 GIN
100	 01	 5122	 GIN
100	 01	 51221	 GIN
100	 01	 512210	 GIN
100	 01	 51222	 GIN
100	 01	 512220	 GIN
100	 01	 51223	 GIN
100	 01	 512230	 GIN
100	 01	 51224	 GIN
100	 01	 512240	 GIN
100	 01	 51229	 GIN
100	 01	 512290	 GIN
100	 01	 5151	 GIN
100	 01	 51511	 GIN
100	 01	 515111	 GIN
100	 01	 515112	 GIN
100	 01	 51512	 GIN
100	 01	 515120	 GIN
100	 01	 5152	 GIN
100	 01	 51521	 GIN
100	 01	 515210	 GIN
100	 01	 5161	 GIN
100	 01	 51611	 GIN
100	 01	 516110	 GIN
100	 01	 5171	 GIN
100	 01	 51711	 GIN
100	 01	 517110	 GIN
100	 01	 5172	 GIN
100	 01	 51721	 GIN
100	 01	 517211	 GIN
100	 01	 517212	 GIN
100	 01	 5173	 GIN
100	 01	 51731	 GIN
100	 01	 517310	 GIN
100	 01	 5174	 GIN
100	 01	 51741	 GIN
100	 01	 517410	 GIN
100	 01	 5175	 GIN
100	 01	 51751	 GIN
100	 01	 517510	 GIN
100	 01	 5179	 GIN
100	 01	 51791	 GIN
100	 01	 517910	 GIN
100	 01	 5181	 GIN
100	 01	 51811	 GIN
100	 01	 518111	 GIN
100	 01	 518112	 GIN
100	 01	 5182	 GIN
100	 01	 51821	 GIN
100	 01	 518210	 GIN
100	 01	 5191	 GIN
100	 01	 51911	 GIN
100	 01	 519110	 GIN
100	 01	 51912	 GIN
100	 01	 519120	 GIN
100	 01	 51919	 GIN
100	 01	 519190	 GIN
100	 01	 5211	 GIN
100	 01	 52111	 GIN
100	 01	 521110	 GIN
100	 01	 5221	 GIN
100	 01	 52211	 GIN
100	 01	 522110	 GIN
100	 01	 52212	 GIN
100	 01	 522120	 GIN
100	 01	 52213	 GIN
100	 01	 522130	 GIN
100	 01	 52219	 GIN
100	 01	 522190	 GIN
100	 01	 5222	 GIN
100	 01	 52221	 GIN
100	 01	 522210	 GIN
100	 01	 52222	 GIN
100	 01	 522220	 GIN
100	 01	 52229	 GIN
100	 01	 522291	 GIN
100	 01	 522292	 GIN
100	 01	 522293	 GIN
100	 01	 522294	 GIN
100	 01	 522298	 GIN
100	 01	 5223	 GIN
100	 01	 52231	 GIN
100	 01	 522310	 GIN
100	 01	 52232	 GIN
100	 01	 522320	 GIN
100	 01	 52239	 GIN
100	 01	 522390	 GIN
100	 01	 5231	 GIN
100	 01	 52311	 GIN
100	 01	 523110	 GIN
100	 01	 52312	 GIN
100	 01	 523120	 GIN
100	 01	 52313	 GIN
100	 01	 523130	 GIN
100	 01	 52314	 GIN
100	 01	 523140	 GIN
100	 01	 5232	 GIN
100	 01	 52321	 GIN
100	 01	 523210	 GIN
100	 01	 5239	 GIN
100	 01	 52391	 GIN
100	 01	 523910	 GIN
100	 01	 52392	 GIN
100	 01	 523920	 GIN
100	 01	 52393	 GIN
100	 01	 523930	 GIN
100	 01	 52399	 GIN
100	 01	 523991	 GIN
100	 01	 523999	 GIN
100	 01	 5241	 GIN
100	 01	 52411	 GIN
100	 01	 524113	 GIN
100	 01	 524114	 GIN
100	 01	 52412	 GIN
100	 01	 524126	 GIN
100	 01	 524127	 GIN
100	 01	 524128	 GIN
100	 01	 52413	 GIN
100	 01	 524130	 GIN
100	 01	 5242	 GIN
100	 01	 52421	 GIN
100	 01	 524210	 GIN
100	 01	 52429	 GIN
100	 01	 524291	 GIN
100	 01	 524292	 GIN
100	 01	 524298	 GIN
100	 01	 5251	 GIN
100	 01	 52511	 GIN
100	 01	 525110	 GIN
100	 01	 52512	 GIN
100	 01	 525120	 GIN
100	 01	 52519	 GIN
100	 01	 525190	 GIN
100	 01	 5259	 GIN
100	 01	 52591	 GIN
100	 01	 525910	 GIN
100	 01	 52592	 GIN
100	 01	 525920	 GIN
100	 01	 52593	 GIN
100	 01	 525930	 GIN
100	 01	 52599	 GIN
100	 01	 525990	 GIN
100	 01	 5311	 GIN
100	 01	 53111	 GIN
100	 01	 531110	 GIN
100	 01	 53112	 GIN
100	 01	 531120	 GIN
100	 01	 53113	 GIN
100	 01	 531130	 GIN
100	 01	 53119	 GIN
100	 01	 531190	 GIN
100	 01	 5312	 GIN
100	 01	 53121	 GIN
100	 01	 531210	 GIN
100	 01	 5313	 GIN
100	 01	 53131	 GIN
100	 01	 531311	 GIN
100	 01	 531312	 GIN
100	 01	 53132	 GIN
100	 01	 531320	 GIN
100	 01	 53139	 GIN
100	 01	 531390	 GIN
100	 01	 5321	 GIN
100	 01	 53211	 GIN
100	 01	 532111	 GIN
100	 01	 532112	 GIN
100	 01	 53212	 GIN
100	 01	 532120	 GIN
100	 01	 5322	 GIN
100	 01	 53221	 GIN
100	 01	 532210	 GIN
100	 01	 53222	 GIN
100	 01	 532220	 GIN
100	 01	 53223	 GIN
100	 01	 532230	 GIN
100	 01	 53229	 GIN
100	 01	 532291	 GIN
100	 01	 532292	 GIN
100	 01	 532299	 GIN
100	 01	 5323	 GIN
100	 01	 53231	 GIN
100	 01	 532310	 GIN
100	 01	 5324	 GIN
100	 01	 53241	 GIN
100	 01	 532411	 GIN
100	 01	 532412	 GIN
100	 01	 53242	 GIN
100	 01	 532420	 GIN
100	 01	 53249	 GIN
100	 01	 532490	 GIN
100	 01	 5331	 GIN
100	 01	 53311	 GIN
100	 01	 533110	 GIN
100	 01	 5411	 GIN
100	 01	 54111	 GIN
100	 01	 541110	 GIN
100	 01	 54112	 GIN
100	 01	 541120	 GIN
100	 01	 54119	 GIN
100	 01	 541191	 GIN
100	 01	 541199	 GIN
100	 01	 5412	 GIN
100	 01	 54121	 GIN
100	 01	 541211	 GIN
100	 01	 541213	 GIN
100	 01	 541214	 GIN
100	 01	 541219	 GIN
100	 01	 5413	 GIN
100	 01	 54131	 GIN
100	 01	 541310	 GIN
100	 01	 54132	 GIN
100	 01	 541320	 GIN
100	 01	 54133	 GIN
100	 01	 541330	 MVI
100	 01	 54134	 GIN
100	 01	 541340	 GIN
100	 01	 54135	 GIN
100	 01	 541350	 GIN
100	 01	 54136	 GIN
100	 01	 541360	 GIN
100	 01	 54137	 GIN
100	 01	 541370	 GIN
100	 01	 54138	 GIN
100	 01	 541380	 GIN
100	 01	 5414	 GIN
100	 01	 54141	 GIN
100	 01	 541410	 GIN
100	 01	 54142	 GIN
100	 01	 541420	 GIN
100	 01	 54143	 GIN
100	 01	 541430	 GIN
100	 01	 54149	 GIN
100	 01	 541490	 GIN
100	 01	 5415	 GIN
100	 01	 54151	 GIN
100	 01	 541511	 GIN
100	 01	 541512	 GIN
100	 01	 541513	 GIN
100	 01	 541519	 GIN
100	 01	 5416	 GIN
100	 01	 54161	 GIN
100	 01	 541611	 GIN
100	 01	 541612	 GIN
100	 01	 541613	 GIN
100	 01	 541614	 GIN
100	 01	 541618	 GIN
100	 01	 54162	 GIN
100	 01	 541620	 GIN
100	 01	 54169	 GIN
100	 01	 541690	 GIN
100	 01	 5417	 GIN
100	 01	 54171	 GIN
100	 01	 541710	 GIN
100	 01	 54172	 GIN
100	 01	 541720	 GIN
100	 01	 5418	 GIN
100	 01	 54181	 GIN
100	 01	 541810	 GIN
100	 01	 54182	 GIN
100	 01	 541820	 GIN
100	 01	 54183	 GIN
100	 01	 541830	 GIN
100	 01	 54184	 GIN
100	 01	 541840	 GIN
100	 01	 54185	 GIN
100	 01	 541850	 GIN
100	 01	 54186	 GIN
100	 01	 541860	 GIN
100	 01	 54187	 GIN
100	 01	 541870	 GIN
100	 01	 54189	 GIN
100	 01	 541890	 GIN
100	 01	 5419	 GIN
100	 01	 54191	 GIN
100	 01	 541910	 GIN
100	 01	 54192	 GIN
100	 01	 541921	 GIN
100	 01	 541922	 GIN
100	 01	 54193	 GIN
100	 01	 541930	 GIN
100	 01	 54194	 GIN
100	 01	 541940	 GIN
100	 01	 54199	 GIN
100	 01	 541990	 GIN
100	 01	 5511	 GIN
100	 01	 55111	 GIN
100	 01	 551111	 GIN
100	 01	 551112	 GIN
100	 01	 551114	 GIN
100	 01	 5611	 GIN
100	 01	 56111	 GIN
100	 01	 561110	 GIN
100	 01	 5612	 GIN
100	 01	 56121	 GIN
100	 01	 561210	 GIN
100	 01	 5613	 GIN
100	 01	 56131	 GIN
100	 01	 561310	 GIN
100	 01	 56132	 GIN
100	 01	 561320	 GIN
100	 01	 56133	 GIN
100	 01	 561330	 GIN
100	 01	 5614	 GIN
100	 01	 56141	 GIN
100	 01	 561410	 GIN
100	 01	 56142	 GIN
100	 01	 561421	 GIN
100	 01	 561422	 GIN
100	 01	 56143	 GIN
100	 01	 561431	 GIN
100	 01	 561439	 GIN
100	 01	 56144	 GIN
100	 01	 561440	 GIN
100	 01	 56145	 GIN
100	 01	 561450	 GIN
100	 01	 56149	 GIN
100	 01	 561491	 GIN
100	 01	 561492	 GIN
100	 01	 561499	 GIN
100	 01	 5615	 GIN
100	 01	 56151	 GIN
100	 01	 561510	 GIN
100	 01	 56152	 GIN
100	 01	 561520	 GIN
100	 01	 56159	 GIN
100	 01	 561591	 GIN
100	 01	 561599	 GIN
100	 01	 5616	 GIN
100	 01	 56161	 GIN
100	 01	 561611	 GIN
100	 01	 561612	 GIN
100	 01	 561613	 GIN
100	 01	 56162	 GIN
100	 01	 561621	 GIN
100	 01	 561622	 GIN
100	 01	 5617	 GIN
100	 01	 56171	 GIN
100	 01	 561710	 GIN
100	 01	 56172	 GIN
100	 01	 561720	 GIN
100	 01	 56173	 GIN
100	 01	 561730	 GIN
100	 01	 56174	 GIN
100	 01	 561740	 GIN
100	 01	 56179	 GIN
100	 01	 561790	 GIN
100	 01	 5619	 GIN
100	 01	 56191	 GIN
100	 01	 561910	 GIN
100	 01	 56192	 GIN
100	 01	 561920	 GIN
100	 01	 56199	 GIN
100	 01	 561990	 GIN
100	 01	 5621	 GIN
100	 01	 56211	 GIN
100	 01	 562111	 GIN
100	 01	 562112	 GIN
100	 01	 562119	 GIN
100	 01	 5622	 GIN
100	 01	 56221	 GIN
100	 01	 562211	 GIN
100	 01	 562212	 GIN
100	 01	 562213	 GIN
100	 01	 562219	 GIN
100	 01	 5629	 GIN
100	 01	 56291	 GIN
100	 01	 562910	 GIN
100	 01	 56292	 GIN
100	 01	 562920	 GIN
100	 01	 56299	 GIN
100	 01	 562991	 GIN
100	 01	 562998	 GIN
100	 01	 6111	 GIN
100	 01	 61111	 GIN
100	 01	 611110	 GIN
100	 01	 6112	 GIN
100	 01	 61121	 GIN
100	 01	 611210	 GIN
100	 01	 6113	 GIN
100	 01	 61131	 GIN
100	 01	 611310	 GIN
100	 01	 6114	 GIN
100	 01	 61141	 GIN
100	 01	 611410	 GIN
100	 01	 61142	 GIN
100	 01	 611420	 GIN
100	 01	 61143	 GIN
100	 01	 611430	 GIN
100	 01	 6115	 GIN
100	 01	 61151	 GIN
100	 01	 611511	 GIN
100	 01	 611512	 GIN
100	 01	 611513	 GIN
100	 01	 611519	 GIN
100	 01	 6116	 GIN
100	 01	 61161	 GIN
100	 01	 611610	 GIN
100	 01	 61162	 GIN
100	 01	 611620	 GIN
100	 01	 61163	 GIN
100	 01	 611630	 GIN
100	 01	 61169	 GIN
