ACC: mapping transportation zone - data


MANDT	 VKORG	 VTWEG	 SPART	 ZVALUE_FIELD	 LZONE
X	 X	 X	 X	 X	
MANDT-CLNT(3)	 VKORG-CHAR(4)	 VTWEG-CHAR(2)	 SPART-CHAR(2)	 ZVALUE_FIELD-CHAR(10)	 ZONE-CHAR(10)
100	 CN01	 01	 01	 1581	 CN00140006
100	 CN01	 01	 01	 1582	 CN00140008
100	 CN01	 01	 01	 1583	 CN00140008
100	 CN01	 01	 01	 1584	 CN00140009
100	 CN01	 01	 01	 1610	 CN00140005
100	 CN01	 01	 01	 1611	 CN00140005
100	 CN01	 01	 01	 1612	 CN00140008
100	 CN01	 01	 01	 1613	 CN00140011
100	 CN01	 01	 01	 1614	 CN00140012
100	 CN01	 01	 01	 1615	 CN00140011
100	 CN01	 01	 01	 1616	 CN00140011
100	 CN01	 01	 01	 1617	 CN00140011
100	 CN01	 01	 01	 1618	 CN00140011
100	 CN01	 01	 01	 1620	 CN00140012
100	 CN01	 01	 01	 1621	 CN00140012
100	 CN01	 01	 01	 1622	 CN00140012
100	 CN01	 01	 01	 1623	 CN00140012
100	 CN01	 01	 01	 1624	 CN00140012
100	 CN01	 01	 01	 1626	 CN00140012
100	 CN01	 01	 01	 1627	 CN00140012
100	 CN01	 01	 01	 1628	 CN00140012
100	 CN01	 01	 01	 1630	 CN00140002
100	 CN01	 01	 01	 1631	 CN00140002
100	 CN01	 01	 01	 1633	 CN00140002
100	 CN01	 01	 01	 1634	 CN00140002
100	 CN01	 01	 01	 1637	 CN00140002
100	 CN01	 01	 01	 1638	 CN00140002
100	 CN01	 01	 01	 1640	 CN00140006
100	 CN01	 01	 01	 1641	 CN00140008
100	 CN01	 01	 01	 1642	 CN00140008
100	 CN01	 01	 01	 1643	 CN00140007
100	 CN01	 01	 01	 1644	 CN00140012
100	 CN01	 01	 01	 1645	 CN00140008
100	 CN01	 01	 01	 1650	 CN00140010
100	 CN01	 01	 01	 1651	 CN00140012
100	 CN01	 01	 01	 1652	 CN00140012
100	 CN01	 01	 01	 1653	 CN00140013
100	 CN01	 01	 01	 2000	 CN00020001
100	 CN01	 01	 01	 2001	 CN00020001
100	 CN01	 01	 01	 2002	 CN00020001
100	 CN01	 01	 01	 2003	 CN00020001
100	 CN01	 01	 01	 2004	 CN00020001
100	 CN01	 01	 01	 2005	 CN00020001
100	 CN01	 01	 01	 2006	 CN00020001
100	 CN01	 01	 01	 2007	 CN00020001
100	 CN01	 01	 01	 2008	 CN00020001
100	 CN01	 01	 01	 2009	 CN00020001
100	 CN01	 01	 01	 2010	 CN00020001
100	 CN01	 01	 01	 2011	 CN00020001
100	 CN01	 01	 01	 2012	 CN00020001
100	 CN01	 01	 01	 2013	 CN00020001
100	 CN01	 01	 01	 2014	 CN00020001
100	 CN01	 01	 01	 2015	 CN00020001
100	 CN01	 01	 01	 2016	 CN00020001
100	 CN01	 01	 01	 2017	 CN00020001
100	 CN01	 01	 01	 2018	 CN00020001
100	 CN01	 01	 01	 2019	 CN00020001
100	 CN01	 01	 01	 2020	 CN00020001
100	 CN01	 01	 01	 2021	 CN00020001
100	 CN01	 01	 01	 2024	 CN00320007
100	 CN01	 01	 01	 2100	 CN00180001
100	 CN01	 01	 01	 2111	 CN00180003
100	 CN01	 01	 01	 2112	 CN00180003
100	 CN01	 01	 01	 2113	 CN00180003
100	 CN01	 01	 01	 2114	 CN00180003
100	 CN01	 01	 01	 2115	 CN00180003
100	 CN01	 01	 01	 2116	 CN00180003
100	 CN01	 01	 01	 2117	 CN00180003
100	 CN01	 01	 01	 2118	 CN00180003
100	 CN01	 01	 01	 2119	 CN00180003
100	 CN01	 01	 01	 2120	 CN00180001
100	 CN01	 01	 01	 2121	 CN00180003
100	 CN01	 01	 01	 2122	 CN00180003
100	 CN01	 01	 01	 2123	 CN00180003
100	 CN01	 01	 01	 2124	 CN00180003
100	 CN01	 01	 01	 2130	 CN00180001
100	 CN01	 01	 01	 2131	 CN00180003
100	 CN01	 01	 01	 2132	 CN00180003
100	 CN01	 01	 01	 2133	 CN00180003
100	 CN01	 01	 01	 2140	 CN00180001
100	 CN01	 01	 01	 2141	 CN00180003
100	 CN01	 01	 01	 2142	 CN00180002
100	 CN01	 01	 01	 2144	 CN00180001
100	 CN01	 01	 01	 2145	 CN00180003
100	 CN01	 01	 01	 2150	 CN00180001
100	 CN01	 01	 01	 2151	 CN00180003
100	 CN01	 01	 01	 2152	 CN00180001
100	 CN01	 01	 01	 2153	 CN00180001
100	 CN01	 01	 01	 2154	 CN00180001
100	 CN01	 01	 01	 2155	 CN00180001
100	 CN01	 01	 01	 2156	 CN00180003
100	 CN01	 01	 01	 2210	 CN00180002
100	 CN01	 01	 01	 2211	 CN00180003
100	 CN01	 01	 01	 2212	 CN00180003
100	 CN01	 01	 01	 2213	 CN00180004
100	 CN01	 01	 01	 2214	 CN00180004
100	 CN01	 01	 01	 2216	 CN00180004
100	 CN01	 01	 01	 2217	 CN00180004
100	 CN01	 01	 01	 2220	 CN00180002
100	 CN01	 01	 01	 2221	 CN00180004
100	 CN01	 01	 01	 2222	 CN00180004
100	 CN01	 01	 01	 2223	 CN00180004
100	 CN01	 01	 01	 2230	 CN00180003
100	 CN01	 01	 01	 2231	 CN00180004
100	 CN01	 01	 01	 2232	 CN00180004
100	 CN01	 01	 01	 2233	 CN00180004
100	 CN01	 01	 01	 2234	 CN00180004
100	 CN01	 01	 01	 2235	 CN00180004
100	 CN01	 01	 01	 2236	 CN00180004
100	 CN01	 01	 01	 2237	 CN00180004
100	 CN01	 01	 01	 2238	 CN00180002
100	 CN01	 01	 01	 2240	 CN00180002
100	 CN01	 01	 01	 2241	 CN00180004
100	 CN01	 01	 01	 2242	 CN00180004
100	 CN01	 01	 01	 2243	 CN00180004
100	 CN01	 01	 01	 2244	 CN00180004
100	 CN01	 01	 01	 2245	 CN00180004
100	 CN01	 01	 01	 2246	 CN00180004
100	 CN01	 01	 01	 2247	 CN00180004
100	 CN01	 01	 01	 2250	 CN00180002
100	 CN01	 01	 01	 2251	 CN00180004
100	 CN01	 01	 01	 2252	 CN00180004
100	 CN01	 01	 01	 2253	 CN00180002
100	 CN01	 01	 01	 2254	 CN00180004
100	 CN01	 01	 01	 2255	 CN00180004
100	 CN01	 01	 01	 2256	 CN00180004
100	 CN01	 01	 01	 2257	 CN00180004
100	 CN01	 01	 01	 2258	 CN00180004
100	 CN01	 01	 01	 2260	 CN00180001
100	 CN01	 01	 01	 2261	 CN00180002
100	 CN01	 01	 01	 2262	 CN00180002
100	 CN01	 01	 01	 2263	 CN00180002
100	 CN01	 01	 01	 2264	 CN00180004
100	 CN01	 01	 01	 2265	 CN00180002
100	 CN01	 01	 01	 2266	 CN00180002
100	 CN01	 01	 01	 2300	 CN00050001
100	 CN01	 01	 01	 2306	 CN00050001
100	 CN01	 01	 01	 2311	 CN00050002
100	 CN01	 01	 01	 2312	 CN00050003
100	 CN01	 01	 01	 2313	 CN00050003
100	 CN01	 01	 01	 2314	 CN00050003
100	 CN01	 01	 01	 2315	 CN00050003
100	 CN01	 01	 01	 2316	 CN00050003
100	 CN01	 01	 01	 2320	 CN00050003
100	 CN01	 01	 01	 2321	 CN00050002
100	 CN01	 01	 01	 2322	 CN00050002
100	 CN01	 01	 01	 2330	 CN00050003
100	 CN01	 01	 01	 2331	 CN00050002
100	 CN01	 01	 01	 2332	 CN00050002
100	 CN01	 01	 01	 2333	 CN00050002
100	 CN01	 01	 01	 2334	 CN00050002
100	 CN01	 01	 01	 2335	 CN00050002
100	 CN01	 01	 01	 2336	 CN00050002
100	 CN01	 01	 01	 2337	 CN00050002
100	 CN01	 01	 01	 2340	 CN00050003
100	 CN01	 01	 01	 2342	 CN00050002
100	 CN01	 01	 01	 2343	 CN00050002
100	 CN01	 01	 01	 2350	 CN00050003
100	 CN01	 01	 01	 2351	 CN00050002
100	 CN01	 01	 01	 2352	 CN00050002
100	 CN01	 01	 01	 2353	 CN00050002
100	 CN01	 01	 01	 2360	 CN00050003
100	 CN01	 01	 01	 2361	 CN00050003
100	 CN01	 01	 01	 2362	 CN00050002
100	 CN01	 01	 01	 2363	 CN00050002
100	 CN01	 01	 01	 2364	 CN00050002
100	 CN01	 01	 01	 2365	 CN00050002
100	 CN01	 01	 01	 2366	 CN00050002
100	 CN01	 01	 01	 2367	 CN00050002
100	 CN01	 01	 01	 2368	 CN00050002
100	 CN01	 01	 01	 2370	 CN00050003
100	 CN01	 01	 01	 2371	 CN00050002
100	 CN01	 01	 01	 2372	 CN00050002
100	 CN01	 01	 01	 2373	 CN00050002
100	 CN01	 01	 01	 2374	 CN00050002
100	 CN01	 01	 01	 2380	 CN00050003
100	 CN01	 01	 01	 2381	 CN00050003
100	 CN01	 01	 01	 2382	 CN00050003
100	 CN01	 01	 01	 2383	 CN00050003
100	 CN01	 01	 01	 2390	 CN00050003
100	 CN01	 01	 01	 2392	 CN00050003
100	 CN01	 01	 01	 2393	 CN00050003
100	 CN01	 01	 01	 2394	 CN00050003
100	 CN01	 01	 01	 2395	 CN00050003
100	 CN01	 01	 01	 2410	 CN00050003
100	 CN01	 01	 01	 2411	 CN00050003
100	 CN01	 01	 01	 2412	 CN00050003
100	 CN01	 01	 01	 2420	 CN00050003
100	 CN01	 01	 01	 2421	 CN00050003
100	 CN01	 01	 01	 2422	 CN00050003
100	 CN01	 01	 01	 2423	 CN00050003
100	 CN01	 01	 01	 2424	 CN00050003
100	 CN01	 01	 01	 2425	 CN00050003
100	 CN01	 01	 01	 2426	 CN00050003
100	 CN01	 01	 01	 2427	 CN00050003
100	 CN01	 01	 01	 2428	 CN00050003
100	 CN01	 01	 01	 2430	 CN00050003
100	 CN01	 01	 01	 2431	 CN00050003
100	 CN01	 01	 01	 2440	 CN00050003
100	 CN01	 01	 01	 2441	 CN00050003
100	 CN01	 01	 01	 2450	 CN00050003
100	 CN01	 01	 01	 2451	 CN00050003
100	 CN01	 01	 01	 2452	 CN00050003
100	 CN01	 01	 01	 2453	 CN00050003
100	 CN01	 01	 01	 2454	 CN00050003
100	 CN01	 01	 01	 2456	 CN00050003
100	 CN01	 01	 01	 2460	 CN00050003
100	 CN01	 01	 01	 2461	 CN00050003
100	 CN01	 01	 01	 2462	 CN00050003
100	 CN01	 01	 01	 2463	 CN00050003
100	 CN01	 01	 01	 2464	 CN00050003
100	 CN01	 01	 01	 2465	 CN00050003
100	 CN01	 01	 01	 2466	 CN00050003
100	 CN01	 01	 01	 2467	 CN00050003
100	 CN01	 01	 01	 2471	 CN00050004
100	 CN01	 01	 01	 2472	 CN00050004
100	 CN01	 01	 01	 2500	 CN00250001
100	 CN01	 01	 01	 2501	 CN00250004
100	 CN01	 01	 01	 2502	 CN00250004
100	 CN01	 01	 01	 2503	 CN00250004
100	 CN01	 01	 01	 2504	 CN00250004
100	 CN01	 01	 01	 2511	 CN00250004
100	 CN01	 01	 01	 2512	 CN00250004
100	 CN01	 01	 01	 2514	 CN00250004
100	 CN01	 01	 01	 2515	 CN00250004
100	 CN01	 01	 01	 2516	 CN00250004
100	 CN01	 01	 01	 2517	 CN00250004
100	 CN01	 01	 01	 2518	 CN00250004
100	 CN01	 01	 01	 2519	 CN00250004
100	 CN01	 01	 01	 2520	 CN00250004
100	 CN01	 01	 01	 2521	 CN00250004
100	 CN01	 01	 01	 2522	 CN00250004
100	 CN01	 01	 01	 2523	 CN00250004
100	 CN01	 01	 01	 2524	 CN00250004
100	 CN01	 01	 01	 2525	 CN00250004
100	 CN01	 01	 01	 2526	 CN00250006
100	 CN01	 01	 01	 2528	 CN00250004
100	 CN01	 01	 01	 2530	 CN00250004
100	 CN01	 01	 01	 2531	 CN00250006
100	 CN01	 01	 01	 2532	 CN00250006
100	 CN01	 01	 01	 2533	 CN00250006
100	 CN01	 01	 01	 2534	 CN00250006
100	 CN01	 01	 01	 2535	 CN00250006
100	 CN01	 01	 01	 2536	 CN00250006
100	 CN01	 01	 01	 2537	 CN00250006
100	 CN01	 01	 01	 2538	 CN00250006
100	 CN01	 01	 01	 2550	 CN00250002
100	 CN01	 01	 01	 2551	 CN00250002
100	 CN01	 01	 01	 2552	 CN00250002
100	 CN01	 01	 01	 2553	 CN00250004
100	 CN01	 01	 01	 2554	 CN00250003
100	 CN01	 01	 01	 2561	 CN00250004
100	 CN01	 01	 01	 2562	 CN00250004
100	 CN01	 01	 01	 2563	 CN00250004
100	 CN01	 01	 01	 2564	 CN00250006
100	 CN01	 01	 01	 2565	 CN00250004
100	 CN01	 01	 01	 2566	 CN00250004
100	 CN01	 01	 01	 2567	 CN00250006
100	 CN01	 01	 01	 2568	 CN00250006
100	 CN01	 01	 01	 2570	 CN00250004
100	 CN01	 01	 01	 2571	 CN00250004
100	 CN01	 01	 01	 2572	 CN00250004
100	 CN01	 01	 01	 2573	 CN00250006
100	 CN01	 01	 01	 2574	 CN00250006
100	 CN01	 01	 01	 2575	 CN00250006
100	 CN01	 01	 01	 2610	 CN00250002
100	 CN01	 01	 01	 2611	 CN00250002
100	 CN01	 01	 01	 2612	 CN00250002
100	 CN01	 01	 01	 2613	 CN00250004
100	 CN01	 01	 01	 2614	 CN00250004
100	 CN01	 01	 01	 2615	 CN00250004
100	 CN01	 01	 01	 2621	 CN00250004
100	 CN01	 01	 01	 2622	 CN00250004
100	 CN01	 01	 01	 2623	 CN00250006
100	 CN01	 01	 01	 2624	 CN00250006
100	 CN01	 01	 01	 2625	 CN00250001
100	 CN01	 01	 01	 2626	 CN00250004
100	 CN01	 01	 01	 2627	 CN00250004
100	 CN01	 01	 01	 2628	 CN00250004
100	 CN01	 01	 01	 2640	 CN00250002
100	 CN01	 01	 01	 2641	 CN00250004
100	 CN01	 01	 01	 2642	 CN00250002
100	 CN01	 01	 01	 2643	 CN00250004
100	 CN01	 01	 01	 2644	 CN00250004
100	 CN01	 01	 01	 2645	 CN00250004
100	 CN01	 01	 01	 2651	 CN00250004
100	 CN01	 01	 01	 2652	 CN00250004
100	 CN01	 01	 01	 2653	 CN00250004
100	 CN01	 01	 01	 2654	 CN00250004
100	 CN01	 01	 01	 2655	 CN00250004
100	 CN01	 01	 01	 2656	 CN00250004
100	 CN01	 01	 01	 2657	 CN00250004
100	 CN01	 01	 01	 2658	 CN00250004
100	 CN01	 01	 01	 2660	 CN00250002
100	 CN01	 01	 01	 2661	 CN00250002
100	 CN01	 01	 01	 2662	 CN00250004
100	 CN01	 01	 01	 2663	 CN00250004
100	 CN01	 01	 01	 2664	 CN00250004
100	 CN01	 01	 01	 2665	 CN00250002
100	 CN01	 01	 01	 2666	 CN00250004
100	 CN01	 01	 01	 2667	 CN00250002
100	 CN01	 01	 01	 2710	 CN00250004
100	 CN01	 01	 01	 2711	 CN00250004
100	 CN01	 01	 01	 2712	 CN00250006
100	 CN01	 01	 01	 2714	 CN00250006
100	 CN01	 01	 01	 2715	 CN00250006
100	 CN01	 01	 01	 2716	 CN00250006
100	 CN01	 01	 01	 2720	 CN00250006
100	 CN01	 01	 01	 2721	 CN00250004
100	 CN01	 01	 01	 2722	 CN00250006
100	 CN01	 01	 01	 2723	 CN00250006
100	 CN01	 01	 01	 2724	 CN00250006
100	 CN01	 01	 01	 2725	 CN00250006
100	 CN01	 01	 01	 2726	 CN00250004
100	 CN01	 01	 01	 2731	 CN00250004
100	 CN01	 01	 01	 2732	 CN00250006
100	 CN01	 01	 01	 2733	 CN00250006
100	 CN01	 01	 01	 2734	 CN00250006
100	 CN01	 01	 01	 2735	 CN00250006
100	 CN01	 01	 01	 2736	 CN00250006
100	 CN01	 01	 01	 2737	 CN00250006
100	 CN01	 01	 01	 2740	 CN00250005
100	 CN01	 01	 01	 2741	 CN00250006
100	 CN01	 01	 01	 2744	 CN00250006
100	 CN01	 01	 01	 2745	 CN00250006
100	 CN01	 01	 01	 2746	 CN00250006
100	 CN01	 01	 01	 2747	 CN00250006
100	 CN01	 01	 01	 2748	 CN00250006
100	 CN01	 01	 01	 2749	 CN00250006
100	 CN01	 01	 01	 2752	 CN00250006
100	 CN01	 01	 01	 2760	 CN00250002
100	 CN01	 01	 01	 2761	 CN00250006
100	 CN01	 01	 01	 2762	 CN00250006
100	 CN01	 01	 01	 2763	 CN00250006
100	 CN01	 01	 01	 2764	 CN00250006
100	 CN01	 01	 01	 2765	 CN00250006
100	 CN01	 01	 01	 2766	 CN00250006
100	 CN01	 01	 01	 2767	 CN00250006
100	 CN01	 01	 01	 2768	 CN00250002
100	 CN01	 01	 01	 2770	 CN00250004
100	 CN01	 01	 01	 2771	 CN00250004
100	 CN01	 01	 01	 2772	 CN00250004
100	 CN01	 01	 01	 2773	 CN00250004
100	 CN01	 01	 01	 2774	 CN00250004
100	 CN01	 01	 01	 2775	 CN00250007
100	 CN01	 01	 01	 2776	 CN00250007
100	 CN01	 01	 01	 2777	 CN00250007
100	 CN01	 01	 01	 3000	 CN00030001
100	 CN01	 01	 01	 3001	 CN00030001
100	 CN01	 01	 01	 3002	 CN00030001
100	 CN01	 01	 01	 3003	 CN00030001
100	 CN01	 01	 01	 3004	 CN00030001
100	 CN01	 01	 01	 3005	 CN00030001
100	 CN01	 01	 01	 3006	 CN00030001
100	 CN01	 01	 01	 3007	 CN00030001
100	 CN01	 01	 01	 3015	 CN00030001
100	 CN01	 01	 01	 3016	 CN00030001
100	 CN01	 01	 01	 3017	 CN00030001
100	 CN01	 01	 01	 3018	 CN00030001
100	 CN01	 01	 01	 3019	 CN00030001
100	 CN01	 01	 01	 3100	 CN00320001
100	 CN01	 01	 01	 3110	 CN00320001
100	 CN01	 01	 01	 3111	 CN00320004
100	 CN01	 01	 01	 3112	 CN00320004
100	 CN01	 01	 01	 3113	 CN00320004
100	 CN01	 01	 01	 3114	 CN00320004
100	 CN01	 01	 01	 3115	 CN00320004
100	 CN01	 01	 01	 3116	 CN00320004
100	 CN01	 01	 01	 3117	 CN00320004
100	 CN01	 01	 01	 3118	 CN00320004
100	 CN01	 01	 01	 3120	 CN00320001
100	 CN01	 01	 01	 3123	 CN00320002
100	 CN01	 01	 01	 3124	 CN00320004
100	 CN01	 01	 01	 3125	 CN00320004
100	 CN01	 01	 01	 3130	 CN00320002
100	 CN01	 01	 01	 3131	 CN00320004
100	 CN01	 01	 01	 3132	 CN00320004
100	 CN01	 01	 01	 3133	 CN00320004
100	 CN01	 01	 01	 3140	 CN00320001
100	 CN01	 01	 01	 3141	 CN00320004
100	 CN01	 01	 01	 3142	 CN00320004
100	 CN01	 01	 01	 3143	 CN00320004
100	 CN01	 01	 01	 3144	 CN00320004
100	 CN01	 01	 01	 3145	 CN00320005
100	 CN01	 01	 01	 3150	 CN00320001
100	 CN01	 01	 01	 3151	 CN00320004
100	 CN01	 01	 01	 3152	 CN00320004
100	 CN01	 01	 01	 3153	 CN00320004
100	 CN01	 01	 01	 3154	 CN00320003
100	 CN01	 01	 01	 3155	 CN00320005
100	 CN01	 01	 01	 3156	 CN00320005
100	 CN01	 01	 01	 3157	 CN00320005
100	 CN01	 01	 01	 3158	 CN00320005
100	 CN01	 01	 01	 3160	 CN00320003
100	 CN01	 01	 01	 3161	 CN00320005
100	 CN01	 01	 01	 3162	 CN00320005
100	 CN01	 01	 01	 3170	 CN00320005
100	 CN01	 01	 01	 3171	 CN00320005
100	 CN01	 01	 01	 3172	 CN00320006
100	 CN01	 01	 01	 3173	 CN00320006
100	 CN01	 01	 01	 3174	 CN00320006
100	 CN01	 01	 01	 3175	 CN00320006
100	 CN01	 01	 01	 3176	 CN00320005
100	 CN01	 01	 01	 3177	 CN00320005
100	 CN01	 01	 01	 3180	 CN00320005
100	 CN01	 01	 01	 3210	 CN00320003
100	 CN01	 01	 01	 3211	 CN00320004
100	 CN01	 01	 01	 3212	 CN00320006
100	 CN01	 01	 01	 3213	 CN00320006
100	 CN01	 01	 01	 3214	 CN00320006
100	 CN01	 01	 01	 3220	 CN00320004
100	 CN01	 01	 01	 3221	 CN00320006
100	 CN01	 01	 01	 3222	 CN00320005
100	 CN01	 01	 01	 3223	 CN00320005
100	 CN01	 01	 01	 3230	 CN00320004
100	 CN01	 01	 01	 3233	 CN00320006
100	 CN01	 01	 01	 3234	 CN00320006
100	 CN01	 01	 01	 3235	 CN00320006
100	 CN01	 01	 01	 3236	 CN00320006
100	 CN01	 01	 01	 3237	 CN00320006
100	 CN01	 01	 01	 3238	 CN00320006
100	 CN01	 01	 01	 3239	 CN00320006
100	 CN01	 01	 01	 3240	 CN00320002
100	 CN01	 01	 01	 3241	 CN00320005
100	 CN01	 01	 01	 3242	 CN00320006
100	 CN01	 01	 01	 3243	 CN00320006
100	 CN01	 01	 01	 3244	 CN00320006
100	 CN01	 01	 01	 3250	 CN00320003
100	 CN01	 01	 01	 3251	 CN00320005
100	 CN01	 01	 01	 3252	 CN00320003
100	 CN01	 01	 01	 3253	 CN00320005
100	 CN01	 01	 01	 3254	 CN00320005
100	 CN01	 01	 01	 3255	 CN00320005
100	 CN01	 01	 01	 3256	 CN00320005
100	 CN01	 01	 01	 3257	 CN00320005
100	 CN01	 01	 01	 3258	 CN00320005
100	 CN01	 01	 01	 3300	 CN00190001
100	 CN01	 01	 01	 3301	 CN00190003
100	 CN01	 01	 01	 3302	 CN00190003
100	 CN01	 01	 01	 3303	 CN00190003
100	 CN01	 01	 01	 3304	 CN00190003
100	 CN01	 01	 01	 3305	 CN00190003
100	 CN01	 01	 01	 3306	 CN00190003
100	 CN01	 01	 01	 3307	 CN00190003
100	 CN01	 01	 01	 3308	 CN00190003
100	 CN01	 01	 01	 3311	 CN00190003
100	 CN01	 01	 01	 3312	 CN00190003
100	 CN01	 01	 01	 3313	 CN00190003
100	 CN01	 01	 01	 3314	 CN00190003
100	 CN01	 01	 01	 3315	 CN00190003
100	 CN01	 01	 01	 3316	 CN00190003
100	 CN01	 01	 01	 3317	 CN00190003
100	 CN01	 01	 01	 3318	 CN00190003
100	 CN01	 01	 01	 3320	 CN00190002
100	 CN01	 01	 01	 3321	 CN00190004
100	 CN01	 01	 01	 3322	 CN00190004
100	 CN01	 01	 01	 3323	 CN00190004
100	 CN01	 01	 01	 3324	 CN00190004
100	 CN01	 01	 01	 3325	 CN00190004
100	 CN01	 01	 01	 3326	 CN00190004
100	 CN01	 01	 01	 3327	 CN00190004
100	 CN01	 01	 01	 3328	 CN00190004
100	 CN01	 01	 01	 3329	 CN00190004
100	 CN01	 01	 01	 3330	 CN00190004
100	 CN01	 01	 01	 3331	 CN00190005
100	 CN01	 01	 01	 3332	 CN00190005
100	 CN01	 01	 01	 3333	 CN00190005
100	 CN01	 01	 01	 3340	 CN00190004
100	 CN01	 01	 01	 3341	 CN00190005
100	 CN01	 01	 01	 3342	 CN00190005
100	 CN01	 01	 01	 3343	 CN00190005
100	 CN01	 01	 01	 3344	 CN00190005
100	 CN01	 01	 01	 3345	 CN00190005
100	 CN01	 01	 01	 3346	 CN00190005
100	 CN01	 01	 01	 3347	 CN00190005
100	 CN01	 01	 01	 3350	 CN00190004
100	 CN01	 01	 01	 3351	 CN00190005
100	 CN01	 01	 01	 3352	 CN00190005
100	 CN01	 01	 01	 3353	 CN00190005
100	 CN01	 01	 01	 3354	 CN00190005
100	 CN01	 01	 01	 3355	 CN00190005
100	 CN01	 01	 01	 3360	 CN00190004
100	 CN01	 01	 01	 3361	 CN00190006
100	 CN01	 01	 01	 3362	 CN00190006
100	 CN01	 01	 01	 3363	 CN00190006
100	 CN01	 01	 01	 3364	 CN00190006
100	 CN01	 01	 01	 3365	 CN00190006
100	 CN01	 01	 01	 3366	 CN00190006
100	 CN01	 01	 01	 3370	 CN00190004
100	 CN01	 01	 01	 3371	 CN00190006
100	 CN01	 01	 01	 3380	 CN00190004
100	 CN01	 01	 01	 3410	 CN00190002
100	 CN01	 01	 01	 3411	 CN00190004
100	 CN01	 01	 01	 3412	 CN00190006
100	 CN01	 01	 01	 3413	 CN00190006
100	 CN01	 01	 01	 3414	 CN00190006
100	 CN01	 01	 01	 3415	 CN00190006
100	 CN01	 01	 01	 3416	 CN00190006
100	 CN01	 01	 01	 3417	 CN00190006
100	 CN01	 01	 01	 3418	 CN00190006
100	 CN01	 01	 01	 3419	 CN00190006
100	 CN01	 01	 01	 3422	 CN00190006
100	 CN01	 01	 01	 3423	 CN00190006
100	 CN01	 01	 01	 3424	 CN00190006
100	 CN01	 01	 01	 3425	 CN00190006
100	 CN01	 01	 01	 3426	 CN00190006
100	 CN01	 01	 01	 3427	 CN00190006
100	 CN01	 01	 01	 3428	 CN00190006
100	 CN01	 01	 01	 3430	 CN00190002
100	 CN01	 01	 01	 3431	 CN00190004
100	 CN01	 01	 01	 3432	 CN00190004
100	 CN01	 01	 01	 3434	 CN00190004
100	 CN01	 01	 01	 3435	 CN00190004
100	 CN01	 01	 01	 3438	 CN00190007
100	 CN01	 01	 01	 3439	 CN00190007
100	 CN01	 01	 01	 3440	 CN00190004
100	 CN01	 01	 01	 3441	 CN00190004
100	 CN01	 01	 01	 3448	 CN00190006
100	 CN01	 01	 01	 3449	 CN00190007
100	 CN01	 01	 01	 3500	 CN00060001
100	 CN01	 01	 01	 3501	 CN00060005
100	 CN01	 01	 01	 3502	 CN00060005
100	 CN01	 01	 01	 3503	 CN00060004
100	 CN01	 01	 01	 3504	 CN00060005
100	 CN01	 01	 01	 3505	 CN00060005
100	 CN01	 01	 01	 3506	 CN00060005
100	 CN01	 01	 01	 3507	 CN00060005
100	 CN01	 01	 01	 3508	 CN00060005
100	 CN01	 01	 01	 3510	 CN00060003
100	 CN01	 01	 01	 3511	 CN00060003
100	 CN01	 01	 01	 3512	 CN00060005
100	 CN01	 01	 01	 3521	 CN00060005
100	 CN01	 01	 01	 3522	 CN00060005
100	 CN01	 01	 01	 3523	 CN00060005
100	 CN01	 01	 01	 3530	 CN00060004
100	 CN01	 01	 01	 3531	 CN00060005
100	 CN01	 01	 01	 3532	 CN00060005
100	 CN01	 01	 01	 3533	 CN00060006
100	 CN01	 01	 01	 3534	 CN00060006
100	 CN01	 01	 01	 3535	 CN00060006
100	 CN01	 01	 01	 3536	 CN00060006
100	 CN01	 01	 01	 3540	 CN00060002
100	 CN01	 01	 01	 3541	 CN00060006
100	 CN01	 01	 01	 3542	 CN00060006
100	 CN01	 01	 01	 3543	 CN00060005
100	 CN01	 01	 01	 3544	 CN00060006
100	 CN01	 01	 01	 3545	 CN00060006
100	 CN01	 01	 01	 3550	 CN00060005
100	 CN01	 01	 01	 3551	 CN00060006
100	 CN01	 01	 01	 3552	 CN00060006
100	 CN01	 01	 01	 3553	 CN00060006
100	 CN01	 01	 01	 3554	 CN00060006
100	 CN01	 01	 01	 3555	 CN00060006
100	 CN01	 01	 01	 3610	 CN00060005
100	 CN01	 01	 01	 3611	 CN00060005
100	 CN01	 01	 01	 3620	 CN00060003
100	 CN01	 01	 01	 3621	 CN00060005
100	 CN01	 01	 01	 3622	 CN00060005
100	 CN01	 01	 01	 3623	 CN00060005
100	 CN01	 01	 01	 3624	 CN00060005
100	 CN01	 01	 01	 3625	 CN00060005
100	 CN01	 01	 01	 3626	 CN00060005
100	 CN01	 01	 01	 3627	 CN00060004
100	 CN01	 01	 01	 3630	 CN00060003
100	 CN01	 01	 01	 3631	 CN00060005
100	 CN01	 01	 01	 3632	 CN00060005
100	 CN01	 01	 01	 3633	 CN00060005
100	 CN01	 01	 01	 3634	 CN00060005
100	 CN01	 01	 01	 3635	 CN00060005
100	 CN01	 01	 01	 3636	 CN00060005
100	 CN01	 01	 01	 3637	 CN00060005
100	 CN01	 01	 01	 3638	 CN00060005
100	 CN01	 01	 01	 3639	 CN00060005
100	 CN01	 01	 01	 3640	 CN00060005
100	 CN01	 01	 01	 3641	 CN00060006
100	 CN01	 01	 01	 3642	 CN00060005
