Measuring points - characteristics


MANDT	 ZCOLNR	 ZVALUE	 ATNAM	 INDCT
X	 X	 X	 	
MANDT-CLNT(3)	 ZCHAR3-CHAR(3)	 ZCHAR3-CHAR(3)	 ATNAM-CHAR(30)	 X-CHAR(1)
100	 041	 024	 ZAM_MOTORSTART	
100	 041	 026	 ZAM_MODULEHOURS	
100	 041	 031	 ZAM_VSD_1-20_PERC_RPM	
100	 041	 032	 ZAM_VSD_20-40_PERC_RPM	
100	 041	 033	 ZAM_VSD_40-60_PERC_RPM	
100	 041	 034	 ZAM_VSD_60-80_PERC_RPM	
100	 041	 035	 ZAM_VSD_80-100_PERC_RPM	
100	 041	 038	 ZAM_COMPOUT_TEMP	
100	 041	 040	 ZAM_WORKPRESS	
100	 041	 050	 ZAM_AMBPRESS	
100	 041	 060	 ZAM_AMBTEMP	
100	 041	 070	 ZAM_DPAIRFILTER	
100	 041	 080	 ZAM_INLTEMP_ELT1	
100	 041	 100	 ZAM_OUTLTEMP_ELT1	
100	 041	 610	 ZAM_MOTWINDU1TEMP	
100	 041	 620	 ZAM_MOTWINDV1TEMP	
100	 041	 630	 ZAM_MOTWINDW1TEMP	
100	 041	 760	 ZAM_MOTOR_CURRENT_U1	
100	 041	 770	 ZAM_MOTOR_CURRENT_V1	
100	 041	 780	 ZAM_MOTOR_CURRENT_W1	
100	 041	 790	 ZAM_COOLWATER_IN	
100	 041	 800	 ZAM_COOLWATERICOUT	
100	 041	 820	 ZAM_COOLWATER_OUT	
100	 041	 890	 ZAM_DPSHROUD	
100	 041	 900	 ZAM_DPELEMENT	
100	 042	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 042	 015	 ZAM_RHRSTOTAL	 X
100	 042	 024	 ZAM_MOTORSTART	
100	 042	 030	 ZAM_ACCVOL	
100	 042	 031	 ZAM_VSD_1-20_PERC_RPM	
100	 042	 032	 ZAM_VSD_20-40_PERC_RPM	
100	 042	 033	 ZAM_VSD_40-60_PERC_RPM	
100	 042	 034	 ZAM_VSD_60-80_PERC_RPM	
100	 042	 035	 ZAM_VSD_80-100_PERC_RPM	
100	 042	 040	 ZAM_WORKPRESS	
100	 042	 060	 ZAM_AMBTEMP	
100	 042	 062	 ZAM_CONVERTERTEMP	
100	 042	 100	 ZAM_OUTLTEMP_ELT1	
100	 042	 460	 ZAM_LAT	
100	 042	 660	 ZAM_SPMMOTDE	
100	 042	 670	 ZAM_SPMLMOTNDE	
100	 042	 680	 ZAM_SPMELTP1	
100	 042	 690	 ZAM_SPMELTP2	
100	 042	 720	 ZAM_SPMGEARBOX	
100	 042	 760	 ZAM_MOTOR_CURRENT_U1	
100	 042	 770	 ZAM_MOTOR_CURRENT_V1	
100	 042	 780	 ZAM_MOTOR_CURRENT_W1	
100	 042	 850	 ZAM_WATERSEPERATOR	
100	 042	 860	 ZAM_WATERINJECTPRESS	
100	 042	 870	 ZAM_WATERINJECTTEMP	
100	 042	 880	 ZAM_BLOCKINGAIR	
100	 043	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 043	 015	 ZAM_RHRSTOTAL	 X
100	 043	 024	 ZAM_MOTORSTART	
100	 043	 030	 ZAM_ACCVOL	
100	 043	 031	 ZAM_VSD_1-20_PERC_RPM	
100	 043	 032	 ZAM_VSD_20-40_PERC_RPM	
100	 043	 033	 ZAM_VSD_40-60_PERC_RPM	
100	 043	 034	 ZAM_VSD_60-80_PERC_RPM	
100	 043	 035	 ZAM_VSD_80-100_PERC_RPM	
100	 043	 040	 ZAM_WORKPRESS	
100	 043	 060	 ZAM_AMBTEMP	
100	 043	 062	 ZAM_CONVERTERTEMP	
100	 043	 100	 ZAM_OUTLTEMP_ELT1	
100	 043	 400	 ZAM_DPOILSEP1	
100	 043	 460	 ZAM_LAT	
100	 043	 660	 ZAM_SPMMOTDE	
100	 043	 670	 ZAM_SPMLMOTNDE	
100	 043	 680	 ZAM_SPMELTP1	
100	 043	 690	 ZAM_SPMELTP2	
100	 043	 720	 ZAM_SPMGEARBOX	
100	 043	 760	 ZAM_MOTOR_CURRENT_U1	
100	 043	 770	 ZAM_MOTOR_CURRENT_V1	
100	 043	 780	 ZAM_MOTOR_CURRENT_W1	
100	 043	 790	 ZAM_COOLWATER_IN	
100	 043	 800	 ZAM_COOLWATERICOUT	
100	 043	 810	 ZAM_COOLWATERACOUT	
100	 043	 820	 ZAM_COOLWATER_OUT	
100	 044	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 044	 015	 ZAM_RHRSTOTAL	 X
100	 044	 020	 ZAM_RHRSLOADED	
100	 044	 024	 ZAM_MOTORSTART	
100	 044	 028	 ZAM_LOADRELAY	
100	 044	 040	 ZAM_WORKPRESS	
100	 044	 060	 ZAM_AMBTEMP	
100	 044	 070	 ZAM_DPAIRFILTER	
100	 044	 100	 ZAM_OUTLTEMP_ELT1	
100	 044	 400	 ZAM_DPOILSEP1	
100	 044	 496	 ZAM_TOWER_B_PRESS	
100	 044	 660	 ZAM_SPMMOTDE	
100	 044	 670	 ZAM_SPMLMOTNDE	
100	 044	 680	 ZAM_SPMELTP1	
100	 044	 690	 ZAM_SPMELTP2	
100	 044	 700	 ZAM_SPMELTP3	
100	 044	 710	 ZAM_SPMELTP4	
100	 044	 720	 ZAM_SPMGEARBOX	
100	 044	 760	 ZAM_MOTOR_CURRENT_U1	
100	 044	 770	 ZAM_MOTOR_CURRENT_V1	
100	 044	 780	 ZAM_MOTOR_CURRENT_W1	
100	 044	 790	 ZAM_COOLWATER_IN	
100	 044	 810	 ZAM_COOLWATERACOUT	
100	 044	 820	 ZAM_COOLWATER_OUT	
100	 044	 830	 ZAM_ENERGY_RECOVERY_IN	
100	 044	 840	 ZAM_ENERGY_RECOVERY_OUT	
100	 045	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 045	 015	 ZAM_RHRSTOTAL	 X
100	 045	 024	 ZAM_MOTORSTART	
100	 045	 030	 ZAM_ACCVOL	
100	 045	 031	 ZAM_VSD_1-20_PERC_RPM	
100	 045	 032	 ZAM_VSD_20-40_PERC_RPM	
100	 045	 033	 ZAM_VSD_40-60_PERC_RPM	
100	 045	 034	 ZAM_VSD_60-80_PERC_RPM	
100	 045	 035	 ZAM_VSD_80-100_PERC_RPM	
100	 045	 040	 ZAM_WORKPRESS	
100	 045	 060	 ZAM_AMBTEMP	
100	 045	 062	 ZAM_CONVERTERTEMP	
100	 045	 100	 ZAM_OUTLTEMP_ELT1	
100	 045	 400	 ZAM_DPOILSEP1	
100	 045	 460	 ZAM_LAT	
100	 045	 660	 ZAM_SPMMOTDE	
100	 045	 670	 ZAM_SPMLMOTNDE	
100	 045	 680	 ZAM_SPMELTP1	
100	 045	 690	 ZAM_SPMELTP2	
100	 045	 700	 ZAM_SPMELTP3	
100	 045	 710	 ZAM_SPMELTP4	
100	 045	 720	 ZAM_SPMGEARBOX	
100	 045	 760	 ZAM_MOTOR_CURRENT_U1	
100	 045	 770	 ZAM_MOTOR_CURRENT_V1	
100	 045	 780	 ZAM_MOTOR_CURRENT_W1	
100	 045	 790	 ZAM_COOLWATER_IN	
100	 045	 800	 ZAM_COOLWATERICOUT	
100	 045	 810	 ZAM_COOLWATERACOUT	
100	 045	 820	 ZAM_COOLWATER_OUT	
100	 046	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 046	 015	 ZAM_RHRSTOTAL	 X
100	 046	 020	 ZAM_RHRSLOADED	
100	 046	 024	 ZAM_MOTORSTART	
100	 046	 026	 ZAM_MODULEHOURS	
100	 046	 028	 ZAM_LOADRELAY	
100	 046	 038	 ZAM_COMPOUT_TEMP	
100	 046	 040	 ZAM_WORKPRESS	
100	 046	 060	 ZAM_AMBTEMP	
100	 046	 070	 ZAM_DPAIRFILTER	
100	 046	 080	 ZAM_INLTEMP_ELT1	
100	 046	 100	 ZAM_OUTLTEMP_ELT1	
100	 046	 350	 ZAM_OILPRESS	
100	 046	 360	 ZAM_OILTEMP	
100	 046	 610	 ZAM_MOTWINDU1TEMP	
100	 046	 620	 ZAM_MOTWINDV1TEMP	
100	 046	 630	 ZAM_MOTWINDW1TEMP	
100	 046	 640	 ZAM_MOTDETEMP	
100	 046	 650	 ZAM_MOTNDETEMP	
100	 046	 660	 ZAM_SPMMOTDE	
100	 046	 670	 ZAM_SPMLMOTNDE	
100	 046	 680	 ZAM_SPMELTP1	
100	 046	 690	 ZAM_SPMELTP2	
100	 046	 712	 ZAM_SPMELTP5	
100	 046	 720	 ZAM_SPMGEARBOX	
100	 046	 760	 ZAM_MOTOR_CURRENT_U1	
100	 046	 770	 ZAM_MOTOR_CURRENT_V1	
100	 046	 780	 ZAM_MOTOR_CURRENT_W1	
100	 046	 790	 ZAM_COOLWATER_IN	
100	 046	 820	 ZAM_COOLWATER_OUT	
100	 047	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 047	 015	 ZAM_RHRSTOTAL	 X
100	 047	 020	 ZAM_RHRSLOADED	
100	 047	 040	 ZAM_WORKPRESS	
100	 047	 060	 ZAM_AMBTEMP	
100	 047	 100	 ZAM_OUTLTEMP_ELT1	
100	 047	 400	 ZAM_DPOILSEP1	
100	 047	 450	 ZAM_PRESSDEWP	
100	 047	 460	 ZAM_LAT	
100	 047	 470	 ZAM_DINLTEMP	
100	 047	 494	 ZAM_TOWER_A_PRESS	
100	 047	 496	 ZAM_TOWER_B_PRESS	
100	 047	 660	 ZAM_SPMMOTDE	
100	 047	 670	 ZAM_SPMLMOTNDE	
100	 047	 680	 ZAM_SPMELTP1	
100	 047	 690	 ZAM_SPMELTP2	
100	 047	 700	 ZAM_SPMELTP3	
100	 047	 710	 ZAM_SPMELTP4	
100	 047	 720	 ZAM_SPMGEARBOX	
100	 047	 760	 ZAM_MOTOR_CURRENT_U1	
100	 047	 770	 ZAM_MOTOR_CURRENT_V1	
100	 047	 780	 ZAM_MOTOR_CURRENT_W1	
100	 047	 790	 ZAM_COOLWATER_IN	
100	 047	 800	 ZAM_COOLWATERICOUT	
100	 047	 810	 ZAM_COOLWATERACOUT	
100	 047	 820	 ZAM_COOLWATER_OUT	
100	 048	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 048	 015	 ZAM_RHRSTOTAL	 X
100	 048	 020	 ZAM_RHRSLOADED	
100	 048	 024	 ZAM_MOTORSTART	
100	 048	 026	 ZAM_MODULEHOURS	
100	 048	 028	 ZAM_LOADRELAY	
100	 048	 038	 ZAM_COMPOUT_TEMP	
100	 048	 040	 ZAM_WORKPRESS	
100	 048	 060	 ZAM_AMBTEMP	
100	 048	 070	 ZAM_DPAIRFILTER	
100	 048	 100	 ZAM_OUTLTEMP_ELT1	
100	 048	 350	 ZAM_OILPRESS	
100	 048	 360	 ZAM_OILTEMP	
100	 048	 610	 ZAM_MOTWINDU1TEMP	
100	 048	 620	 ZAM_MOTWINDV1TEMP	
100	 048	 630	 ZAM_MOTWINDW1TEMP	
100	 048	 640	 ZAM_MOTDETEMP	
100	 048	 650	 ZAM_MOTNDETEMP	
100	 048	 660	 ZAM_SPMMOTDE	
100	 048	 670	 ZAM_SPMLMOTNDE	
100	 048	 680	 ZAM_SPMELTP1	
100	 048	 712	 ZAM_SPMELTP5	
100	 048	 720	 ZAM_SPMGEARBOX	
100	 048	 760	 ZAM_MOTOR_CURRENT_U1	
100	 048	 770	 ZAM_MOTOR_CURRENT_V1	
100	 048	 780	 ZAM_MOTOR_CURRENT_W1	
100	 048	 820	 ZAM_COOLWATER_OUT	
100	 049	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 049	 015	 ZAM_RHRSTOTAL	 X
100	 049	 024	 ZAM_MOTORSTART	
100	 049	 026	 ZAM_MODULEHOURS	
100	 049	 028	 ZAM_LOADRELAY	
100	 049	 030	 ZAM_ACCVOL	
100	 049	 031	 ZAM_VSD_1-20_PERC_RPM	
100	 049	 032	 ZAM_VSD_20-40_PERC_RPM	
100	 049	 033	 ZAM_VSD_40-60_PERC_RPM	
100	 049	 034	 ZAM_VSD_60-80_PERC_RPM	
100	 049	 035	 ZAM_VSD_80-100_PERC_RPM	
100	 049	 038	 ZAM_COMPOUT_TEMP	
100	 049	 040	 ZAM_WORKPRESS	
100	 049	 060	 ZAM_AMBTEMP	
100	 049	 062	 ZAM_CONVERTERTEMP	
100	 049	 070	 ZAM_DPAIRFILTER	
100	 049	 100	 ZAM_OUTLTEMP_ELT1	
100	 049	 350	 ZAM_OILPRESS	
100	 049	 360	 ZAM_OILTEMP	
100	 049	 660	 ZAM_SPMMOTDE	
100	 049	 670	 ZAM_SPMLMOTNDE	
100	 049	 680	 ZAM_SPMELTP1	
100	 049	 712	 ZAM_SPMELTP5	
100	 049	 720	 ZAM_SPMGEARBOX	
100	 049	 760	 ZAM_MOTOR_CURRENT_U1	
100	 049	 770	 ZAM_MOTOR_CURRENT_V1	
100	 049	 780	 ZAM_MOTOR_CURRENT_W1	
100	 050	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 050	 015	 ZAM_RHRSTOTAL	 X
100	 050	 020	 ZAM_RHRSLOADED	
100	 050	 024	 ZAM_MOTORSTART	
100	 050	 026	 ZAM_MODULEHOURS	
100	 050	 028	 ZAM_LOADRELAY	
100	 050	 038	 ZAM_COMPOUT_TEMP	
100	 050	 040	 ZAM_WORKPRESS	
100	 050	 060	 ZAM_AMBTEMP	
100	 050	 070	 ZAM_DPAIRFILTER	
100	 050	 100	 ZAM_OUTLTEMP_ELT1	
100	 050	 360	 ZAM_OILTEMP	
100	 050	 380	 ZAM_OILINJPRESS1	
100	 050	 400	 ZAM_DPOILSEP1	
100	 050	 420	 ZAM_OILSEPTEMP1	
100	 050	 610	 ZAM_MOTWINDU1TEMP	
100	 050	 620	 ZAM_MOTWINDV1TEMP	
100	 050	 630	 ZAM_MOTWINDW1TEMP	
100	 050	 640	 ZAM_MOTDETEMP	
100	 050	 650	 ZAM_MOTNDETEMP	
100	 050	 660	 ZAM_SPMMOTDE	
100	 050	 670	 ZAM_SPMLMOTNDE	
100	 050	 680	 ZAM_SPMELTP1	
100	 050	 690	 ZAM_SPMELTP2	
100	 050	 700	 ZAM_SPMELTP3	
100	 050	 710	 ZAM_SPMELTP4	
100	 050	 720	 ZAM_SPMGEARBOX	
100	 050	 760	 ZAM_MOTOR_CURRENT_U1	
100	 050	 770	 ZAM_MOTOR_CURRENT_V1	
100	 050	 780	 ZAM_MOTOR_CURRENT_W1	
100	 050	 790	 ZAM_COOLWATER_IN	
100	 050	 820	 ZAM_COOLWATER_OUT	
100	 050	 830	 ZAM_ENERGY_RECOVERY_IN	
100	 050	 840	 ZAM_ENERGY_RECOVERY_OUT	
100	 051	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 051	 015	 ZAM_RHRSTOTAL	 X
100	 051	 020	 ZAM_RHRSLOADED	
100	 051	 024	 ZAM_MOTORSTART	
100	 051	 026	 ZAM_MODULEHOURS	
100	 051	 028	 ZAM_LOADRELAY	
100	 051	 031	 ZAM_VSD_1-20_PERC_RPM	
100	 051	 032	 ZAM_VSD_20-40_PERC_RPM	
100	 051	 033	 ZAM_VSD_40-60_PERC_RPM	
100	 051	 034	 ZAM_VSD_60-80_PERC_RPM	
100	 051	 035	 ZAM_VSD_80-100_PERC_RPM	
100	 051	 038	 ZAM_COMPOUT_TEMP	
100	 051	 040	 ZAM_WORKPRESS	
100	 051	 060	 ZAM_AMBTEMP	
100	 051	 070	 ZAM_DPAIRFILTER	
100	 051	 100	 ZAM_OUTLTEMP_ELT1	
100	 051	 140	 ZAM_OUTLTEMP_ELT2	
100	 051	 200	 ZAM_COOLCOMPRINTEMP	
100	 051	 380	 ZAM_OILINJPRESS1	
100	 051	 400	 ZAM_DPOILSEP1	
100	 051	 610	 ZAM_MOTWINDU1TEMP	
100	 051	 620	 ZAM_MOTWINDV1TEMP	
100	 051	 630	 ZAM_MOTWINDW1TEMP	
100	 051	 640	 ZAM_MOTDETEMP	
100	 051	 650	 ZAM_MOTNDETEMP	
100	 051	 660	 ZAM_SPMMOTDE	
100	 051	 670	 ZAM_SPMLMOTNDE	
100	 051	 680	 ZAM_SPMELTP1	
100	 051	 700	 ZAM_SPMELTP3	
100	 051	 720	 ZAM_SPMGEARBOX	
100	 051	 760	 ZAM_MOTOR_CURRENT_U1	
100	 051	 770	 ZAM_MOTOR_CURRENT_V1	
100	 051	 780	 ZAM_MOTOR_CURRENT_W1	
100	 051	 790	 ZAM_COOLWATER_IN	
100	 051	 820	 ZAM_COOLWATER_OUT	
100	 052	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 052	 015	 ZAM_RHRSTOTAL	 X
100	 052	 024	 ZAM_MOTORSTART	
100	 052	 030	 ZAM_ACCVOL	
100	 052	 031	 ZAM_VSD_1-20_PERC_RPM	
100	 052	 032	 ZAM_VSD_20-40_PERC_RPM	
100	 052	 033	 ZAM_VSD_40-60_PERC_RPM	
100	 052	 034	 ZAM_VSD_60-80_PERC_RPM	
100	 052	 035	 ZAM_VSD_80-100_PERC_RPM	
100	 052	 038	 ZAM_COMPOUT_TEMP	
100	 052	 040	 ZAM_WORKPRESS	
100	 052	 060	 ZAM_AMBTEMP	
100	 052	 062	 ZAM_CONVERTERTEMP	
100	 052	 070	 ZAM_DPAIRFILTER	
100	 052	 100	 ZAM_OUTLTEMP_ELT1	
100	 052	 200	 ZAM_COOLCOMPRINTEMP	
100	 052	 380	 ZAM_OILINJPRESS1	
100	 052	 400	 ZAM_DPOILSEP1	
100	 052	 450	 ZAM_PRESSDEWP	
100	 052	 460	 ZAM_LAT	
100	 052	 470	 ZAM_DINLTEMP	
100	 052	 500	 ZAM_REGENINLTEMP	
100	 052	 520	 ZAM_COMPROUTLDINLTEMP	
100	 052	 570	 ZAM_DCOOLINLTEMP	
100	 052	 590	 ZAM_DCOOLOUTLTEMP	
100	 052	 610	 ZAM_MOTWINDU1TEMP	
100	 052	 620	 ZAM_MOTWINDV1TEMP	
100	 052	 630	 ZAM_MOTWINDW1TEMP	
100	 052	 640	 ZAM_MOTDETEMP	
100	 052	 650	 ZAM_MOTNDETEMP	
100	 052	 760	 ZAM_MOTOR_CURRENT_U1	
100	 052	 770	 ZAM_MOTOR_CURRENT_V1	
100	 052	 780	 ZAM_MOTOR_CURRENT_W1	
100	 052	 790	 ZAM_COOLWATER_IN	
100	 052	 820	 ZAM_COOLWATER_OUT	
100	 053	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 053	 015	 ZAM_RHRSTOTAL	 X
100	 053	 020	 ZAM_RHRSLOADED	
100	 053	 024	 ZAM_MOTORSTART	
100	 053	 026	 ZAM_MODULEHOURS	
100	 053	 028	 ZAM_LOADRELAY	
100	 053	 038	 ZAM_COMPOUT_TEMP	
100	 053	 040	 ZAM_WORKPRESS	
100	 053	 060	 ZAM_AMBTEMP	
100	 053	 070	 ZAM_DPAIRFILTER	
100	 053	 100	 ZAM_OUTLTEMP_ELT1	
100	 053	 120	 ZAM_INLTEMP_ELT2	
100	 053	 140	 ZAM_OUTLTEMP_ELT2	
100	 053	 224	 ZAM_IC1PRESS	
100	 053	 230	 ZAM_IC1OUTTEMP	
100	 053	 350	 ZAM_OILPRESS	
100	 053	 360	 ZAM_OILTEMP	
100	 053	 660	 ZAM_SPMMOTDE	
100	 053	 670	 ZAM_SPMLMOTNDE	
100	 053	 680	 ZAM_SPMELTP1	
100	 053	 690	 ZAM_SPMELTP2	
100	 053	 700	 ZAM_SPMELTP3	
100	 053	 710	 ZAM_SPMELTP4	
100	 053	 712	 ZAM_SPMELTP5	
100	 053	 714	 ZAM_SPMELTP6	
100	 053	 720	 ZAM_SPMGEARBOX	
100	 053	 760	 ZAM_MOTOR_CURRENT_U1	
100	 053	 770	 ZAM_MOTOR_CURRENT_V1	
100	 053	 780	 ZAM_MOTOR_CURRENT_W1	
100	 053	 790	 ZAM_COOLWATER_IN	
100	 053	 820	 ZAM_COOLWATER_OUT	
100	 053	 830	 ZAM_ENERGY_RECOVERY_IN	
100	 054	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 054	 015	 ZAM_RHRSTOTAL	 X
100	 054	 020	 ZAM_RHRSLOADED	
100	 054	 038	 ZAM_COMPOUT_TEMP	
100	 054	 040	 ZAM_WORKPRESS	
100	 054	 060	 ZAM_AMBTEMP	
100	 054	 070	 ZAM_DPAIRFILTER	
100	 054	 100	 ZAM_OUTLTEMP_ELT1	
100	 054	 120	 ZAM_INLTEMP_ELT2	
100	 054	 140	 ZAM_OUTLTEMP_ELT2	
100	 054	 224	 ZAM_IC1PRESS	
100	 054	 350	 ZAM_OILPRESS	
100	 054	 360	 ZAM_OILTEMP	
100	 054	 450	 ZAM_PRESSDEWP	
100	 054	 460	 ZAM_LAT	
100	 054	 540	 ZAM_DMIXAIRDINLTEMP	
100	 054	 550	 ZAM_REGENAIRINLREGENAIROUTLET	
100	 054	 660	 ZAM_SPMMOTDE	
100	 054	 670	 ZAM_SPMLMOTNDE	
100	 054	 680	 ZAM_SPMELTP1	
100	 054	 690	 ZAM_SPMELTP2	
100	 054	 700	 ZAM_SPMELTP3	
100	 054	 710	 ZAM_SPMELTP4	
100	 054	 712	 ZAM_SPMELTP5	
100	 054	 714	 ZAM_SPMELTP6	
100	 054	 720	 ZAM_SPMGEARBOX	
100	 054	 760	 ZAM_MOTOR_CURRENT_U1	
100	 054	 770	 ZAM_MOTOR_CURRENT_V1	
100	 054	 780	 ZAM_MOTOR_CURRENT_W1	
100	 054	 790	 ZAM_COOLWATER_IN	
100	 054	 800	 ZAM_COOLWATERICOUT	
100	 054	 810	 ZAM_COOLWATERACOUT	
100	 055	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 055	 015	 ZAM_RHRSTOTAL	 X
100	 055	 024	 ZAM_MOTORSTART	
100	 055	 030	 ZAM_ACCVOL	
100	 055	 038	 ZAM_COMPOUT_TEMP	
100	 055	 040	 ZAM_WORKPRESS	
100	 055	 060	 ZAM_AMBTEMP	
100	 055	 062	 ZAM_CONVERTERTEMP	
100	 055	 070	 ZAM_DPAIRFILTER	
100	 055	 100	 ZAM_OUTLTEMP_ELT1	
100	 055	 200	 ZAM_COOLCOMPRINTEMP	
100	 055	 380	 ZAM_OILINJPRESS1	
100	 055	 400	 ZAM_DPOILSEP1	
100	 055	 420	 ZAM_OILSEPTEMP1	
100	 055	 450	 ZAM_PRESSDEWP	
100	 055	 460	 ZAM_LAT	
100	 055	 462	 ZAM_DRYER_AMBIENT	
100	 055	 470	 ZAM_DINLTEMP	
100	 055	 474	 ZAM_DCONDENSING	
100	 055	 500	 ZAM_REGENINLTEMP	
100	 055	 520	 ZAM_COMPROUTLDINLTEMP	
100	 055	 570	 ZAM_DCOOLINLTEMP	
100	 055	 590	 ZAM_DCOOLOUTLTEMP	
100	 055	 610	 ZAM_MOTWINDU1TEMP	
100	 055	 620	 ZAM_MOTWINDV1TEMP	
100	 055	 630	 ZAM_MOTWINDW1TEMP	
100	 055	 640	 ZAM_MOTDETEMP	
100	 055	 650	 ZAM_MOTNDETEMP	
100	 055	 660	 ZAM_SPMMOTDE	
100	 055	 670	 ZAM_SPMLMOTNDE	
100	 055	 680	 ZAM_SPMELTP1	
100	 055	 690	 ZAM_SPMELTP2	
100	 055	 700	 ZAM_SPMELTP3	
100	 055	 710	 ZAM_SPMELTP4	
100	 055	 760	 ZAM_MOTOR_CURRENT_U1	
100	 055	 770	 ZAM_MOTOR_CURRENT_V1	
100	 055	 780	 ZAM_MOTOR_CURRENT_W1	
100	 055	 790	 ZAM_COOLWATER_IN	
100	 055	 820	 ZAM_COOLWATER_OUT	
100	 056	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 056	 015	 ZAM_RHRSTOTAL	 X
100	 056	 020	 ZAM_RHRSLOADED	
100	 056	 026	 ZAM_MODULEHOURS	
100	 056	 028	 ZAM_LOADRELAY	
100	 056	 038	 ZAM_COMPOUT_TEMP	
100	 056	 040	 ZAM_WORKPRESS	
100	 056	 060	 ZAM_AMBTEMP	
100	 056	 070	 ZAM_DPAIRFILTER	
100	 056	 100	 ZAM_OUTLTEMP_ELT1	
100	 056	 200	 ZAM_COOLCOMPRINTEMP	
100	 056	 380	 ZAM_OILINJPRESS1	
100	 056	 400	 ZAM_DPOILSEP1	
100	 056	 450	 ZAM_PRESSDEWP	
100	 056	 460	 ZAM_LAT	
100	 056	 470	 ZAM_DINLTEMP	
100	 056	 500	 ZAM_REGENINLTEMP	
100	 056	 520	 ZAM_COMPROUTLDINLTEMP	
100	 056	 570	 ZAM_DCOOLINLTEMP	
100	 056	 590	 ZAM_DCOOLOUTLTEMP	
100	 056	 610	 ZAM_MOTWINDU1TEMP	
100	 056	 620	 ZAM_MOTWINDV1TEMP	
100	 056	 630	 ZAM_MOTWINDW1TEMP	
100	 056	 640	 ZAM_MOTDETEMP	
100	 056	 650	 ZAM_MOTNDETEMP	
100	 056	 660	 ZAM_SPMMOTDE	
100	 056	 670	 ZAM_SPMLMOTNDE	
100	 056	 680	 ZAM_SPMELTP1	
100	 056	 720	 ZAM_SPMGEARBOX	
100	 056	 760	 ZAM_MOTOR_CURRENT_U1	
100	 056	 770	 ZAM_MOTOR_CURRENT_V1	
100	 056	 780	 ZAM_MOTOR_CURRENT_W1	
100	 056	 790	 ZAM_COOLWATER_IN	
100	 056	 820	 ZAM_COOLWATER_OUT	
100	 057	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 057	 015	 ZAM_RHRSTOTAL	 X
100	 057	 020	 ZAM_RHRSLOADED	
100	 057	 038	 ZAM_COMPOUT_TEMP	
100	 057	 040	 ZAM_WORKPRESS	
100	 057	 060	 ZAM_AMBTEMP	
100	 057	 070	 ZAM_DPAIRFILTER	
100	 057	 100	 ZAM_OUTLTEMP_ELT1	
100	 057	 140	 ZAM_OUTLTEMP_ELT2	
100	 057	 200	 ZAM_COOLCOMPRINTEMP	
100	 057	 380	 ZAM_OILINJPRESS1	
100	 057	 400	 ZAM_DPOILSEP1	
100	 057	 450	 ZAM_PRESSDEWP	
100	 057	 460	 ZAM_LAT	
100	 057	 470	 ZAM_DINLTEMP	
100	 057	 500	 ZAM_REGENINLTEMP	
100	 057	 520	 ZAM_COMPROUTLDINLTEMP	
100	 057	 570	 ZAM_DCOOLINLTEMP	
100	 057	 590	 ZAM_DCOOLOUTLTEMP	
100	 057	 610	 ZAM_MOTWINDU1TEMP	
100	 057	 620	 ZAM_MOTWINDV1TEMP	
100	 057	 630	 ZAM_MOTWINDW1TEMP	
100	 057	 640	 ZAM_MOTDETEMP	
100	 057	 650	 ZAM_MOTNDETEMP	
100	 057	 660	 ZAM_SPMMOTDE	
100	 057	 670	 ZAM_SPMLMOTNDE	
100	 057	 680	 ZAM_SPMELTP1	
100	 057	 700	 ZAM_SPMELTP3	
100	 057	 720	 ZAM_SPMGEARBOX	
100	 057	 760	 ZAM_MOTOR_CURRENT_U1	
100	 057	 770	 ZAM_MOTOR_CURRENT_V1	
100	 057	 780	 ZAM_MOTOR_CURRENT_W1	
100	 057	 790	 ZAM_COOLWATER_IN	
100	 057	 820	 ZAM_COOLWATER_OUT	
100	 058	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 058	 015	 ZAM_RHRSTOTAL	 X
100	 058	 024	 ZAM_MOTORSTART	
100	 058	 030	 ZAM_ACCVOL	
100	 058	 031	 ZAM_VSD_1-20_PERC_RPM	
100	 058	 032	 ZAM_VSD_20-40_PERC_RPM	
100	 058	 033	 ZAM_VSD_40-60_PERC_RPM	
100	 058	 034	 ZAM_VSD_60-80_PERC_RPM	
100	 058	 035	 ZAM_VSD_80-100_PERC_RPM	
100	 058	 038	 ZAM_COMPOUT_TEMP	
100	 058	 040	 ZAM_WORKPRESS	
100	 058	 060	 ZAM_AMBTEMP	
