Table for profit centre derivation rules


MANDT	 PRCTR	 SEGMENT
X	 X	
MANDT-CLNT(3)	 PRCTR-CHAR(10)	 FB_SEGMENT-CHAR(10)
100	 IIZA	 0000001610
100	 IIZM	 0000001610
100	 IPCA	 MRS
100	 IPEA	 MRS
100	 IPMA	 MRS
100	 IPPA	 MRS
100	 IPRA	 MRS
100	 IPSA	 MRS
100	 IVCA	 MRS
100	 IVFA	 MRS
100	 IVMA	 MRS
100	 LAAA	 MRS
100	 LCCA	 MRS
100	 LCFA	 MRS
100	 LCLA	 MRS
100	 LCMA	 MRS
100	 LCOA	 MRS
100	 LCPA	 MRS
100	 LCRA	 MRS
100	 LCSA	 MRS
100	 LCVA	 MRS
100	 LFCA	 MRS
100	 LFFA	 MRS
100	 LFMA	 MRS
100	 LFRA	 MRS
100	 LFXA	 MRS
100	 LPCA	 MRS
100	 LPEA	 MRS
100	 LPMA	 MRS
100	 LPPA	 MRS
100	 LPRA	 MRS
100	 LPSA	 MRS
100	 LPUA	 MRS
100	 LVCA	 MRS
100	 LVFA	 MRS
100	 LVMA	 MRS
100	 M44A	 0000001120
100	 M44D	 0000001120
100	 M44I	 0000001120
100	 M44N	 0000001120
100	 M44P	 0000001120
100	 M44S	 0000001120
100	 M44T	 0000001120
100	 M44Z	 0000001120
100	 M45L	 0000001120
100	 M45N	 0000001120
100	 M45P	 0000001120
100	 M45Q	 0000001120
100	 M45S	 0000001120
100	 M45U	 0000001120
100	 M45Y	 0000001120
100	 M45Z	 0000001120
100	 M46A	 0000001120
100	 M46B	 0000001120
100	 M46D	 0000001120
100	 M46E	 0000001120
100	 M46F	 0000001120
100	 M46G	 0000001120
100	 M46H	 0000001120
100	 M46I	 0000001120
100	 M46K	 0000001120
100	 M46O	 0000001120
100	 M46V	 0000001120
100	 M47A	 0000001120
100	 M47B	 0000001120
100	 M47E	 0000001120
100	 M47F	 0000001120
100	 M48A	 0000001120
100	 M48B	 0000001120
100	 M48D	 0000001120
100	 M48E	 0000001120
100	 M51A	 0000001120
100	 M51B	 0000001120
100	 M51D	 0000001120
100	 M51E	 0000001120
100	 M51F	 0000001120
100	 M51G	 0000001120
100	 M51H	 0000001120
100	 M51J	 0000001120
100	 M51K	 0000001120
100	 M51N	 0000001120
100	 M552	 0000001120
100	 M596	 0000001120
100	 MFFA	 MRS
100	 MFMA	 MRS
100	 MPCA	 MRS
100	 MPPA	 MRS
100	 MRS	 MRS
100	 MRT1	 MRS
100	 MRT2	 MRS
100	 MRT3	 MRS
100	 MVFA	 MRS
100	 MVMA	 MRS
100	 O480	 0000001210
100	 O481	 0000001210
100	 O483	 0000001210
100	 O485	 0000001210
100	 O486	 0000001210
100	 O487	 0000001210
100	 O488	 0000001210
100	 O48A	 0000001210
100	 O48B	 0000001210
100	 O48C	 0000001210
100	 O48D	 0000001210
100	 O48E	 0000001210
100	 O48F	 0000001210
100	 O48G	 0000001210
100	 O48J	 0000001210
100	 O48K	 0000001210
100	 O48R	 0000001210
100	 O48U	 0000001210
100	 O48V	 0000001210
100	 O48W	 0000001210
100	 O48X	 0000001210
100	 O48Y	 0000001210
100	 O48Z	 0000001210
100	 O51A	 0000001210
100	 O51B	 0000001210
100	 O51L	 0000001210
100	 O51P	 0000001210
100	 O51R	 0000001210
100	 O51U	 0000001210
100	 O51V	 0000001210
100	 O51W	 0000001210
100	 O51X	 0000001210
100	 O51Y	 0000001210
100	 O51Z	 0000001210
100	 O540	 0000001210
100	 O541	 0000001210
100	 O542	 0000001210
100	 O555	 0000001210
100	 O571	 0000001210
100	 O573	 0000001210
100	 O577	 0000001210
100	 O57Y	 0000001210
100	 O583	 0000001210
100	 O588	 0000001210
100	 O58A	 0000001210
100	 O58B	 0000001210
100	 O58E	 0000001210
100	 O58F	 0000001210
100	 O58I	 0000001210
100	 O58K	 0000001211
100	 O58M	 0000001210
100	 O58N	 0000001210
100	 O58O	 0000001210
100	 O58P	 0000001210
100	 O58Q	 0000001210
100	 O58R	 0000001210
100	 O58V	 0000001210
100	 O597	 0000001210
100	 O598	 0000001211
100	 O599	 0000001210
100	 ONAA	 QMS
100	 ONAB	 QMS
100	 P44A	 PAD
100	 P44D	 PAD
100	 P44I	 PAD
100	 P44N	 PAD
100	 P44P	 PAD
100	 P44S	 PAD
100	 P44T	 PAD
100	 P44Z	 PAD
100	 P45L	 PAD
100	 P45M	 PAD
100	 P45N	 PAD
100	 P45P	 PAD
100	 P45Q	 PAD
100	 P45S	 PAD
100	 P45U	 PAD
100	 P45X	 PAD
100	 P45Y	 PAD
100	 P45Z	 PAD
100	 P46A	 PAD
100	 P46B	 PAD
100	 P46D	 PAD
100	 P46E	 PAD
100	 P46F	 PAD
100	 P46G	 PAD
100	 P46H	 PAD
100	 P46I	 PAD
100	 P46K	 PAD
100	 P46M	 PAD
100	 P46N	 PAD
100	 P46O	 PAD
100	 P46V	 PAD
100	 P49P	 PAD
100	 P4VM	 PAD
100	 P51A	 PAD
100	 P51B	 PAD
100	 P51D	 PAD
100	 P51E	 PAD
100	 P51F	 PAD
100	 P51G	 PAD
100	 P51H	 PAD
100	 P51J	 PAD
100	 P51M	 PAD
100	 P51Y	 PAD
100	 P5VM	 PAD
100	 PAD	 PAD
100	 PCAA	 MRS
100	 PCAC	 0000001610
100	 PCAF	 MRS
100	 PCGA	 0000001610
100	 PCGM	 0000001611
100	 PCIA	 0000001610
100	 PCIM	 0000001611
100	 PCLA	 0000001610
100	 PCOA	 0000001610
100	 PCOM	 0000001611
100	 PCPA	 0000001610
100	 PCPM	 0000001611
100	 PCQA	 0000001610
100	 PCQM	 0000001611
100	 PCVA	 0000001610
100	 PCZA	 0000001610
100	 PCZM	 0000001611
100	 PD10	 GAS
100	 PD11	 GAS
100	 PD20	 GAS
100	 PD21	 GAS
100	 PD22	 GAS
100	 PD23	 GAS
100	 PD24	 GAS
100	 PD25	 GAS
100	 PD26	 GAS
100	 PD27	 GAS
100	 PD30	 GAS
100	 PD31	 GAS
100	 PD32	 GAS
100	 PD33	 GAS
100	 PD34	 GAS
100	 PD40	 GAS
100	 PD41	 GAS
100	 PD42	 GAS
100	 PD43	 GAS
100	 PD44	 GAS
100	 PDCC	 0000001610
100	 PDMA	 0000001610
100	 PDRA	 0000001610
100	 PDSA	 0000001610
100	 PDTA	 0000001610
100	 PEAC	 0000001610
100	 PEGA	 0000001610
100	 PEGM	 0000001611
100	 PEIA	 0000001610
100	 PEIM	 0000001611
100	 PELA	 0000001610
100	 PEOA	 0000001610
100	 PEOM	 0000001611
100	 PEPA	 0000001610
100	 PEPM	 0000001611
100	 PEQA	 0000001610
100	 PEQM	 0000001611
100	 PEVA	 0000001610
100	 PEZA	 0000001610
100	 PEZM	 0000001611
100	 PI4A	 PAD
100	 PI4D	 PAD
100	 PI4I	 PAD
100	 PI4N	 PAD
100	 PI4P	 PAD
100	 PI4S	 PAD
100	 PI4T	 PAD
100	 PI4Z	 PAD
100	 PL00	 GAE
100	 PMAA	 QMS
100	 PMAB	 QMS
100	 PMAC	 0000001610
100	 PMGA	 0000001610
100	 PMGM	 0000001611
100	 PMIA	 0000001610
100	 PMIM	 0000001611
100	 PMLA	 0000001610
100	 PMOA	 0000001610
100	 PMOM	 0000001611
100	 PMPA	 0000001610
100	 PMPM	 0000001611
100	 PMQA	 0000001610
100	 PMQM	 0000001611
100	 PMVA	 0000001610
100	 PMZA	 0000001610
100	 PMZM	 0000001611
100	 POAC	 0000001610
100	 POGA	 0000001610
100	 POGM	 0000001611
100	 POIA	 0000001610
100	 POIM	 0000001611
100	 POLA	 0000001610
100	 POOA	 0000001610
100	 POOM	 0000001611
100	 POPA	 0000001610
100	 POPM	 0000001611
100	 POQA	 0000001610
100	 POQM	 0000001611
100	 POVA	 0000001610
100	 POZA	 0000001610
100	 POZM	 0000001611
100	 Q46	 QAA
100	 Q58	 QAA
100	 QA5A	 QAA
100	 QA5F	 QAA
100	 QA5R	 QAA
100	 QA5X	 QAA
100	 QAA	 QAA
100	 QAM	 QAM
100	 QFMA	 QMS
100	 QG5B	 QAA
100	 QG5G	 QAA
100	 QG5P	 QAA
100	 QG5Z	 QAA
100	 QMS	 QMS
100	 QONA	 QMS
100	 QPMA	 QMS
100	 QRMA	 QMS
100	 QSMA	 QMS
100	 RAIG	 RAIG
100	 RAIP	 RAIP
100	 RCR	 RCR
100	 RCRS	 RCRS
100	 RFFA	 MRS
100	 RFMA	 MRS
100	 RMAA	 QMS
100	 RMAB	 QMS
100	 RN00	 GAE
100	 RN10	 GAS
100	 RN11	 GAS
100	 RN20	 GAS
100	 RN21	 GAS
100	 RN22	 GAS
100	 RN23	 GAS
100	 RN24	 GAS
100	 RN25	 GAS
100	 RN26	 GAS
100	 RN27	 GAS
100	 RN30	 GAS
100	 RN31	 GAS
100	 RN32	 GAS
100	 RN33	 GAS
100	 RN34	 GAS
100	 RN40	 GAS
100	 RN41	 GAS
100	 RN42	 GAS
100	 RN43	 GAS
100	 RN44	 GAS
100	 RPCA	 MRS
100	 RPPA	 MRS
100	 RT00	 GAE
100	 RT10	 GAS
100	 RT11	 GAS
100	 RT20	 GAS
100	 RT21	 GAS
100	 RT22	 GAS
100	 RT23	 GAS
100	 RT24	 GAS
100	 RT25	 GAS
100	 RT26	 GAS
100	 RT27	 GAS
100	 RT30	 GAS
100	 RT31	 GAS
100	 RT32	 GAS
100	 RT33	 GAS
100	 RT34	 GAS
100	 RT40	 GAS
100	 RT41	 GAS
100	 RT42	 GAS
100	 RT43	 GAS
100	 RT44	 GAS
100	 RTE	 RTE
100	 RVFA	 MRS
100	 RVMA	 MRS
100	 SA1	 0000003100
100	 SA1G	 0000003120
100	 SA1M	 0000003110
100	 SA2	 0000003100
100	 SA2G	 0000003120
100	 SA2M	 0000003110
100	 SA3	 0000003100
100	 SA3G	 0000003120
100	 SA3M	 0000003110
100	 SAAA	 MRS
100	 SC00	 GPP
100	 SC10	 GPP
100	 SC11	 GPP
100	 SC20	 GPP
100	 SC21	 GPP
100	 SC22	 GPP
100	 SC23	 GPP
100	 SC24	 GPP
100	 SC25	 GPP
100	 SC26	 GPP
100	 SC27	 GPP
100	 SC30	 GPP
100	 SC31	 GPP
100	 SC32	 GPP
100	 SC33	 GPP
100	 SC34	 GPP
100	 SC40	 GPP
100	 SC41	 GPP
100	 SC42	 GPP
100	 SC43	 GPP
100	 SC44	 GPP
100	 SCAA	 0000001610
100	 SCCA	 MRS
100	 SCFA	 MRS
100	 SCLA	 MRS
100	 SCMA	 MRS
100	 SCOA	 MRS
100	 SCPA	 MRS
100	 SCRA	 MRS
100	 SCSA	 MRS
100	 SCVA	 MRS
100	 SDMA	 0000001610
100	 SDSA	 0000001610
100	 SE00	 GPP
100	 SE10	 GPP
100	 SE11	 GPP
100	 SE20	 GPP
100	 SE21	 GPP
100	 SE22	 GPP
100	 SE23	 GPP
100	 SE24	 GPP
100	 SE25	 GPP
100	 SE26	 GPP
100	 SE27	 GPP
100	 SE30	 GPP
100	 SE31	 GPP
100	 SE32	 GPP
100	 SE33	 GPP
100	 SE34	 GPP
100	 SE40	 GPP
100	 SE41	 GPP
100	 SE42	 GPP
100	 SE43	 GPP
100	 SE44	 GPP
100	 SED	 SED
100	 SFCA	 MRS
100	 SFFA	 MRS
100	 SFMA	 MRS
100	 SFRA	 MRS
100	 SFXA	 MRS
100	 SIGA	 0000001610
100	 SIGM	 0000001610
100	 SIIA	 0000001610
100	 SIIM	 0000001610
100	 SILA	 0000001610
100	 SIOA	 0000001610
100	 SIOM	 0000001610
100	 SIPA	 0000001610
100	 SIPM	 0000001610
100	 SIQA	 0000001610
100	 SIQM	 0000001610
100	 SIVA	 0000001610
100	 SIZA	 0000001610
100	 SIZM	 0000001610
100	 SLGA	 0000001610
100	 SLIA	 0000001610
100	 SMAA	 QMS
100	 SMAB	 QMS
100	 SMGA	 0000001610
100	 SMGM	 0000001610
100	 SMIA	 0000001610
100	 SMIM	 0000001610
100	 SMLA	 0000001610
100	 SMOA	 0000001610
100	 SMOM	 0000001611
100	 SMPA	 0000001610
100	 SMPM	 0000001610
100	 SMQA	 0000001610
100	 SMQM	 0000001610
100	 SMRA	 0000001610
100	 SMTA	 0000001610
100	 SMVA	 0000001610
100	 SMZA	 0000001610
100	 SMZM	 0000001610
100	 SOPA	 MRS
100	 SPCA	 MRS
100	 SPEA	 MRS
100	 SPGA	 0000001610
100	 SPGM	 0000001610
100	 SPIA	 0000001610
100	 SPIM	 0000001610
100	 SPLA	 0000001610
100	 SPMA	 MRS
100	 SPOA	 0000001610
100	 SPOM	 0000001610
100	 SPPA	 0000001610
100	 SPPM	 0000001610
100	 SPQA	 0000001610
100	 SPQM	 0000001610
100	 SPR	 SPR
100	 SPR1	 SPR
100	 SPR2	 SPR
100	 SPR3	 SPR
100	 SPR4	 SPR
100	 SPR5	 SPR
100	 SPR6	 SPR
100	 SPR7	 SPR
100	 SPRA	 0000001610
100	 SPSA	 0000001610
100	 SPTA	 0000001610
100	 SPUA	 MRS
100	 SPVA	 0000001610
100	 SPZA	 0000001610
100	 SPZM	 0000001611
100	 SRBA	 MRS
100	 SRCA	 MRS
100	 SRGA	 0000001610
100	 SRIA	 0000001610
100	 SRLA	 MRS
100	 SRPA	 MRS
100	 SRRA	 MRS
100	 SSSA	 MRS
100	 ST00	 GPP
100	 ST10	 GPP
100	 ST11	 GPP
100	 ST20	 GPP
100	 ST21	 GPP
100	 ST22	 GPP
100	 ST23	 GPP
100	 ST24	 GPP
100	 ST25	 GPP
100	 ST26	 GPP
100	 ST27	 GPP
100	 ST30	 GPP
100	 ST31	 GPP
100	 ST32	 GPP
100	 ST33	 GPP
100	 ST34	 GPP
100	 ST40	 GPP
100	 ST41	 GPP
100	 ST42	 GPP
100	 ST43	 GPP
100	 ST44	 GPP
100	 STGA	 0000001610
100	 STGM	 0000001610
100	 STIA	 0000001610
100	 STIM	 0000001610
100	 STLA	 0000001610
100	 STOA	 0000001610
100	 STOM	 0000001610
100	 STPA	 0000001610
100	 STPM	 0000001610
100	 STQA	 0000001610
100	 STQM	 0000001610
100	 STVA	 0000001610
100	 STZA	 0000001610
100	 STZM	 0000001610
100	 SVCA	 MRS
100	 SVFA	 MRS
100	 SVMA	 MRS
100	 SXGA	 0000001610
100	 SXGM	 0000001610
100	 SXIA	 0000001610
100	 SXIM	 0000001610
100	 SXLA	 0000001610
100	 SXOA	 0000001610
100	 SXOM	 0000001610
100	 SXPA	 0000001610
100	 SXPM	 0000001610
100	 SXQA	 0000001610
100	 SXQM	 0000001610
100	 SXVA	 0000001610
100	 SXZA	 0000001610
100	 SXZM	 0000001610
100	 SY1	 0000003100
100	 SY1G	 0000003120
100	 SY1M	 0000003110
100	 SY2	 0000003100
100	 SY2G	 0000003120
100	 SY2M	 0000003110
100	 SY3	 0000003100
100	 SY3G	 0000003120
100	 SY3M	 0000003110
100	 SY4	 0000003130
100	 SY4G	 0000003120
100	 SY4M	 0000003130
100	 SY4S	 0000003330
100	 SYAN	 0000001210
100	 SYHP	 0000001210
100	 SYLP	 0000001210
100	 SYOF	 0000001210
100	 SYOI	 0000001210
100	 SYTB	 0000001210
100	 T000	 GAE
100	 T010	 GAS
100	 T011	 GAS
100	 T020	 GAS
100	 T021	 GAS
100	 T022	 GAS
100	 T023	 GAS
100	 T024	 GAS
100	 T025	 GAS
100	 T026	 GAS
100	 T027	 GAS
100	 T030	 GAS
100	 T031	 GAS
100	 T032	 GAS
100	 T033	 GAS
100	 T034	 GAS
100	 T040	 GAS
100	 T041	 GAS
100	 T042	 GAS
100	 T043	 GAS
100	 T044	 GAS
100	 TAAA	 MRS
100	 TC00	 GAE
100	 TC10	 GAS
100	 TC11	 GAS
100	 TC20	 GAS
100	 TC21	 GAS
100	 TC22	 GAS
100	 TC23	 GAS
100	 TC24	 GAS
100	 TC25	 GAS
100	 TC26	 GAS
100	 TC27	 GAS
100	 TC30	 GAS
100	 TC31	 GAS
100	 TC32	 GAS
100	 TC33	 GAS
100	 TC34	 GAS
100	 TC40	 GAS
100	 TC41	 GAS
100	 TC42	 GAS
100	 TC43	 GAS
100	 TC44	 GAS
100	 TC99	 GAS
100	 TCCA	 MRS
100	 TCFA	 MRS
100	 TCLA	 MRS
100	 TCMA	 MRS
100	 TCOA	 MRS
100	 TCPA	 MRS
100	 TCRA	 MRS
100	 TCSA	 MRS
100	 TCVA	 MRS
100	 TEMA	 MRS
100	 TFCA	 MRS
100	 TFFA	 MRS
100	 TFMA	 MRS
100	 TFRA	 MRS
100	 TFXA	 MRS
100	 TP00	 GAE
100	 TP10	 GAS
100	 TP11	 GAS
100	 TP20	 GAS
100	 TP21	 GAS
100	 TP22	 GAS
100	 TP23	 GAS
100	 TP24	 GAS
100	 TP25	 GAS
100	 TP26	 GAS
100	 TP27	 GAS
100	 TP30	 GAS
100	 TP31	 GAS
100	 TP32	 GAS
100	 TP33	 GAS
100	 TP34	 GAS
100	 TP40	 GAS
100	 TP41	 GAS
100	 TP42	 GAS
100	 TP43	 GAS
100	 TP44	 GAS
100	 TP99	 GAS
100	 TPCA	 MRS
100	 TPEA	 MRS
100	 TPMA	 MRS
100	 TPPA	 MRS
100	 TPRA	 MRS
100	 TPSA	 MRS
100	 TPUA	 MRS
100	 TRBA	 MRS
100	 TRLA	 MRS
100	 TRPA	 MRS
100	 TRRA	 MRS
100	 TSMA	 MRS
100	 TTMA	 MRS
100	 TVCA	 MRS
100	 TVFA	 MRS
100	 TVMA	 MRS
100	 UMR	 UMR
100	 URE	 URE
100	 UUCE	 GAE
100	 UUCP	 GAS
100	 UUCS	 GAS
100	 V45A	 AVR
100	 V45E	 AVR
100	 V45L	 AVR
100	 V6AP	 AVR
100	 V6EP	 AVR
100	 VAVC	 AVI
100	 VAVG	 AVG
100	 VAVI	 AVG
100	 VS16	 AVR
100	 VS45	 AVS
100	 VSNE	 AVR
100	 VSVG	 AVS
100	 VSVI	 AVS
100	 WH00	 GAE
100	 WH10	 GAS
100	 WH11	 GAS
100	 WH20	 GAS
100	 WH21	 GAS
100	 WH22	 GAS
100	 WH23	 GAS
100	 WH24	 GAS
100	 WH25	 GAS
100	 WH26	 GAS
100	 WH27	 GAS
100	 WH30	 GAS
100	 WH31	 GAS
100	 WH32	 GAS
100	 WH33	 GAS
100	 WH34	 GAS
100	 WH40	 GAS
100	 WH41	 GAS
100	 WH42	 GAS
100	 WH43	 GAS
100	 WH44	 GAS
100	 XAAA	 MRS
100	 XCCA	 MRS
100	 XCFA	 MRS
100	 XCLA	 MRS
100	 XCMA	 MRS
100	 XCOA	 MRS
100	 XCPA	 MRS
100	 XCRA	 MRS
100	 XCSA	 MRS
100	 XCVA	 MRS
100	 XFCA	 MRS
100	 XFFA	 MRS
100	 XFMA	 MRS
100	 XFRA	 MRS
100	 XFXA	 MRS
100	 XPCA	 MRS
100	 XPEA	 MRS
100	 XPMA	 MRS
100	 XPPA	 MRS
100	 XPRA	 MRS
100	 XPSA	 MRS
100	 XPUA	 MRS
100	 XRPA	 MRS
100	 XRRA	 MRS
100	 XVCA	 MRS
100	 XVFA	 MRS
100	 XVMA	 MRS
100	 ZH00	 GAE
100	 ZH10	 GAS
100	 ZH11	 GAS
100	 ZH20	 GAS
100	 ZH21	 GAS
100	 ZH22	 GAS
100	 ZH23	 GAS
100	 ZH24	 GAS
100	 ZH25	 GAS
100	 ZH26	 GAS
100	 ZH27	 GAS
100	 ZH30	 GAS
100	 ZH31	 GAS
100	 ZH32	 GAS
100	 ZH33	 GAS
100	 ZH34	 GAS
100	 ZH40	 GAS
100	 ZH41	 GAS
100	 ZH42	 GAS
100	 ZH43	 GAS
100	 ZH44	 GAS
