Table to stear Standard text elements for layouts


MANDT	 KSCHL	 KAPPL	 FNAME	 AREA	 WERKS	 BUKRS	 VKORG	 EKORG	 SPART	 TDNAME
X	 X	 X	 X	 X	 X	 X	 X	 X	 X	
MANDT-CLNT(3)	 KSCHL-CHAR(4)	 KAPPL-CHAR(2)	 TDSFNAME-CHAR(30)	 YSE_AREA-CHAR(30)	 WERKS-CHAR(4)	 BUKRS-CHAR(4)	 VKORG-CHAR(4)	 EKORG-CHAR(4)	 SPART-CHAR(2)	 TDOBNAME-CHAR(70)
100	 	 	 YSE_SDQUOTATION_Z1	 FOOTER	 	 	 HK01	 	 01	 YSE_FOOTER_HK01_03
100	 	 	 YSE_SDQUOTATION_Z1	 FOOTER	 	 	 HK02	 	 01	 YSE_FOOTER_HK02
100	 	 	 YSE_SDQUOTATION_Z1	 FOOTER	 	 	 HK03	 	 01	 YSE_FOOTER_HK03_AC
100	 	 	 YSE_SDQUOTATION_Z1	 FOOTER	 	 	 HK03	 	 04	 YSE_FOOTER_HK03_CP
100	 	 	 YSE_SDQUOTATION_Z1	 FOOTER	 	 	 HK03	 	 15	 YSE_FOOTER_HK03_CP
100	 	 	 YSE_SDQUOTATION_Z1	 FOOTER	 	 	 HK03	 	 16	 YSE_FOOTER_HK03_CP
100	 	 	 YSE_SDQUOTATION_Z1	 FOOTER	 	 	 HK03	 	 40	 YSE_FOOTER_HK03_AC
100	 	 	 YSE_SDQUOTATION_Z1	 SIGN_AC	 	 HKGA	 	 	 	 YSE_QUOT_SIGNAC_HKGA
100	 	 	 YSE_SDQUOTATION_Z1	 SIGN_AC	 	 SHTA	 	 	 	 YSE_QUOT_SIGNAC_SHTA
100	 	 	 YSE_SDQUOTATION_Z3	 END_TXT	 	 	 RU01	 	 01	 YSE_QUOT_END_TXT_MRUA_SAL
100	 	 	 YSE_SDQUOTATION_Z3	 END_TXT	 	 	 RU01	 	 03	 YSE_QUOT_END_TXT_MRUA_SAL
100	 	 	 YSE_SDQUOTATION_Z3	 END_TXT	 	 	 RU01	 	 04	 YSE_QUOT_END_TXT_MRUA_SAL
100	 	 	 YSE_SDQUOTATION_Z3	 END_TXT	 	 	 RU02	 	 01	 YSE_QUOT_END_TXT_MRUA_SAL_CMT
100	 	 	 YSE_SDQUOTATION_Z3	 END_TXT	 	 	 RU03	 	 01	 YSE_QUOT_END_TXT_MRUA_SAL_IT
100	 	 	 YSE_SDQUOTATION_Z3	 END_TXT	 	 	 RU03	 	 03	 YSE_QUOT_END_TXT_MRUA_SAL_IT_CMT
100	 	 	 YSE_SDQUOTATION_Z3	 END_TXT	 	 	 RU04	 	 41	 YSE_QUOT_END_TXT_MRUA_SAL_CMT
100	 	 	 YSE_SDQUOTATION_Z3	 FOOTER	 	 	 RU01	 	 01	 YSE_FOOTER_RU01_AC2
100	 	 	 YSE_SDQUOTATION_Z3	 FOOTER	 	 	 RU01	 	 03	 YSE_FOOTER_RU01_CE2
100	 	 	 YSE_SDQUOTATION_Z3	 FOOTER	 	 	 RU01	 	 04	 YSE_FOOTER_RU01_CP2
100	 	 	 YSE_SDQUOTATION_Z3	 FOOTER	 	 	 RU02	 	 01	 YSE_FOOTER_RU02_AC2
100	 	 	 YSE_SDQUOTATION_Z3	 FOOTER	 	 	 RU03	 	 01	 YSE_FOOTER_RU03_AC2
100	 	 	 YSE_SDQUOTATION_Z3	 FOOTER	 	 	 RU03	 	 03	 YSE_FOOTER_RU03_CP2
100	 	 	 YSE_SDQUOTATION_Z3	 FOOTER	 	 	 RU03	 	 04	 YSE_FOOTER_RU03_CP2
100	 	 	 YSE_SDQUOTATION_Z3	 FOOTER	 	 	 RU03	 	 15	 YSE_FOOTER_RU03_CP2
100	 	 	 YSE_SDQUOTATION_Z3	 FOOTER	 	 	 RU04	 	 41	 YSE_FOOTER_RU04_AC2
100	 	 	 YSE_SDQUOTATION_Z3	 SIGN_AC	 	 MRUA	 	 	 	 YSE_QUOT_SIGNAC_MRUA
100	 	 	 YSE_SDQUOTATION_Z3	 SIGN_CUST	 	 MRUA	 	 	 	 YSE_QUOT_SIGNCUST_MRUA
100	 	 	 YSE_SDQUOTATION_Z3	 SIGN_SAL	 	 MRUA	 	 	 	 YSE_QUOT_SIGNSAL_MRUA
100	 	 	 YSE_SDQUOT_01	 END_TXT	 	 POLA	 	 	 	 YSE_SF_AM_QUOT01_SLOT
100	 	 	 YSE_SDQUOT_01	 FOOTER	 	 	 PL01	 	 	 YSE_FOOTER_POLA
100	 	 	 YSE_SDQUOT_01	 FOOTER	 	 	 PL02	 	 	 YSE_FOOTER_POLA
100	 	 	 YSE_SDQUOT_01	 SIGN_AC	 	 POLA	 	 	 	 YSE_QUOT_SIGNAC_POLA
100	 	 	 YSE_SDQUOT_01	 SIGN_CUST	 	 POLA	 	 	 	 YSE_QUOT_SIGNCUST_POLA
100	 	 	 YSE_SDQUOT_01_NEW	 END_TXT	 	 MRUA	 	 	 	 YSE_QUOT_END_TXT_MRUA_1
100	 	 	 YSE_SDQUOT_01_NEW	 FOOTER	 	 MRUA	 	 	 	 YSE_FOOTER_RU01_AC2
100	 	 	 YSE_SDQUOT_01_NEW	 SIGN_AC	 	 MRUA	 	 	 	 YSE_QUOT_SIGNAC_MRUA_1
100	 	 	 YSE_SDQUOT_01_NEW	 SIGN_SAL	 	 MRUA	 	 	 	 YSE_QUOT_SIGNSAL_MRUA
100	 	 	 YSE_SDQUOT_01_Z1	 END_TXT	 	 	 CN02	 	 	 YSE_QUOT_END_TXT_CN02
100	 	 	 YSE_SDQUOT_01_Z1	 END_TXT	 	 	 HK02	 	 	 YSE_QUOT_END_TXT_CN02
100	 	 	 YSE_SDQUOT_01_Z1	 END_TXT	 	 HKGA	 	 	 	 YSE_QUOT_END_TXT_HKGA
100	 	 	 YSE_SDQUOT_01_Z1	 END_TXT	 	 SHTA	 	 	 	 YSE_QUOT_END_TXT_SHTA
100	 	 	 YSE_SDQUOT_01_Z1	 FOOTER	 	 	 CN01	 	 01	 YSE_FOOTER_CN01
100	 	 	 YSE_SDQUOT_01_Z1	 FOOTER	 	 	 CN02	 	 01	 YSE_FOOTER_CN02_03
100	 	 	 YSE_SDQUOT_01_Z1	 FOOTER	 	 	 CN03	 	 01	 YSE_FOOTER_CN03_AC
100	 	 	 YSE_SDQUOT_01_Z1	 FOOTER	 	 	 HK01	 	 01	 YSE_FOOTER_HK01_03
100	 	 	 YSE_SDQUOT_01_Z1	 FOOTER	 	 	 HK02	 	 01	 YSE_FOOTER_HK02_03
100	 	 	 YSE_SDQUOT_01_Z1	 FOOTER	 	 	 HK03	 	 01	 YSE_FOOTER_HK03_AC
100	 	 	 YSE_SDQUOT_01_Z1	 FOOTER	 	 	 HK03	 	 04	 YSE_FOOTER_HK03_CP
100	 	 	 YSE_SDQUOT_01_Z1	 FOOTER	 	 	 HK03	 	 15	 YSE_FOOTER_HK03_CP
100	 	 	 YSE_SDQUOT_01_Z1	 FOOTER	 	 	 HK03	 	 16	 YSE_FOOTER_HK03_CP
100	 	 	 YSE_SDQUOT_01_Z1	 FOOTER	 	 	 HK03	 	 40	 YSE_FOOTER_HK03_AC
100	 	 	 YSE_SDQUOT_01_Z1	 SIGN_AC	 	 HKGA	 	 	 	 YSE_QUOT_SIGNAC_HKGA
100	 	 	 YSE_SDQUOT_01_Z1	 SIGN_AC	 	 SHTA	 	 	 	 YSE_QUOT_SIGNAC_SHTA
100	 	 	 YSE_SDQUOT_01_Z1	 SIGN_CUST	 	 HKGA	 	 	 	 YSE_QUOT_SIGNCUST_HKGA
100	 	 	 YSE_SDQUOT_01_Z1	 SIGN_CUST	 	 SHTA	 	 	 	 YSE_QUOT_SIGNCUST_SHTA
100	 	 	 YSE_SDQUOT_01_Z3	 END_TXT	 	 MRUA	 	 	 	 YSE_QUOT_END_TXT_MRUA
100	 	 	 YSE_SDQUOT_01_Z3	 FOOTER	 	 	 RU01	 	 01	 YSE_FOOTER_RU01_AC2
100	 	 	 YSE_SDQUOT_01_Z3	 FOOTER	 	 	 RU01	 	 03	 YSE_FOOTER_RU01_CE2
100	 	 	 YSE_SDQUOT_01_Z3	 FOOTER	 	 	 RU01	 	 04	 YSE_FOOTER_RU01_CP2
100	 	 	 YSE_SDQUOT_01_Z3	 FOOTER	 	 	 RU02	 	 01	 YSE_FOOTER_RU02_AC2
100	 	 	 YSE_SDQUOT_01_Z3	 FOOTER	 	 	 RU03	 	 01	 YSE_FOOTER_RU03_AC2
100	 	 	 YSE_SDQUOT_01_Z3	 FOOTER	 	 	 RU03	 	 03	 YSE_FOOTER_RU03_CP2
100	 	 	 YSE_SDQUOT_01_Z3	 FOOTER	 	 	 RU03	 	 04	 YSE_FOOTER_RU03_CP2
100	 	 	 YSE_SDQUOT_01_Z3	 FOOTER	 	 	 RU03	 	 15	 YSE_FOOTER_RU03_CP2
100	 	 	 YSE_SDQUOT_01_Z3	 FOOTER	 	 	 RU04	 	 41	 YSE_FOOTER_RU04_AC2
100	 	 	 YSE_SDQUOT_01_Z3	 SIGN_AC	 	 MRUA	 	 	 	 YSE_QUOT_SIGNAC_MRUA
100	 	 	 YSE_SDQUOT_01_Z3	 SIGN_CUST	 	 MRUA	 	 	 	 YSE_QUOT_SIGNCUST_MRUA
100	 	 	 YSE_SDQUOT_01_Z3	 SIGN_SAL	 	 MRUA	 	 	 	 YSE_QUOT_SIGNSAL_MRUA
100	 	 	 YSE_SD_INVOICE	 END_TXT	 	 HKGA	 	 	 	 YSE_INV_END_TXT_HKGA
100	 	 	 YSE_SD_INVOICE	 END_TXT	 	 POLA	 	 	 	 YSE_INV_END_TXT_POLA
100	 	 	 YSE_SD_INVOICE	 FOOTER	 	 	 PL01	 	 01	 YSE_FOOTER_POLA
100	 	 	 YSE_SD_INVOICE	 FOOTER	 	 	 PL02	 	 01	 YSE_FOOTER_POLA
100	 	 	 YSE_SD_INVOICE	 SIGN_AC	 	 HKGA	 	 	 	 YSE_INV_SIGNAC_HKGA
100	 	 	 YSE_SD_INVOICE	 SIGN_AC	 	 POLA	 	 	 	 YSE_INV_SIGNAC_POLA
100	 	 	 YSE_SD_INVOICE	 SIGN_AC	 	 SHTA	 	 	 	 YSE_INV_SIGNAC_SHTA
100	 	 	 YSE_SD_INVOICE	 SIGN_CUST	 	 POLA	 	 	 	 YSE_INV_SIGNCUST_POLA
100	 	 	 YSE_SD_INVOICE_C1	 END_TXT	 	 CQCA	 	 	 	 YSE_INV_END_TXT_CQCA
100	 	 	 YSE_SD_INVOICE_C1	 END_TXT2	 	 CQCA	 	 	 	 YSE_INV_END_TXT_PROFORMA_CQCA
100	 	 	 YSE_SD_INVOICE_C1	 FOOTER	 	 	 CN06	 	 01	 YSE_FOOTER_CN06
100	 	 	 YSE_SD_INVOICE_C1	 SIGN_AC	 	 CQCA	 	 	 	 YSE_INV_SIGNAC_CQCA
100	 	 	 YSE_SD_INVOICE_CORR_PL	 FOOTER	 	 	 PL01	 	 01	 YSE_FOOTER_POLA
100	 	 	 YSE_SD_INVOICE_CORR_PL	 FOOTER	 	 	 PL02	 	 01	 YSE_FOOTER_POLA
100	 	 	 YSE_SD_INVOICE_CORR_PL_NEW	 FOOTER	 	 	 PL01	 	 01	 YSE_FOOTER_POLA
100	 	 	 YSE_SD_INVOICE_CORR_PL_NEW	 FOOTER	 	 	 PL02	 	 01	 YSE_FOOTER_POLA
100	 	 	 YSE_SD_INVOICE_SF	 FOOTER	 	 	 PL01	 	 	 YSE_FOOTER_POLA
100	 	 	 YSE_SD_INVOICE_SF	 FOOTER	 	 	 PL02	 	 	 YSE_FOOTER_POLA
100	 	 	 YSE_SD_INVOICE_Z1	 END_TXT	 	 HKGA	 	 	 	 YSE_INV_END_TXT_HKGA
100	 	 	 YSE_SD_INVOICE_Z1	 END_TXT	 	 SHTA	 	 	 	 YSE_INV_END_TXT_SHTA
100	 	 	 YSE_SD_INVOICE_Z1	 END_TXT2	 	 HKGA	 	 	 	 YSE_INV_END_TXT_PROFORMA_HKGA
100	 	 	 YSE_SD_INVOICE_Z1	 END_TXT2	 	 SHTA	 	 	 	 YSE_INV_END_TXT_PROFORMA_HKGA
100	 	 	 YSE_SD_INVOICE_Z1	 FOOTER	 	 	 CN01	 	 01	 YSE_FOOTER_CN01
100	 	 	 YSE_SD_INVOICE_Z1	 FOOTER	 	 	 CN02	 	 01	 YSE_FOOTER_CN02
100	 	 	 YSE_SD_INVOICE_Z1	 FOOTER	 	 	 CN03	 	 01	 YSE_FOOTER_CN03_AC
100	 	 	 YSE_SD_INVOICE_Z1	 FOOTER	 	 	 CN04	 	 01	 YSE_FOOTER_CN04_01
100	 	 	 YSE_SD_INVOICE_Z1	 FOOTER	 	 	 HK01	 	 01	 YSE_FOOTER_HK01_01
100	 	 	 YSE_SD_INVOICE_Z1	 FOOTER	 	 	 HK02	 	 01	 YSE_FOOTER_HK02
100	 	 	 YSE_SD_INVOICE_Z1	 FOOTER	 	 	 HK03	 	 01	 YSE_FOOTER_HK03_AC
100	 	 	 YSE_SD_INVOICE_Z1	 FOOTER	 	 	 HK03	 	 04	 YSE_FOOTER_HK03_01_CP
100	 	 	 YSE_SD_INVOICE_Z1	 FOOTER	 	 	 HK03	 	 15	 YSE_FOOTER_HK03_01_CP
100	 	 	 YSE_SD_INVOICE_Z1	 FOOTER	 	 	 HK03	 	 16	 YSE_FOOTER_HK03_01_CP
100	 	 	 YSE_SD_INVOICE_Z1	 FOOTER	 	 	 HK03	 	 40	 YSE_FOOTER_HK03_AC
100	 	 	 YSE_SD_INVOICE_Z1	 SIGN_AC	 	 CODA	 	 	 	 YSE_INV_SIGNAC_CODA
100	 	 	 YSE_SD_INVOICE_Z1	 SIGN_AC	 	 HKGA	 	 	 	 YSE_INV_SIGNAC_HKGA
100	 	 	 YSE_SD_INVOICE_Z1	 SIGN_AC	 	 SHTA	 	 	 	 YSE_INV_SIGNAC_SHTA
100	 	 	 YSE_SD_INVOICE_Z1	 SIGN_CUST	 	 CODA	 	 	 	 YSE_INV_SIGNCUST_CODA
100	 	 	 YSE_SD_INVOICE_Z2	 END_TXT	 	 HKGA	 	 	 	 YSE_INV_END_TXT_HKGA
100	 	 	 YSE_SD_INVOICE_Z2	 END_TXT2	 	 HKGA	 	 	 	 YSE_INV_END_TXT_PROFORMA_HKGA
100	 	 	 YSE_SD_INVOICE_Z2	 FOOTER	 	 	 HK01	 	 01	 YSE_FOOTER_HK01_01
100	 	 	 YSE_SD_INVOICE_Z2	 FOOTER	 	 	 HK02	 	 01	 YSE_FOOTER_HK02
100	 	 	 YSE_SD_INVOICE_Z2	 FOOTER	 	 	 HK03	 	 01	 YSE_FOOTER_HK03_AC
100	 	 	 YSE_SD_INVOICE_Z2	 FOOTER	 	 	 HK03	 	 04	 YSE_FOOTER_HK03_01_CP
100	 	 	 YSE_SD_INVOICE_Z2	 FOOTER	 	 	 HK03	 	 15	 YSE_FOOTER_HK03_01_CP
100	 	 	 YSE_SD_INVOICE_Z2	 FOOTER	 	 	 HK03	 	 16	 YSE_FOOTER_HK03_01_CP
100	 	 	 YSE_SD_INVOICE_Z2	 FOOTER	 	 	 HK03	 	 40	 YSE_FOOTER_HK03_AC
100	 	 	 YSE_SD_INVOICE_Z2	 FOOTER	 	 HKGA	 	 	 	 YSE_INV_SIGNAC_HKGA
100	 	 	 YSE_SD_INVOICE_Z2	 SIGN_AC	 	 HKGA	 	 	 	 YSE_INV_SIGNAC_HKGA
100	 	 	 YSE_SD_ORDERCONFIRM	 FOOTER	 	 	 PL01	 	 	 YSE_FOOTER_POLA
100	 	 	 YSE_SD_ORDERCONFIRM	 FOOTER	 	 	 PL01	 	 01	 YSE_FOOTER_POLA
100	 	 	 YSE_SD_ORDERCONFIRM	 FOOTER	 	 	 PL02	 	 	 YSE_FOOTER_POLA
100	 	 	 YSE_SD_ORDERCONFIRM_Z1	 FOOTER	 	 	 CN01	 	 01	 YSE_FOOTER_CN01
100	 	 	 YSE_SD_ORDERCONFIRM_Z1	 FOOTER	 	 	 CN02	 	 01	 YSE_FOOTER_CN02
100	 	 	 YSE_SD_ORDERCONFIRM_Z1	 FOOTER	 	 	 CN03	 	 01	 YSE_FOOTER_CN03_AC
100	 	 	 YSE_SD_ORDERCONFIRM_Z1	 FOOTER	 	 	 HK01	 	 01	 YSE_FOOTER_HK01
100	 	 	 YSE_SD_ORDERCONFIRM_Z1	 FOOTER	 	 	 HK02	 	 01	 YSE_FOOTER_HK02
100	 	 	 YSE_SD_ORDERCONFIRM_Z1	 FOOTER	 	 	 HK03	 	 01	 YSE_FOOTER_HK03_AC
100	 	 	 YSE_SD_ORDERCONFIRM_Z1	 FOOTER	 	 	 HK03	 	 04	 YSE_FOOTER_HK03_CP
100	 	 	 YSE_SD_ORDERCONFIRM_Z1	 FOOTER	 	 	 HK03	 	 15	 YSE_FOOTER_HK03_CP
100	 	 	 YSE_SD_ORDERCONFIRM_Z1	 FOOTER	 	 	 HK03	 	 16	 YSE_FOOTER_HK03_CP
100	 	 	 YSE_SD_ORDERCONFIRM_Z1	 FOOTER	 	 	 HK03	 	 40	 YSE_FOOTER_HK03_AC
100	 	 	 YSE_SD_ORDERCONFIRM_Z3	 FOOTER	 	 	 RU01	 	 01	 YSE_FOOTER_RU01_AC
100	 	 	 YSE_SD_ORDERCONFIRM_Z3	 FOOTER	 	 	 RU01	 	 03	 YSE_FOOTER_RU01_CE
100	 	 	 YSE_SD_ORDERCONFIRM_Z3	 FOOTER	 	 	 RU01	 	 04	 YSE_FOOTER_RU01_CP
100	 	 	 YSE_SD_ORDERCONFIRM_Z3	 FOOTER	 	 	 RU02	 	 01	 YSE_FOOTER_RU02_AC
100	 	 	 YSE_SD_ORDERCONFIRM_Z3	 FOOTER	 	 	 RU03	 	 01	 YSE_FOOTER_RU03_AC
100	 	 	 YSE_SD_ORDERCONFIRM_Z3	 FOOTER	 	 	 RU03	 	 03	 YSE_FOOTER_RU03_CP
100	 	 	 YSE_SD_ORDERCONFIRM_Z3	 FOOTER	 	 	 RU03	 	 04	 YSE_FOOTER_RU03_CP
100	 	 	 YSE_SD_ORDERCONFIRM_Z3	 FOOTER	 	 	 RU03	 	 15	 YSE_FOOTER_RU03_CP
100	 	 	 YSE_SD_ORDERCONFIRM_Z3	 FOOTER	 	 	 RU04	 	 41	 YSE_FOOTER_RU04_AC
100	 	 	 YSE_SD_ORDERCONFIRM_Z3	 SIGN_CUST	 	 MRUA	 	 	 	 YSE_SD_ORD_SIGNCUST_MRUA
100	 	 	 YSE_SD_ORDERCONFIRM_Z3	 SIGN_SAL	 	 MRUA	 	 	 	 YSE_SD_ORD_SIGNSAL_MRUA
100	 	 	 YSE_SD_PO	 FOOTER	 	 	 	 PL01	 	 YSE_FOOTER_POLA
100	 	 	 YSE_SD_PO	 FOOTER	 	 	 	 PL02	 	 YSE_FOOTER_POLA
100	 	 	 YSE_SD_PO	 SELL_ADDR	 	 	 	 PL01	 	 YSE_PO_ADDRESS_PL01_BILL_TO
100	 	 	 YSE_SD_PO	 SELL_ADDR	 	 	 	 PL02	 	 YSE_PO_ADDRESS_PL01_BILL_TO
100	 	 	 YSE_SD_PO	 SIGN_AC	 	 POLA	 	 	 	 YSE_PO_SIGNAC
100	 	 	 YSE_SD_PO_Z1	 END_TXT	 	 CQCA	 	 	 	 YSE_PO_END_TXT_CQCA
100	 	 	 YSE_SD_PO_Z1	 END_TXT	 	 SHTA	 	 	 	 YSE_PO_END_TXT_SHTA
100	 	 	 YSE_SD_PO_Z1	 FOOTER	 	 	 	 CN01	 	 YSE_FOOTER_CN01
100	 	 	 YSE_SD_PO_Z1	 FOOTER	 	 	 	 CN01	 01	 YSE_FOOTER_CN01
100	 	 	 YSE_SD_PO_Z1	 FOOTER	 	 	 	 CN02	 	 YSE_FOOTER_CN02
100	 	 	 YSE_SD_PO_Z1	 FOOTER	 	 	 	 CN02	 01	 YSE_FOOTER_CN02
100	 	 	 YSE_SD_PO_Z1	 FOOTER	 	 	 	 CN03	 	 YSE_FOOTER_CN03_AC
100	 	 	 YSE_SD_PO_Z1	 FOOTER	 	 	 	 CN03	 01	 YSE_FOOTER_CN03_AC
100	 	 	 YSE_SD_PO_Z1	 FOOTER	 	 	 	 CN06	 	 YSE_FOOTER_CN06
100	 	 	 YSE_SD_PO_Z1	 FOOTER	 	 	 	 HK01	 	 YSE_FOOTER_HK01
100	 	 	 YSE_SD_PO_Z1	 FOOTER	 	 	 	 HK01	 01	 YSE_FOOTER_HK01
100	 	 	 YSE_SD_PO_Z1	 FOOTER	 	 	 	 HK02	 	 YSE_FOOTER_HK02
100	 	 	 YSE_SD_PO_Z1	 FOOTER	 	 	 	 HK02	 01	 YSE_FOOTER_HK02
100	 	 	 YSE_SD_PO_Z1	 FOOTER	 	 	 	 HK03	 	 YSE_FOOTER_HK03_AC
100	 	 	 YSE_SD_PO_Z1	 FOOTER	 	 	 	 HK03	 01	 YSE_FOOTER_HK03_AC
100	 	 	 YSE_SD_PO_Z1	 SELL_ADDR	 	 	 	 CN01	 	 YSE_ADDR_CN01_PURCHORG
100	 	 	 YSE_SD_PO_Z1	 SELL_ADDR	 	 	 	 CN02	 	 YSE_ADDR_CN02_PURCHORG
100	 	 	 YSE_SD_PO_Z1	 SELL_ADDR	 	 	 	 CN03	 	 YSE_ADDR_CN03_PURCHORG
100	 	 	 YSE_SD_PO_Z1	 SELL_ADDR	 	 	 	 CN06	 	 YSE_ADDR_CN06_PURCHORG
100	 	 	 YSE_SD_PO_Z1	 SELL_ADDR	 	 	 	 CN07	 	 YSE_ADDR_CN02_PURCHORG
100	 	 	 YSE_SD_PO_Z1	 SELL_ADDR	 	 	 	 HK01	 	 YSE_ADDR_HK01_PURCHORG
100	 	 	 YSE_SD_PO_Z1	 SELL_ADDR	 	 	 	 HK02	 	 YSE_ADDR_HK02_PURCHORG
100	 	 	 YSE_SD_PO_Z1	 SELL_ADDR	 	 	 	 HK03	 	 YSE_ADDR_HK03_PURCHORG
100	 	 	 YSE_SD_PO_Z1	 SIGN_AC	 	 CQCA	 	 	 	 YSE_PO_SIGNAC
100	 	 	 YSE_SD_PO_Z1	 SIGN_AC	 	 HKGA	 	 	 	 YSE_PO_SIGNAC
100	 	 	 YSE_SD_PO_Z1	 SIGN_AC	 	 SHTA	 	 	 	 YSE_PO_SIGNAC
100	 	 	 YSE_SD_PO_Z3	 END_TXT	 	 MRUA	 	 	 	 YSE_END_TEXT_MRUA
100	 	 	 YSE_SD_PO_Z3	 FOOTER	 	 	 	 RU01	 	 YSE_FOOTER_RU01_AC
100	 	 	 YSE_SD_PO_Z3	 FOOTER	 	 	 	 RU02	 	 YSE_FOOTER_RU02_AC
100	 	 	 YSE_SD_PO_Z3	 FOOTER	 	 	 	 RU03	 	 YSE_FOOTER_RU03_AC
100	 	 	 YSE_SD_PO_Z3	 FOOTER	 	 	 	 RU04	 	 YSE_FOOTER_RU04_AC
100	 	 	 YSE_SD_PO_Z3	 FOOTER	 	 	 	 XR01	 	 YSE_FOOTER_XR01_AC
100	 	 	 YSE_SD_PO_Z3	 FOOTER	 	 MRUA	 	 	 	 YSE_FOOTER_MRUA
100	 	 	 YSE_SD_PO_Z3	 SIGN_AC	 	 MRUA	 	 	 	 YSE_PO_SIGNAC
100	 	 	 YSE_SJOT_SD_Z3	 END_TXT	 	 	 RU01	 	 01	 YSE_QUOT_END_TXT_MRUA_SAL
100	 	 	 YSE_SJOT_SD_Z3	 END_TXT	 	 	 RU01	 	 03	 YSE_QUOT_END_TXT_MRUA_SAL
100	 	 	 YSE_SJOT_SD_Z3	 END_TXT	 	 	 RU01	 	 04	 YSE_QUOT_END_TXT_MRUA_SAL
100	 	 	 YSE_SJOT_SD_Z3	 END_TXT	 	 	 RU02	 	 01	 YSE_QUOT_END_TXT_MRUA_SAL_CMT
100	 	 	 YSE_SJOT_SD_Z3	 END_TXT	 	 	 RU03	 	 01	 YSE_QUOT_END_TXT_MRUA_SAL_IT
100	 	 	 YSE_SJOT_SD_Z3	 END_TXT	 	 	 RU03	 	 03	 YSE_QUOT_END_TXT_MRUA_SAL_IT_CMT
100	 	 	 YSE_SJOT_SD_Z3	 END_TXT	 	 	 RU04	 	 41	 YSE_QUOT_END_TXT_MRUA_SAL_CMT
100	 	 	 YSE_SJOT_SD_Z3	 FOOTER	 	 	 RU01	 	 01	 YSE_FOOTER_RU01_AC2
100	 	 	 YSE_SJOT_SD_Z3	 FOOTER	 	 	 RU01	 	 03	 YSE_FOOTER_RU01_CE2
100	 	 	 YSE_SJOT_SD_Z3	 FOOTER	 	 	 RU01	 	 04	 YSE_FOOTER_RU01_CP2
100	 	 	 YSE_SJOT_SD_Z3	 FOOTER	 	 	 RU02	 	 01	 YSE_FOOTER_RU02_AC2
100	 	 	 YSE_SJOT_SD_Z3	 FOOTER	 	 	 RU03	 	 01	 YSE_FOOTER_RU03_AC2
100	 	 	 YSE_SJOT_SD_Z3	 FOOTER	 	 	 RU03	 	 03	 YSE_FOOTER_RU03_CP2
100	 	 	 YSE_SJOT_SD_Z3	 FOOTER	 	 	 RU03	 	 04	 YSE_FOOTER_RU03_CP2
100	 	 	 YSE_SJOT_SD_Z3	 FOOTER	 	 	 RU03	 	 15	 YSE_FOOTER_RU03_CP2
100	 	 	 YSE_SJOT_SD_Z3	 FOOTER	 	 	 RU04	 	 41	 YSE_FOOTER_RU04_AC2
100	 	 	 YSE_SJOT_SD_Z3	 SIGN_AC	 	 MRUA	 	 	 	 YSE_QUOT_SIGNAC_MRUA
100	 	 	 YSE_SJOT_SD_Z3	 SIGN_CUST	 	 MRUA	 	 	 	 YSE_QUOT_SIGNCUST_MRUA
100	 	 	 YSE_SJOT_SD_Z3	 SIGN_SAL	 	 MRUA	 	 	 	 YSE_QUOT_SIGNSAL_MRUA
100	 	 	 YSE_SJOT_Z3	 END_TXT	 	 MRUA	 	 	 	 YSE_SJOT_END_TXT_MRUA
100	 	 	 YSE_SJOT_Z3	 FOOTER	 	 	 RU01	 	 01	 YSE_FOOTER_RU01_AC
100	 	 	 YSE_SJOT_Z3	 FOOTER	 	 	 RU01	 	 03	 YSE_FOOTER_RU01_CE
100	 	 	 YSE_SJOT_Z3	 FOOTER	 	 	 RU01	 	 04	 YSE_FOOTER_RU01_CP
100	 	 	 YSE_SJOT_Z3	 FOOTER	 	 	 RU02	 	 01	 YSE_FOOTER_RU02_AC
100	 	 	 YSE_SJOT_Z3	 FOOTER	 	 	 RU03	 	 01	 YSE_FOOTER_RU03_AC
100	 	 	 YSE_SJOT_Z3	 FOOTER	 	 	 RU03	 	 03	 YSE_FOOTER_RU03_CP
100	 	 	 YSE_SJOT_Z3	 FOOTER	 	 	 RU03	 	 04	 YSE_FOOTER_RU03_CP
100	 	 	 YSE_SJOT_Z3	 FOOTER	 	 	 RU03	 	 15	 YSE_FOOTER_RU03_CP
100	 	 	 YSE_SJOT_Z3	 FOOTER	 	 	 RU04	 	 41	 YSE_FOOTER_RU04_AC
100	 	 	 YSE_SJOT_Z3	 SIGN_AC	 	 MRUA	 	 	 	 YSE_QUOT_SIGNAC_MRUA
100	 	 	 YSE_SJOT_Z3	 SIGN_CUST	 	 MRUA	 	 	 	 YSE_QUOT_SIGNCUST_MRUA
100	 	 	 YSE_SJOT_Z3	 SIGN_SAL	 	 MRUA	 	 	 	 YSE_QUOT_SIGNSAL_MRUA
100	 FIBI	 	 	 BANK_INFO	 	 POLA	 	 	 	 YSE_FOOTER_PL01_BANK
100	 FIBI	 	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_PL01_BOTTOM
100	 KGHM	 V3	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
