Table to stear Standard text elements for layouts


MANDT	 KSCHL	 KAPPL	 FNAME	 AREA	 WERKS	 BUKRS	 VKORG	 EKORG	 SPART	 TDNAME
X	 X	 X	 X	 X	 X	 X	 X	 X	 X	
MANDT-CLNT(3)	 KSCHL-CHAR(4)	 KAPPL-CHAR(2)	 TDSFNAME-CHAR(30)	 YSE_AREA-CHAR(30)	 WERKS-CHAR(4)	 BUKRS-CHAR(4)	 VKORG-CHAR(4)	 EKORG-CHAR(4)	 SPART-CHAR(2)	 TDOBNAME-CHAR(70)
100	 KGHM	 V3	 	 BANK_INFO	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BANK
100	 KGHM	 V3	 	 BOTTOM_TXT	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BOTTOM
100	 KGHM	 V3	 	 BOTTOM_TXT	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BOTTOM
100	 KGHM	 V3	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 Z001	 V6	 	 	 	 	 	 	 	
100	 Z001	 V6	 	 CASEL_HEAD	 	 	 CN01	 	 01	 YSE_CASEL_HEAD_CN01_01
100	 Z001	 V6	 	 CASEL_HEAD	 	 	 CN01	 	 07	 YSE_CASEL_HEAD_CN01_07
100	 Z001	 V6	 	 CASEL_HEAD	 	 	 CN01	 	 31	 YSE_CASEL_HEAD_CN01_31
100	 Z001	 V6	 	 CASEL_HEAD	 	 	 CN02	 	 	 YSE_CASEL_HEAD_CN02
100	 Z001	 V6	 	 CASEL_HEAD	 	 	 CN05	 	 01	 YSE_CASEL_HEAD_CN01_01
100	 Z001	 V6	 	 CASEL_HEAD	 	 	 CN05	 	 07	 YSE_CASEL_HEAD_CN01_07
100	 Z001	 V6	 	 CASEL_HEAD	 	 	 CN05	 	 31	 YSE_CASEL_HEAD_CN01_31
100	 Z001	 V6	 	 CASEL_HEAD	 	 	 CN06	 	 01	 YSE_CASEL_HEAD_CN06_01
100	 Z001	 V6	 	 HEAD_TEXT	 	 	 	 	 	 YSE_CASEL_HEAD_CN_01
100	 Z002	 V3	 	 BANK_INFO	 	 	 CN06	 	 	 YSE_FOOTER_CN06_BANK
100	 Z002	 V3	 	 BOTTOM_TXT	 	 	 CN06	 	 	 YSE_FOOTER_CN06_BOTTOM
100	 Z5WL	 V3	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
100	 Z5WL	 V3	 	 BOTTOM_TXT	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BOTTOM
100	 Z5WL	 V3	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 Z5WR	 V3	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
100	 Z5WR	 V3	 	 BOTTOM_TXT	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BOTTOM
100	 Z5WR	 V3	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 ZAM1	 V1	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
100	 ZAM1	 V1	 	 BANK_INFO	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BANK
100	 ZAM1	 V1	 	 BOTTOM_TXT	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BOTTOM
100	 ZAM1	 V1	 	 BOTTOM_TXT	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BOTTOM
100	 ZAM1	 V1	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 ZAM1	 V3	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
100	 ZAM1	 V3	 	 BANK_INFO	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BANK
100	 ZAM1	 V3	 	 BOTTOM_TXT	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BOTTOM
100	 ZAM1	 V3	 	 BOTTOM_TXT	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BOTTOM
100	 ZAM1	 V3	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 ZAM2	 V1	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
100	 ZAM2	 V1	 	 BANK_INFO	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BANK
100	 ZAM2	 V1	 	 BOTTOM_TXT	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BOTTOM
100	 ZAM2	 V1	 	 BOTTOM_TXT	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BOTTOM
100	 ZAM2	 V1	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 ZAM2	 V3	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
100	 ZAM2	 V3	 	 BANK_INFO	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BANK
100	 ZAM2	 V3	 	 BOTTOM_TXT	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BOTTOM
100	 ZAM2	 V3	 	 BOTTOM_TXT	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BOTTOM
100	 ZAM2	 V3	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 ZAM3	 V1	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
100	 ZAM3	 V1	 	 BANK_INFO	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BANK
100	 ZAM3	 V1	 	 BOTTOM_TXT	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BOTTOM
100	 ZAM3	 V1	 	 BOTTOM_TXT	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BOTTOM
100	 ZAM3	 V1	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 ZAM3	 V3	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
100	 ZAM3	 V3	 	 BANK_INFO	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BANK
100	 ZAM3	 V3	 	 BOTTOM_TXT	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BOTTOM
100	 ZAM3	 V3	 	 BOTTOM_TXT	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BOTTOM
100	 ZAM3	 V3	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 ZAM4	 V3	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
100	 ZAM4	 V3	 	 BANK_INFO	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BANK
100	 ZAM4	 V3	 	 BOTTOM_TXT	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BOTTOM
100	 ZAM4	 V3	 	 BOTTOM_TXT	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BOTTOM
100	 ZAM4	 V3	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 ZBA1	 V1	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
100	 ZBA1	 V1	 	 BANK_INFO	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BANK
100	 ZBA1	 V1	 	 BANK_INFO	 	 POLA	 	 	 	 YSE_FOOTER_PL01_BANK
100	 ZBA1	 V1	 	 BOTTOM_TXT	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BOTTOM
100	 ZBA1	 V1	 	 BOTTOM_TXT	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BOTTOM
100	 ZBA1	 V1	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_PL01_BOTTOM
100	 ZBA1	 V1	 	 END_TXT	 	 	 RU01	 	 	 YSE_QUOT_END_TXT_MRUA_SAL2
100	 ZBA1	 V1	 	 END_TXT	 	 	 RU02	 	 	 YSE_QUOT_END_TXT_MRUA_SAL2
100	 ZBA1	 V1	 	 END_TXT	 	 	 RU03	 	 01	 YSE_ORDCONF_END_TXT_RU03_AC
100	 ZBA1	 V1	 	 END_TXT	 	 	 RU03	 	 04	 YSE_ORDCONF_END_TXT_RU03_CP
100	 ZBA1	 V1	 	 END_TXT	 	 	 RU04	 	 41	 YSE_QUOT_END_TXT_MRUA_SAL2
100	 ZBA1	 V1	 	 END_TXT	 	 HKGA	 	 	 	 YSE_ORC_END_TXT
100	 ZBA1	 V1	 	 END_TXT	 	 POLA	 	 	 	 YSE_ORC_END_TXT
100	 ZBA1	 V1	 	 END_TXT	 	 SHTA	 	 	 	 YSE_ORC_END_TXT
100	 ZBA1	 V1	 	 SIGN_AC	 	 HKGA	 	 	 	 YSE_ORC_SIGNAC
100	 ZBA1	 V1	 	 SIGN_AC	 	 MRUA	 	 	 	 YSE_SD_ORD_SIGNAC_MRUA
100	 ZBA1	 V1	 	 SIGN_AC	 	 POLA	 	 	 	 YSE_ORC_SIGNAC
100	 ZBA1	 V1	 	 SIGN_AC	 	 SHTA	 	 	 	 YSE_ORC_SIGNAC
100	 ZDEL	 ME	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
100	 ZDEL	 ME	 	 BANK_INFO	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BANK
100	 ZDEL	 ME	 	 BANK_INFO	 	 POLA	 	 	 	 YSE_FOOTER_PL02_BANK
100	 ZDEL	 ME	 	 BOTTOM_TXT	 	 	 PL01	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 ZDEL	 ME	 	 BOTTOM_TXT	 	 	 PL02	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 ZDEL	 ME	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 ZI5L	 V3	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
100	 ZI5L	 V3	 	 BOTTOM_TXT	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BOTTOM
100	 ZI5L	 V3	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 ZI5R	 V3	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
100	 ZI5R	 V3	 	 BOTTOM_TXT	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BOTTOM
100	 ZI5R	 V3	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 ZI5T	 V3	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
100	 ZI5T	 V3	 	 BOTTOM_TXT	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BOTTOM
100	 ZI5T	 V3	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 ZIVL	 V3	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
100	 ZIVL	 V3	 	 BOTTOM_TXT	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BOTTOM
100	 ZIVL	 V3	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 ZIVR	 V3	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
100	 ZIVR	 V3	 	 BOTTOM_TXT	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BOTTOM
100	 ZIVR	 V3	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 ZIVT	 V3	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
100	 ZIVT	 V3	 	 BOTTOM_TXT	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BOTTOM
100	 ZIVT	 V3	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 ZLD0	 V2	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
100	 ZLD0	 V2	 	 BANK_INFO	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BANK
100	 ZLD0	 V2	 	 BOTTOM_TXT	 	 	 PL01	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 ZLD0	 V2	 	 BOTTOM_TXT	 	 	 PL02	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 ZLD0	 V2	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 ZN01	 V1	 	 BANK_INFO	 	 	 CN01	 	 	 YSE_FOOTER_CN01_BANK
100	 ZN01	 V1	 	 BANK_INFO	 	 	 CN02	 	 	 YSE_FOOTER_CN02_BANK
100	 ZN01	 V1	 	 BANK_INFO	 	 	 CN03	 	 	 YSE_FOOTER_CN03_BANK
100	 ZN01	 V1	 	 BANK_INFO	 	 	 HK01	 	 	 YSE_FOOTER_HK01_BANK
100	 ZN01	 V1	 	 BANK_INFO	 	 	 HK02	 	 	 YSE_FOOTER_HK02_BANK
100	 ZN01	 V1	 	 BANK_INFO	 	 	 HK03	 	 	 YSE_FOOTER_HK03_BANK
100	 ZN01	 V1	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
100	 ZN01	 V1	 	 BANK_INFO	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BANK
100	 ZOC4	 V1	 	 END_TXT	 	 HKGA	 	 	 	 YSE_ORC_END_TXT
100	 ZOC4	 V1	 	 END_TXT	 	 POLA	 	 	 	 YSE_ORC_END_TXT
100	 ZOC4	 V1	 	 END_TXT	 	 SHTA	 	 	 	 YSE_ORC_END_TXT
100	 ZOC4	 V1	 	 SIGN_AC	 	 HKGA	 	 	 	 YSE_ORC_SIGNAC
100	 ZOC4	 V1	 	 SIGN_AC	 	 POLA	 	 	 	 YSE_ORC_SIGNAC
100	 ZOC4	 V1	 	 SIGN_AC	 	 SHTA	 	 	 	 YSE_ORC_SIGNAC
100	 ZR01	 V3	 	 BANK_INFO	 	 	 CN01	 	 	 YSE_FOOTER_CN01_BANK
100	 ZR01	 V3	 	 BANK_INFO	 	 	 CN02	 	 	 YSE_FOOTER_CN02_BANK
100	 ZR01	 V3	 	 BANK_INFO	 	 	 CN03	 	 	 YSE_FOOTER_CN03_BANK
100	 ZR01	 V3	 	 BANK_INFO	 	 	 HK01	 	 	 YSE_FOOTER_HK01_BANK
100	 ZR01	 V3	 	 BANK_INFO	 	 	 HK02	 	 	 YSE_FOOTER_HK02_BANK
100	 ZR01	 V3	 	 BANK_INFO	 	 	 HK03	 	 	 YSE_FOOTER_HK03_BANK
100	 ZR01	 V3	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
100	 ZR01	 V3	 	 BANK_INFO	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BANK
100	 ZR01	 V3	 	 BOTTOM_TXT	 	 	 CN01	 	 	 YSE_FOOTER_CN01_BOTTOM
100	 ZR01	 V3	 	 BOTTOM_TXT	 	 	 CN02	 	 	 YSE_FOOTER_CN02_BOTTOM
100	 ZR01	 V3	 	 BOTTOM_TXT	 	 	 CN03	 	 	 YSE_FOOTER_CN03_BOTTOM
100	 ZR01	 V3	 	 BOTTOM_TXT	 	 	 HK01	 	 	 YSE_FOOTER_HK01_BOTTOM
100	 ZR01	 V3	 	 BOTTOM_TXT	 	 	 HK02	 	 	 YSE_FOOTER_HK02_BOTTOM
100	 ZR01	 V3	 	 BOTTOM_TXT	 	 	 HK03	 	 	 YSE_FOOTER_HK03_BOTTOM
100	 ZR01	 V3	 	 BOTTOM_TXT	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BOTTOM
100	 ZR01	 V3	 	 BOTTOM_TXT	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BOTTOM
100	 ZR01	 V3	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 ZR01	 V3	 	 SPEC_TAX_T	 	 	 PL01	 	 	 YSE_FOOTER_POLA_INV_TAX
100	 ZR01	 V3	 	 SPEC_TAX_T	 	 	 PL02	 	 	 YSE_FOOTER_POLA_INV_TAX
100	 ZR01	 V3	 	 SPEC_TAX_T	 	 POLA	 	 	 	 YSE_FOOTER_POLA_INV_TAX
100	 ZR02	 V3	 	 BANK_INFO	 	 	 CN01	 	 	 YSE_FOOTER_CN01_BANK
100	 ZR02	 V3	 	 BANK_INFO	 	 	 CN02	 	 	 YSE_FOOTER_CN02_BANK
100	 ZR02	 V3	 	 BANK_INFO	 	 	 CN03	 	 	 YSE_FOOTER_CN03_BANK
100	 ZR02	 V3	 	 BANK_INFO	 	 	 HK01	 	 	 YSE_FOOTER_HK01_BANK
100	 ZR02	 V3	 	 BANK_INFO	 	 	 HK02	 	 	 YSE_FOOTER_HK02_BANK
100	 ZR02	 V3	 	 BANK_INFO	 	 	 HK03	 	 	 YSE_FOOTER_HK03_BANK
100	 ZR02	 V3	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
100	 ZR02	 V3	 	 BANK_INFO	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BANK
100	 ZR02	 V3	 	 BOTTOM_TXT	 	 	 CN01	 	 	 YSE_FOOTER_CN01_BOTTOM
100	 ZR02	 V3	 	 BOTTOM_TXT	 	 	 CN02	 	 	 YSE_FOOTER_CN02_BOTTOM
100	 ZR02	 V3	 	 BOTTOM_TXT	 	 	 CN03	 	 	 YSE_FOOTER_CN03_BOTTOM
100	 ZR02	 V3	 	 BOTTOM_TXT	 	 	 HK01	 	 	 YSE_FOOTER_HK01_BOTTOM
100	 ZR02	 V3	 	 BOTTOM_TXT	 	 	 HK02	 	 	 YSE_FOOTER_HK02_BOTTOM
100	 ZR02	 V3	 	 BOTTOM_TXT	 	 	 HK03	 	 	 YSE_FOOTER_HK03_BOTTOM
100	 ZR02	 V3	 	 BOTTOM_TXT	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BOTTOM
100	 ZR02	 V3	 	 BOTTOM_TXT	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BOTTOM
100	 ZR02	 V3	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 ZR02	 V3	 	 SPEC_TAX_T	 	 	 PL01	 	 	 YSE_FOOTER_POLA_INV_TAX
100	 ZR02	 V3	 	 SPEC_TAX_T	 	 	 PL02	 	 	 YSE_FOOTER_POLA_INV_TAX
100	 ZR02	 V3	 	 SPEC_TAX_T	 	 POLA	 	 	 	 YSE_FOOTER_POLA_INV_TAX
100	 ZR03	 V3	 	 BANK_INFO	 	 	 CN01	 	 	 YSE_FOOTER_CN01_BANK
100	 ZR03	 V3	 	 BANK_INFO	 	 	 CN02	 	 	 YSE_FOOTER_CN02_BANK
100	 ZR03	 V3	 	 BANK_INFO	 	 	 CN03	 	 	 YSE_FOOTER_CN03_BANK
100	 ZR03	 V3	 	 BANK_INFO	 	 	 HK01	 	 	 YSE_FOOTER_HK01_BANK
100	 ZR03	 V3	 	 BANK_INFO	 	 	 HK02	 	 	 YSE_FOOTER_HK02_BANK
100	 ZR03	 V3	 	 BANK_INFO	 	 	 HK03	 	 	 YSE_FOOTER_HK03_BANK
100	 ZR03	 V3	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
100	 ZR03	 V3	 	 BANK_INFO	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BANK
100	 ZR03	 V3	 	 BOTTOM_TXT	 	 	 CN01	 	 	 YSE_FOOTER_CN01_BOTTOM
100	 ZR03	 V3	 	 BOTTOM_TXT	 	 	 CN02	 	 	 YSE_FOOTER_CN02_BOTTOM
100	 ZR03	 V3	 	 BOTTOM_TXT	 	 	 CN03	 	 	 YSE_FOOTER_CN03_BOTTOM
100	 ZR03	 V3	 	 BOTTOM_TXT	 	 	 HK01	 	 	 YSE_FOOTER_HK01_BOTTOM
100	 ZR03	 V3	 	 BOTTOM_TXT	 	 	 HK02	 	 	 YSE_FOOTER_HK02_BOTTOM
100	 ZR03	 V3	 	 BOTTOM_TXT	 	 	 HK03	 	 	 YSE_FOOTER_HK03_BOTTOM
100	 ZR03	 V3	 	 BOTTOM_TXT	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BOTTOM
100	 ZR03	 V3	 	 BOTTOM_TXT	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BOTTOM
100	 ZR03	 V3	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 ZR03	 V3	 	 SPEC_TAX_T	 	 	 PL01	 	 	 YSE_FOOTER_POLA_INV_TAX
100	 ZR03	 V3	 	 SPEC_TAX_T	 	 	 PL02	 	 	 YSE_FOOTER_POLA_INV_TAX
100	 ZR03	 V3	 	 SPEC_TAX_T	 	 POLA	 	 	 	 YSE_FOOTER_POLA_INV_TAX
100	 ZR04	 V3	 	 BANK_INFO	 	 	 CN01	 	 	 YSE_FOOTER_CN01_BANK
100	 ZR04	 V3	 	 BANK_INFO	 	 	 CN02	 	 	 YSE_FOOTER_CN02_BANK
100	 ZR04	 V3	 	 BANK_INFO	 	 	 CN03	 	 	 YSE_FOOTER_CN03_BANK
100	 ZR04	 V3	 	 BANK_INFO	 	 	 HK01	 	 	 YSE_FOOTER_HK01_BANK
100	 ZR04	 V3	 	 BANK_INFO	 	 	 HK02	 	 	 YSE_FOOTER_HK02_BANK
100	 ZR04	 V3	 	 BANK_INFO	 	 	 HK03	 	 	 YSE_FOOTER_HK03_BANK
100	 ZR04	 V3	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
100	 ZR04	 V3	 	 BANK_INFO	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BANK
100	 ZR04	 V3	 	 BOTTOM_TXT	 	 	 CN01	 	 	 YSE_FOOTER_CN01_BOTTOM
100	 ZR04	 V3	 	 BOTTOM_TXT	 	 	 CN02	 	 	 YSE_FOOTER_CN02_BOTTOM
100	 ZR04	 V3	 	 BOTTOM_TXT	 	 	 CN03	 	 	 YSE_FOOTER_CN03_BOTTOM
100	 ZR04	 V3	 	 BOTTOM_TXT	 	 	 HK01	 	 	 YSE_FOOTER_HK01_BOTTOM
100	 ZR04	 V3	 	 BOTTOM_TXT	 	 	 HK02	 	 	 YSE_FOOTER_HK02_BOTTOM
100	 ZR04	 V3	 	 BOTTOM_TXT	 	 	 HK03	 	 	 YSE_FOOTER_HK03_BOTTOM
100	 ZR04	 V3	 	 BOTTOM_TXT	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BOTTOM
100	 ZR04	 V3	 	 BOTTOM_TXT	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BOTTOM
100	 ZR04	 V3	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 ZR04	 V3	 	 SPEC_TAX_T	 	 	 PL01	 	 	 YSE_FOOTER_POLA_INV_TAX
100	 ZR04	 V3	 	 SPEC_TAX_T	 	 	 PL02	 	 	 YSE_FOOTER_POLA_INV_TAX
100	 ZR04	 V3	 	 SPEC_TAX_T	 	 POLA	 	 	 	 YSE_FOOTER_POLA_INV_TAX
100	 ZR05	 V3	 	 BANK_INFO	 	 	 CN01	 	 	 YSE_FOOTER_CN01_BANK
100	 ZR05	 V3	 	 BANK_INFO	 	 	 CN02	 	 	 YSE_FOOTER_CN02_BANK
100	 ZR05	 V3	 	 BANK_INFO	 	 	 CN03	 	 	 YSE_FOOTER_CN03_BANK
100	 ZR05	 V3	 	 BANK_INFO	 	 	 HK01	 	 	 YSE_FOOTER_HK01_BANK
100	 ZR05	 V3	 	 BANK_INFO	 	 	 HK02	 	 	 YSE_FOOTER_HK02_BANK
100	 ZR05	 V3	 	 BANK_INFO	 	 	 HK03	 	 	 YSE_FOOTER_HK03_BANK
100	 ZR05	 V3	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
100	 ZR05	 V3	 	 BANK_INFO	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BANK
100	 ZR05	 V3	 	 BOTTOM_TXT	 	 	 CN01	 	 	 YSE_FOOTER_CN01_BOTTOM
100	 ZR05	 V3	 	 BOTTOM_TXT	 	 	 CN02	 	 	 YSE_FOOTER_CN02_BOTTOM
100	 ZR05	 V3	 	 BOTTOM_TXT	 	 	 CN03	 	 	 YSE_FOOTER_CN03_BOTTOM
100	 ZR05	 V3	 	 BOTTOM_TXT	 	 	 HK01	 	 	 YSE_FOOTER_HK01_BOTTOM
100	 ZR05	 V3	 	 BOTTOM_TXT	 	 	 HK02	 	 	 YSE_FOOTER_HK02_BOTTOM
100	 ZR05	 V3	 	 BOTTOM_TXT	 	 	 HK03	 	 	 YSE_FOOTER_HK03_BOTTOM
100	 ZR05	 V3	 	 BOTTOM_TXT	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BOTTOM
100	 ZR05	 V3	 	 BOTTOM_TXT	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BOTTOM
100	 ZR05	 V3	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 ZR05	 V3	 	 SPEC_TAX_T	 	 	 PL01	 	 	 YSE_FOOTER_POLA_INV_TAX
100	 ZR05	 V3	 	 SPEC_TAX_T	 	 	 PL02	 	 	 YSE_FOOTER_POLA_INV_TAX
100	 ZR05	 V3	 	 SPEC_TAX_T	 	 POLA	 	 	 	 YSE_FOOTER_POLA_INV_TAX
100	 ZR06	 V3	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
100	 ZR06	 V3	 	 BANK_INFO	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BANK
100	 ZR06	 V3	 	 BOTTOM_TXT	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BOTTOM
100	 ZR06	 V3	 	 BOTTOM_TXT	 	 	 PL02	 	 	 YSE_FOOTER_PL02_BOTTOM
100	 ZR06	 V3	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 ZR06	 V3	 	 SPEC_TAX_T	 	 	 PL01	 	 	 YSE_FOOTER_POLA_INV_TAX
100	 ZR06	 V3	 	 SPEC_TAX_T	 	 	 PL02	 	 	 YSE_FOOTER_POLA_INV_TAX
100	 ZR06	 V3	 	 SPEC_TAX_T	 	 POLA	 	 	 	 YSE_FOOTER_POLA_INV_TAX
100	 ZRCI	 V3	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
100	 ZRCI	 V3	 	 BOTTOM_TXT	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BOTTOM
100	 ZRCI	 V3	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_POLA_BOTTOM
100	 ZRCI	 V3	 	 SPEC_TAX_T	 	 	 PL01	 	 	 YSE_FOOTER_POLA_INV_TAX
100	 ZRCI	 V3	 	 SPEC_TAX_T	 	 POLA	 	 	 	 YSE_FOOTER_POLA_INV_TAX
100	 ZRCO	 V2	 	 BANK_INFO	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BANK
100	 ZRCO	 V2	 	 BOTTOM_TXT	 	 	 PL01	 	 	 YSE_FOOTER_PL01_BOTTOM
100	 ZRCO	 V2	 	 BOTTOM_TXT	 	 POLA	 	 	 	 YSE_FOOTER_POLA_BOTTOM
