Characteristic Values for Models


MANDT	 ZNAME	 ZVALUE	 ATNAM	 INDCT
X	 X	 X	 	
MANDT-CLNT(3)	 ZCHAR_1-CHAR(2)	 ZCHAR3-CHAR(3)	 ATNAM-CHAR(30)	 X-CHAR(1)
100	 ZE	 120	 ZAM_INLTEMP_ELT2	
100	 ZE	 130	 ZAM_INLPRESS_ELT2	
100	 ZE	 140	 ZAM_OUTLTEMP_ELT2	
100	 ZE	 150	 ZAM_OUTLPRESS_ELT2	
100	 ZE	 210	 ZAM_COOLCOMPRINTEMP	
100	 ZE	 220	 ZAM_COOLCOMPROUTTEMP	
100	 ZE	 230	 ZAM_IC1INTEMP	
100	 ZE	 240	 ZAM_IC1OUTTEMP	
100	 ZE	 270	 ZAM_ACINTEMP	
100	 ZE	 280	 ZAM_ACOUTTEMP	
100	 ZE	 290	 ZAM_OCINTEMP	
100	 ZE	 300	 ZAM_OCOUTTEMP	
100	 ZE	 340	 ZAM_COOLCOMPRINPRESS	
100	 ZE	 350	 ZAM_COOLCOMPOUTPRESS	
100	 ZE	 360	 ZAM_OILPRESS	
100	 ZE	 370	 ZAM_OILTEMP	
100	 ZE	 450	 ZAM_ATMOSDEWP	
100	 ZE	 460	 ZAM_PRESSDEWP	
100	 ZE	 480	 ZAM_DINLTEMP	
100	 ZE	 490	 ZAM_DOUTLTEMP	
100	 ZE	 500	 ZAM_DOUTLPRESS	
100	 ZE	 510	 ZAM_REGENINLTEMP	
100	 ZE	 520	 ZAM_REGENOUTLTEMP	
100	 ZE	 530	 ZAM_COMPROUTLDINLTEMP	
100	 ZE	 540	 ZAM_REGENINLDINLTEMP	
100	 ZE	 550	 ZAM_DMIXAIRDINLTEMP	
100	 ZE	 560	 ZAM_REGENAIRINLREGENAIROUTLET	
100	 ZE	 570	 ZAM_DPRESSDEWPINLTEMP	
100	 ZE	 580	 ZAM_DCOOLINLTEMP	
100	 ZE	 590	 ZAM_DCOOLINLPRESS	
100	 ZE	 600	 ZAM_DCOOLOUTLTEMP	
100	 ZE	 610	 ZAM_DCOOLOUTLETPRESS	
100	 ZE	 620	 ZAM_MOTWINDU1TEMP	
100	 ZE	 630	 ZAM_MOTWINDV1TEMP	
100	 ZE	 640	 ZAM_MOTWINDW1TEMP	
100	 ZE	 650	 ZAM_MOTDETEMP	
100	 ZE	 660	 ZAM_MOTNDETEMP	
100	 ZE	 670	 ZAM_SPMMOTDE	
100	 ZE	 680	 ZAM_SPMLMOTNDE	
100	 ZE	 690	 ZAM_SPMELTP1	
100	 ZE	 700	 ZAM_SPMELTP2	
100	 ZE	 710	 ZAM_SPMELTP3	
100	 ZE	 720	 ZAM_SPMELTP4	
100	 ZE	 730	 ZAM_SPMGEARBOX	
100	 ZH	 010	 ZAM_RHRSTOTAL	 X
100	 ZH	 020	 ZAM_RHRSLOADED	 X
100	 ZH	 030	 ZAM_ACCVOL	 X
100	 ZH	 040	 ZAM_WORKPRESS	
100	 ZH	 050	 ZAM_AMBPRESS	
100	 ZH	 060	 ZAM_AMBTEMP	
100	 ZH	 070	 ZAM_DPAIRFILTER	
100	 ZH	 080	 ZAM_INLTEMP_ELT1	
100	 ZH	 090	 ZAM_INLPRESS_ELT1	
100	 ZH	 100	 ZAM_OUTLTEMP_ELT1	
100	 ZH	 110	 ZAM_OUTLPRESS_ELT1	
100	 ZH	 120	 ZAM_INLTEMP_ELT2	
100	 ZH	 130	 ZAM_INLPRESS_ELT2	
100	 ZH	 140	 ZAM_OUTLTEMP_ELT2	
100	 ZH	 150	 ZAM_OUTLPRESS_ELT2	
100	 ZH	 160	 ZAM_INLTEMP_ELT3	
100	 ZH	 170	 ZAM_INLPRESS_ELT3	
100	 ZH	 180	 ZAM_OUTLTEMP_ELT3	
100	 ZH	 190	 ZAM_OUTLPRESS_ELT3	
100	 ZH	 210	 ZAM_COOLCOMPRINTEMP	
100	 ZH	 220	 ZAM_COOLCOMPROUTTEMP	
100	 ZH	 230	 ZAM_IC1INTEMP	
100	 ZH	 240	 ZAM_IC1OUTTEMP	
100	 ZH	 250	 ZAM_IC2INTEMP	
100	 ZH	 260	 ZAM_IC2OUTTEMP	
100	 ZH	 270	 ZAM_ACINTEMP	
100	 ZH	 280	 ZAM_ACOUTTEMP	
100	 ZH	 290	 ZAM_OCINTEMP	
100	 ZH	 300	 ZAM_OCOUTTEMP	
100	 ZH	 310	 ZAM_IC1APPTEMP	
100	 ZH	 320	 ZAM_IC2APPTEMP	
100	 ZH	 330	 ZAM_ACAPPTEMP	
100	 ZH	 340	 ZAM_COOLCOMPRINPRESS	
100	 ZH	 350	 ZAM_COOLCOMPOUTPRESS	
100	 ZH	 360	 ZAM_OILPRESS	
100	 ZH	 370	 ZAM_OILTEMP	
100	 ZH	 380	 ZAM_OILRESTEMP	
100	 ZH	 450	 ZAM_ATMOSDEWP	
100	 ZH	 460	 ZAM_PRESSDEWP	
100	 ZH	 470	 ZAM_LAT	
100	 ZH	 480	 ZAM_DINLTEMP	
100	 ZH	 490	 ZAM_DOUTLTEMP	
100	 ZH	 500	 ZAM_DOUTLPRESS	
100	 ZH	 510	 ZAM_REGENINLTEMP	
100	 ZH	 520	 ZAM_REGENOUTLTEMP	
100	 ZH	 530	 ZAM_COMPROUTLDINLTEMP	
100	 ZH	 540	 ZAM_REGENINLDINLTEMP	
100	 ZH	 550	 ZAM_DMIXAIRDINLTEMP	
100	 ZH	 560	 ZAM_REGENAIRINLREGENAIROUTLET	
100	 ZH	 570	 ZAM_DPRESSDEWPINLTEMP	
100	 ZH	 580	 ZAM_DCOOLINLTEMP	
100	 ZH	 590	 ZAM_DCOOLINLPRESS	
100	 ZH	 600	 ZAM_DCOOLOUTLTEMP	
100	 ZH	 610	 ZAM_DCOOLOUTLETPRESS	
100	 ZH	 620	 ZAM_MOTWINDU1TEMP	
100	 ZH	 630	 ZAM_MOTWINDV1TEMP	
100	 ZH	 640	 ZAM_MOTWINDW1TEMP	
100	 ZH	 650	 ZAM_MOTDETEMP	
100	 ZH	 660	 ZAM_MOTNDETEMP	
100	 ZH	 670	 ZAM_SPMMOTDE	
100	 ZH	 680	 ZAM_SPMLMOTNDE	
100	 ZH	 690	 ZAM_SPMELTP1	
100	 ZH	 700	 ZAM_SPMELTP2	
100	 ZH	 710	 ZAM_SPMELTP3	
100	 ZH	 720	 ZAM_SPMELTP4	
100	 ZH	 730	 ZAM_SPMGEARBOX	
100	 ZH	 740	 ZAM_VIBRELT1	
100	 ZH	 750	 ZAM_VIBRELT2	
100	 ZH	 760	 ZAM_VIBRELT3	
100	 ZL	 010	 ZAM_RHRSTOTAL	 X
100	 ZL	 020	 ZAM_RHRSLOADED	 X
100	 ZL	 030	 ZAM_ACCVOL	 X
100	 ZL	 040	 ZAM_WORKPRESS	
100	 ZL	 050	 ZAM_AMBPRESS	
100	 ZL	 060	 ZAM_AMBTEMP	
100	 ZL	 070	 ZAM_DPAIRFILTER	
100	 ZL	 080	 ZAM_INLTEMP_ELT1	
100	 ZL	 090	 ZAM_INLPRESS_ELT1	
100	 ZL	 100	 ZAM_OUTLTEMP_ELT1	
100	 ZL	 110	 ZAM_OUTLPRESS_ELT1	
100	 ZL	 120	 ZAM_INLTEMP_ELT2	
100	 ZL	 130	 ZAM_INLPRESS_ELT2	
100	 ZL	 140	 ZAM_OUTLTEMP_ELT2	
100	 ZL	 150	 ZAM_OUTLPRESS_ELT2	
100	 ZL	 210	 ZAM_COOLCOMPRINTEMP	
100	 ZL	 220	 ZAM_COOLCOMPROUTTEMP	
100	 ZL	 230	 ZAM_IC1INTEMP	
100	 ZL	 240	 ZAM_IC1OUTTEMP	
100	 ZL	 270	 ZAM_ACINTEMP	
100	 ZL	 280	 ZAM_ACOUTTEMP	
100	 ZL	 290	 ZAM_OCINTEMP	
100	 ZL	 300	 ZAM_OCOUTTEMP	
100	 ZL	 340	 ZAM_COOLCOMPRINPRESS	
100	 ZL	 350	 ZAM_COOLCOMPOUTPRESS	
100	 ZL	 360	 ZAM_OILPRESS	
100	 ZL	 370	 ZAM_OILTEMP	
100	 ZL	 450	 ZAM_ATMOSDEWP	
100	 ZL	 460	 ZAM_PRESSDEWP	
100	 ZL	 480	 ZAM_DINLTEMP	
100	 ZL	 490	 ZAM_DOUTLTEMP	
100	 ZL	 500	 ZAM_DOUTLPRESS	
100	 ZL	 510	 ZAM_REGENINLTEMP	
100	 ZL	 520	 ZAM_REGENOUTLTEMP	
100	 ZL	 530	 ZAM_COMPROUTLDINLTEMP	
100	 ZL	 540	 ZAM_REGENINLDINLTEMP	
100	 ZL	 550	 ZAM_DMIXAIRDINLTEMP	
100	 ZL	 560	 ZAM_REGENAIRINLREGENAIROUTLET	
100	 ZL	 570	 ZAM_DPRESSDEWPINLTEMP	
100	 ZL	 580	 ZAM_DCOOLINLTEMP	
100	 ZL	 590	 ZAM_DCOOLINLPRESS	
100	 ZL	 600	 ZAM_DCOOLOUTLTEMP	
100	 ZL	 610	 ZAM_DCOOLOUTLETPRESS	
100	 ZL	 620	 ZAM_MOTWINDU1TEMP	
100	 ZL	 630	 ZAM_MOTWINDV1TEMP	
100	 ZL	 640	 ZAM_MOTWINDW1TEMP	
100	 ZL	 650	 ZAM_MOTDETEMP	
100	 ZL	 660	 ZAM_MOTNDETEMP	
100	 ZL	 670	 ZAM_SPMMOTDE	
100	 ZL	 680	 ZAM_SPMLMOTNDE	
100	 ZL	 690	 ZAM_SPMELTP1	
100	 ZL	 700	 ZAM_SPMELTP2	
100	 ZL	 710	 ZAM_SPMELTP3	
100	 ZL	 720	 ZAM_SPMELTP4	
100	 ZL	 730	 ZAM_SPMGEARBOX	
100	 ZR	 010	 ZAM_RHRSTOTAL	 X
100	 ZR	 020	 ZAM_RHRSLOADED	 X
100	 ZR	 030	 ZAM_ACCVOL	 X
100	 ZR	 040	 ZAM_WORKPRESS	
100	 ZR	 050	 ZAM_AMBPRESS	
100	 ZR	 060	 ZAM_AMBTEMP	
100	 ZR	 070	 ZAM_DPAIRFILTER	
100	 ZR	 080	 ZAM_INLTEMP_ELT1	
100	 ZR	 090	 ZAM_INLPRESS_ELT1	
100	 ZR	 100	 ZAM_OUTLTEMP_ELT1	
100	 ZR	 110	 ZAM_OUTLPRESS_ELT1	
100	 ZR	 120	 ZAM_INLTEMP_ELT2	
100	 ZR	 130	 ZAM_INLPRESS_ELT2	
100	 ZR	 140	 ZAM_OUTLTEMP_ELT2	
100	 ZR	 150	 ZAM_OUTLPRESS_ELT2	
100	 ZR	 210	 ZAM_COOLCOMPRINTEMP	
100	 ZR	 220	 ZAM_COOLCOMPROUTTEMP	
100	 ZR	 230	 ZAM_IC1INTEMP	
100	 ZR	 240	 ZAM_IC1OUTTEMP	
100	 ZR	 270	 ZAM_ACINTEMP	
100	 ZR	 280	 ZAM_ACOUTTEMP	
100	 ZR	 290	 ZAM_OCINTEMP	
100	 ZR	 300	 ZAM_OCOUTTEMP	
100	 ZR	 340	 ZAM_COOLCOMPRINPRESS	
100	 ZR	 350	 ZAM_COOLCOMPOUTPRESS	
100	 ZR	 360	 ZAM_OILPRESS	
100	 ZR	 370	 ZAM_OILTEMP	
100	 ZR	 450	 ZAM_ATMOSDEWP	
100	 ZR	 460	 ZAM_PRESSDEWP	
100	 ZR	 480	 ZAM_DINLTEMP	
100	 ZR	 490	 ZAM_DOUTLTEMP	
100	 ZR	 500	 ZAM_DOUTLPRESS	
100	 ZR	 510	 ZAM_REGENINLTEMP	
100	 ZR	 520	 ZAM_REGENOUTLTEMP	
100	 ZR	 530	 ZAM_COMPROUTLDINLTEMP	
100	 ZR	 540	 ZAM_REGENINLDINLTEMP	
100	 ZR	 550	 ZAM_DMIXAIRDINLTEMP	
100	 ZR	 560	 ZAM_REGENAIRINLREGENAIROUTLET	
100	 ZR	 570	 ZAM_DPRESSDEWPINLTEMP	
100	 ZR	 580	 ZAM_DCOOLINLTEMP	
100	 ZR	 590	 ZAM_DCOOLINLPRESS	
100	 ZR	 600	 ZAM_DCOOLOUTLTEMP	
100	 ZR	 610	 ZAM_DCOOLOUTLETPRESS	
100	 ZR	 620	 ZAM_MOTWINDU1TEMP	
100	 ZR	 630	 ZAM_MOTWINDV1TEMP	
100	 ZR	 640	 ZAM_MOTWINDW1TEMP	
100	 ZR	 650	 ZAM_MOTDETEMP	
100	 ZR	 660	 ZAM_MOTNDETEMP	
100	 ZR	 670	 ZAM_SPMMOTDE	
100	 ZR	 680	 ZAM_SPMLMOTNDE	
100	 ZR	 690	 ZAM_SPMELTP1	
100	 ZR	 700	 ZAM_SPMELTP2	
100	 ZR	 710	 ZAM_SPMELTP3	
100	 ZR	 720	 ZAM_SPMELTP4	
100	 ZR	 730	 ZAM_SPMGEARBOX	
100	 ZT	 010	 ZAM_RHRSTOTAL	 X
100	 ZT	 020	 ZAM_RHRSLOADED	 X
100	 ZT	 030	 ZAM_ACCVOL	 X
100	 ZT	 040	 ZAM_WORKPRESS	
100	 ZT	 050	 ZAM_AMBPRESS	
100	 ZT	 060	 ZAM_AMBTEMP	
100	 ZT	 070	 ZAM_DPAIRFILTER	
100	 ZT	 080	 ZAM_INLTEMP_ELT1	
100	 ZT	 090	 ZAM_INLPRESS_ELT1	
100	 ZT	 100	 ZAM_OUTLTEMP_ELT1	
100	 ZT	 110	 ZAM_OUTLPRESS_ELT1	
100	 ZT	 120	 ZAM_INLTEMP_ELT2	
100	 ZT	 130	 ZAM_INLPRESS_ELT2	
100	 ZT	 140	 ZAM_OUTLTEMP_ELT2	
100	 ZT	 150	 ZAM_OUTLPRESS_ELT2	
100	 ZT	 210	 ZAM_COOLCOMPRINTEMP	
100	 ZT	 220	 ZAM_COOLCOMPROUTTEMP	
100	 ZT	 230	 ZAM_IC1INTEMP	
100	 ZT	 240	 ZAM_IC1OUTTEMP	
100	 ZT	 270	 ZAM_ACINTEMP	
100	 ZT	 280	 ZAM_ACOUTTEMP	
100	 ZT	 290	 ZAM_OCINTEMP	
100	 ZT	 300	 ZAM_OCOUTTEMP	
100	 ZT	 340	 ZAM_COOLCOMPRINPRESS	
100	 ZT	 350	 ZAM_COOLCOMPOUTPRESS	
100	 ZT	 360	 ZAM_OILPRESS	
100	 ZT	 370	 ZAM_OILTEMP	
100	 ZT	 450	 ZAM_ATMOSDEWP	
100	 ZT	 460	 ZAM_PRESSDEWP	
100	 ZT	 480	 ZAM_DINLTEMP	
100	 ZT	 490	 ZAM_DOUTLTEMP	
100	 ZT	 500	 ZAM_DOUTLPRESS	
100	 ZT	 510	 ZAM_REGENINLTEMP	
100	 ZT	 520	 ZAM_REGENOUTLTEMP	
100	 ZT	 530	 ZAM_COMPROUTLDINLTEMP	
100	 ZT	 540	 ZAM_REGENINLDINLTEMP	
100	 ZT	 550	 ZAM_DMIXAIRDINLTEMP	
100	 ZT	 560	 ZAM_REGENAIRINLREGENAIROUTLET	
100	 ZT	 570	 ZAM_DPRESSDEWPINLTEMP	
100	 ZT	 580	 ZAM_DCOOLINLTEMP	
100	 ZT	 590	 ZAM_DCOOLINLPRESS	
100	 ZT	 600	 ZAM_DCOOLOUTLTEMP	
100	 ZT	 610	 ZAM_DCOOLOUTLETPRESS	
100	 ZT	 620	 ZAM_MOTWINDU1TEMP	
100	 ZT	 630	 ZAM_MOTWINDV1TEMP	
100	 ZT	 640	 ZAM_MOTWINDW1TEMP	
100	 ZT	 650	 ZAM_MOTDETEMP	
100	 ZT	 660	 ZAM_MOTNDETEMP	
100	 ZT	 670	 ZAM_SPMMOTDE	
100	 ZT	 680	 ZAM_SPMLMOTNDE	
100	 ZT	 690	 ZAM_SPMELTP1	
100	 ZT	 700	 ZAM_SPMELTP2	
100	 ZT	 710	 ZAM_SPMELTP3	
100	 ZT	 720	 ZAM_SPMELTP4	
100	 ZT	 730	 ZAM_SPMGEARBOX	
