Table for profit centre derivation rules


MANDT	 BUKRS	 HKONT	 PRCTR
X	 X	 X	
MANDT-CLNT(3)	 BUKRS-CHAR(4)	 SAKNR-CHAR(10)	 PRCTR-CHAR(10)
100	 SHTA	 0001950007	 0000005310
100	 SHTA	 0001950014	 0000005310
100	 SHTA	 0001950036	 0000005310
100	 SHTA	 0001950107	 0000005310
100	 SHTA	 0001950114	 0000005310
100	 SHTA	 0001950136	 0000005310
100	 SHTA	 0001950307	 0000005310
100	 SHTA	 0001950314	 0000005310
100	 SHTA	 0001950336	 0000005310
100	 SHTA	 0001950507	 0000005310
100	 SHTA	 0001950514	 0000005310
100	 SHTA	 0001950536	 0000005310
100	 SHTA	 0001951036	 0000005310
100	 SHTA	 0001951136	 0000005310
100	 SHTA	 0001951336	 0000005310
100	 SHTA	 0001951536	 0000005310
100	 SHTA	 0001952007	 0000005310
100	 SHTA	 0001952107	 0000005310
100	 SHTA	 0001952307	 0000005310
100	 SHTA	 0001952507	 0000005310
100	 SHTA	 0001953007	 0000005310
100	 SHTA	 0001953107	 0000005310
100	 SHTA	 0001953307	 0000005310
100	 SHTA	 0001953507	 0000005310
100	 SHTA	 0001954007	 0000005310
100	 SHTA	 0001954107	 0000005310
100	 SHTA	 0001954307	 0000005310
100	 SHTA	 0001954507	 0000005310
100	 SHTA	 0001955007	 0000005310
100	 SHTA	 0001955107	 0000005310
100	 SHTA	 0001955307	 0000005310
100	 SHTA	 0001955507	 0000005310
100	 SHTA	 0001956007	 0000005310
100	 SHTA	 0001956107	 0000005310
100	 SHTA	 0001956307	 0000005310
100	 SHTA	 0001956507	 0000005310
100	 SHTA	 0001957007	 0000002910
100	 SHTA	 0001957107	 0000002910
100	 SHTA	 0001957307	 0000002910
100	 SHTA	 0001957507	 0000002910
100	 SHTA	 0001958007	 0000003910
100	 SHTA	 0001958107	 0000003910
100	 SHTA	 0001958307	 0000003910
100	 SHTA	 0001958507	 0000003910
100	 SHTA	 0001959007	 0000005310
100	 SHTA	 0001959107	 0000005310
100	 SHTA	 0001959307	 0000005310
100	 SHTA	 0001999002	 0000005310
100	 SHTA	 0001999004	 0000005310
100	 SHTA	 0001999901	 0000005310
100	 XRAA	 0001650001	 0000002740
100	 XRAA	 0001650200	 0000002710
100	 XRAA	 0001652001	 0000002710
100	 XRAA	 0001652002	 0000002710
100	 XRAA	 0001652003	 0000002710
100	 XRAA	 0001910012	 0000002710
100	 XRAA	 0001910029	 0000002710
100	 XRAA	 0001910036	 0000002710
100	 XRAA	 0001910999	 0000002710
100	 XRAA	 0001930003	 0000002710
100	 XRAA	 0001930004	 0000002710
100	 XRAA	 0001930103	 0000002710
100	 XRAA	 0001930104	 0000002710
100	 XRAA	 0001930303	 0000002710
100	 XRAA	 0001930304	 0000002710
100	 XRAA	 0001930503	 0000002710
100	 XRAA	 0001930504	 0000002710
100	 XRAA	 0001933012	 0000002710
100	 XRAA	 0001933029	 0000002710
100	 XRAA	 0001933036	 0000002710
100	 XRAA	 0001933112	 0000002710
100	 XRAA	 0001933129	 0000002710
100	 XRAA	 0001933136	 0000002710
100	 XRAA	 0001933312	 0000002710
100	 XRAA	 0001933329	 0000002710
100	 XRAA	 0001933336	 0000002710
100	 XRAA	 0001933512	 0000002710
100	 XRAA	 0001933529	 0000002710
100	 XRAA	 0001933536	 0000002710
100	 XRAA	 0001936012	 0000002710
100	 XRAA	 0001936029	 0000002710
100	 XRAA	 0001936036	 0000002710
100	 XRAA	 0001936112	 0000002710
100	 XRAA	 0001936129	 0000002710
100	 XRAA	 0001936136	 0000002710
100	 XRAA	 0001936312	 0000002710
100	 XRAA	 0001936329	 0000002710
100	 XRAA	 0001936336	 0000002710
100	 XRAA	 0001936512	 0000002710
100	 XRAA	 0001936529	 0000002710
100	 XRAA	 0001936536	 0000002710
100	 XRAA	 0001936729	 0000002710
100	 XRAA	 0001946012	 0000002710
100	 XRAA	 0001946029	 0000002710
100	 XRAA	 0001946036	 0000002710
100	 XRAA	 0001946112	 0000002710
100	 XRAA	 0001946129	 0000002710
100	 XRAA	 0001946136	 0000002710
100	 XRAA	 0001946312	 0000002710
100	 XRAA	 0001946329	 0000002710
100	 XRAA	 0001946336	 0000002710
100	 XRAA	 0001946512	 0000002710
100	 XRAA	 0001946529	 0000002710
100	 XRAA	 0001946536	 0000002710
100	 XRAA	 0001947029	 0000002710
100	 XRAA	 0001947129	 0000002710
100	 XRAA	 0001947329	 0000002710
100	 XRAA	 0001947529	 0000002710
100	 XRAA	 0001948029	 0000002710
100	 XRAA	 0001948129	 0000002710
100	 XRAA	 0001948329	 0000002710
100	 XRAA	 0001948529	 0000002710
100	 XRAA	 0001949029	 0000002710
100	 XRAA	 0001949129	 0000002710
100	 XRAA	 0001949329	 0000002710
100	 XRAA	 0001949529	 0000002710
100	 XRAA	 0001950012	 0000002710
100	 XRAA	 0001950029	 0000002710
100	 XRAA	 0001950036	 0000002710
100	 XRAA	 0001950112	 0000002710
100	 XRAA	 0001950129	 0000002710
100	 XRAA	 0001950136	 0000002710
100	 XRAA	 0001950312	 0000002710
100	 XRAA	 0001950329	 0000002710
100	 XRAA	 0001950336	 0000002710
100	 XRAA	 0001950512	 0000002710
100	 XRAA	 0001950529	 0000002710
100	 XRAA	 0001950536	 0000002710
100	 XRAA	 0001951029	 0000002710
100	 XRAA	 0001951129	 0000002710
100	 XRAA	 0001951329	 0000002710
100	 XRAA	 0001951529	 0000002710
100	 XRAA	 0001952012	 0000002710
100	 XRAA	 0001952029	 0000002710
100	 XRAA	 0001952036	 0000002710
100	 XRAA	 0001952112	 0000002710
100	 XRAA	 0001952129	 0000002710
100	 XRAA	 0001952136	 0000002710
100	 XRAA	 0001952312	 0000002710
100	 XRAA	 0001952329	 0000002710
100	 XRAA	 0001952336	 0000002710
100	 XRAA	 0001952512	 0000002710
100	 XRAA	 0001952529	 0000002710
100	 XRAA	 0001952536	 0000002710
100	 XRAA	 0001953012	 0000002710
100	 XRAA	 0001953029	 0000002710
100	 XRAA	 0001953036	 0000002710
100	 XRAA	 0001953112	 0000002710
100	 XRAA	 0001953129	 0000002710
100	 XRAA	 0001953136	 0000002710
100	 XRAA	 0001953312	 0000002710
100	 XRAA	 0001953329	 0000002710
100	 XRAA	 0001953336	 0000002710
100	 XRAA	 0001953512	 0000002710
100	 XRAA	 0001953529	 0000002710
100	 XRAA	 0001953536	 0000002710
100	 XRAA	 0001991001	 0000002710
100	 XRAA	 0001999001	 0000002710
100	 XRAA	 0001999002	 0000002710
100	 XRAA	 0001999003	 0000002710
100	 XRAA	 0001999004	 0000002710
100	 XRAA	 0001999901	 0000002710
100	 XRAA	 0002611206	 0000002710
100	 XRAA	 0002641205	 0000002710
100	 XRAA	 0002641206	 0000002710
100	 XRAA	 0009091002	 0000009910
100	 XRAA	 0009091240	 0000009910
100	 XRAA	 0009091241	 0000009910
100	 XRAA	 0009091242	 0000009910
100	 XRAA	 0009092999	 0000009910
100	 XRAA	 0009193901	 0000009910
100	 XRAA	 0009193903	 0000009910
100	 XRAA	 0009193911	 0000009910
100	 XRAA	 0009193913	 0000009910
100	 XRAA	 0009197440	 0000009910
100	 XRAA	 0009197441	 0000009910
100	 XRAA	 0009197442	 0000009910
