[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
[Totle], ,833,718,115,14%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_EXTRACT_CUST_SALMON,N/A,234,156,78,33%,Salmon Customer Interface
[Totle], ,234,156,78,33%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_EXTRACT_SALMON_DATA,N/A,576,399,177,31%,OBSOLETE: Use YSE_EXTRACT_SALMON_DATA_2
[Totle], ,576,399,177,31%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_EXTRACT_SALMON_DATA_2,N/A,610,426,184,30%,Extract Data for SALMON interface
[Totle], ,610,426,184,30%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_EXTRACT_SALMON_DATA_AM,N/A,504,391,113,22%,Extract Data for SALMON interface for Aftermarket
[Totle], ,504,391,113,22%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_F47,N/A,70,65,5,7%,f-47
BDCRECX1,N/A,256,184,72,28%,f-47
[Totle], ,326,249,77,24%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_F47_TEST,N/A,63,24,39,62%,Upload Noted Items F-47
YSE_F47_TEST_FORM,N/A,523,387,136,26%,Include YSE_F47_TEST_FORM
YSE_F47_TEST_GD01,N/A,113,99,14,12%,Include YSE_F47_TEST_GD01
YSE_F47_TEST_SSCR,N/A,47,38,9,19%,Include YSE_F47_TEST_SSCR
[Totle], ,746,548,198,27%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_AGEING_BALANCE_BUS_AR,N/A,"3,937","2,152","1,785",45%,Ageing balance by business area
YSE_FICO_AGEING_TOP,N/A,260,139,121,47%,Include YSE_FICO_AGEING_TOP
YSE_FICO_AGEING_BALANCE_BUS_AR,200,9,5,4,44%,ALV SCREEN WITH OVERDUE DATA
[Totle], ,"4,206","2,296","1,910",45%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_AGEING_BAL_BACKUP1339,N/A,"1,662",634,"1,028",62%,Ageing balance by business area
YSE_FICO_AGEING_BAL_BACKUP1339,200,9,5,4,44%,ALV SCREEN WITH OVERDUE DATA
[Totle], ,"1,671",639,"1,032",62%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_AM_RRB_REPOST,N/A,13,3,10,77%,Program YSE_FICO_AM_RRB_REPOST
YSE_FICO_AM_RRB_REPOST_EV,N/A,56,20,36,64%,Include YSE_FICO_AM_RRB_REPOST_EV
YSE_FICO_AM_RRB_REPOST_F01,N/A,69,41,28,41%,Include YSE_FICO_AM_RRB_REPOST_F01
YSE_FICO_AM_RRB_REPOST_SEL,N/A,26,17,9,35%,Include YSE_FICO_AM_RRB_REPOST_SEL
YSE_FICO_AM_RRB_REPOST_TOP,N/A,57,19,38,67%,Include YSE_FICO_AM_RRB_REPOST_TOP
[Totle], ,221,100,121,55%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_CHANGE_ASSIGNMENT,N/A,222,152,70,32%,Change assignment field to the format __________/______
[Totle], ,222,152,70,32%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_EQUIP_CHECK_SO_COPA,N/A,463,233,230,50%,List of Equipment Numbers with Difference  SO Vs COPA
[Totle], ,463,233,230,50%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_FBRA_MASS_RESET,N/A,161,119,42,26%,
[Totle], ,161,119,42,26%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_FUNC_AREA_CHANGE,N/A,363,266,97,27%,Update of Reporting Codes (Functional Area)
[Totle], ,363,266,97,27%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_GET_PRCTR_SO_DIV,N/A,419,323,96,23%,Fetch profit centers based on Sales org and division
[Totle], ,419,323,96,23%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_GRIR_BALANCES,N/A,720,543,177,25%,List of GR/IR Balances
RM07ALVI,N/A,180,113,67,37%,List of GR/IR Balances
[Totle], ,900,656,244,27%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_GRIR_BALANCES_NEW,N/A,"1,091",706,385,35%,List of GR/IR Balances  - New
RM07ALVI,N/A,180,113,67,37%,List of GR/IR Balances  - New
[Totle], ,"1,271",819,452,36%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_PARKED_INVOICES,N/A,482,232,250,52%,Parked Invoices
[Totle], ,482,232,250,52%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_PL_INTERNAL_INVOICE,N/A,"1,542","1,067",475,31%,
RFDBRMAC,N/A,190,154,36,19%,Include for logical databases
RFEPOSC1,N/A,32,27,5,16%,Include for logical databases
RFEPOSC9,N/A,15,11,4,27%,Include for logical databases
RFKORI00,N/A,"1,748","1,315",433,25%,Form Printout Include Module: Declaration Part 1
RFKORI04,N/A,53,32,21,40%,Form Printout Include Module: Declaration Section 5
RFKORI25,N/A,"1,340","1,113",227,17%,Form Printout Include Module: Internal Documents
RFKORI70,N/A,471,273,198,42%,Form Printout Include Module: Analysis Routines 1
RFKORI80,N/A,"4,696","3,874",822,18%,Form Printout Include Module: Read Routines
RFKORI81,N/A,"2,480","2,170",310,13%,Form Printout Include Module: Read Routines 2
RFKORI90,N/A,"4,224","3,094","1,130",27%,Form Printout Include Module: General Subroutines
RFKORI91,N/A,"1,990","1,520",470,24%,Form Printout Include Module: Routines for Extract
RFKORI92,N/A,215,153,62,29%,Form Printout Include Module: General Subroutines for Printi
RFKORI93,N/A,928,586,342,37%,Form Printout Include Module: Messages and Log
YSE_FI_INTERNAL_INVOICE,N/A,277,205,72,26%,Form Printout Include Module: Messages and Log
YSE_J_1P_INTERNAL_INVOICE,N/A,877,627,250,29%,Form Printout Include Module: Messages and Log
[Totle], ,21078,16221,"4,857",23%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_PO_PRCTR,N/A,597,462,135,23%,Profit Center Correction Program
[Totle], ,597,462,135,23%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_PO_PRCTR_ZNB1,N/A,593,464,129,22%,Profit Center Correction Program
[Totle], ,593,464,129,22%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_PO_PRCTR_ZNB2,N/A,685,547,138,20%,Profit Center Correction Program
[Totle], ,685,547,138,20%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_REP_SDI_WIP_RECON,N/A,641,406,235,37%,YSE : FICO_REP_SDI_WIP Reconciliation
[Totle], ,641,406,235,37%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_REP_SDI_WIP_RECON_NGL,N/A,608,376,232,38%,YSE : FICO_REP_SDI_WIP Reconciliation
[Totle], ,608,376,232,38%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_REVENUE_EXTRACT,N/A,365,235,130,36%,Revenue extract for PCA/COPA periodic reconciliation
[Totle], ,365,235,130,36%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_RFPERIOD_CLOSE,N/A,414,242,172,42%,Close Periods
RF_PRD_CL_SCHED,N/A,364,245,119,33%,Close Periods
RKASMAWF,N/A,9,3,6,67%,Close Periods
SCHEDMAN_EVENTS,N/A,7,4,3,43%,Close Periods
[Totle], ,794,494,300,38%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_RRB_REPOSTI_LOAD,N/A,320,179,141,44%,Load repostings to new version table (from Excel file)
[Totle], ,320,179,141,44%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_RRB_REPOST_COPY,N/A,91,44,47,52%,Copy repostings from old version to new version (with item 0
[Totle], ,91,44,47,52%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_RRB_REVERSAL,N/A,484,265,219,45%,RRB reversal postings for histoircal data
[Totle], ,484,265,219,45%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_SAS99RPT,N/A,713,349,364,51%,SAS 99 Data Extract Program
[Totle], ,713,349,364,51%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_SAS99RPT_CJAL,N/A,930,333,597,64%,Accounting document download program
[Totle], ,930,333,597,64%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_SAS99RPT_NEW,N/A,647,304,343,53%,New script from local audit to extract journal entry
[Totle], ,647,304,343,53%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_SDI_SETT_RRB_CANCEL,N/A,17,3,14,82%,Program YSE_FICO_SDI_SETT_RRB_CANCEL
YSE_FICO_SDI_SETT_RRB_CANCF01,N/A,42,26,16,38%,Include YSE_FICO_SDI_SETT_RRB_CANCF01
YSE_FICO_SDI_SETT_RRB_CANCTOP,N/A,92,43,49,53%,Include YSE_FICO_SDI_SETT_RRB_CANCTOP
YSE_FICO_SDI_SETT_RRB_CANC_EV,N/A,122,78,44,36%,Include YSE_FICO_SDI_SETT_RRB_CANC_EV
YSE_FICO_SDI_SETT_RRB_CANSEL,N/A,8,5,3,38%,Include YSE_FICO_SDI_SETT_RRB_CANSEL
[Totle], ,281,155,126,45%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_SDI_SETT_RRB_REPOST,N/A,30,3,27,90%,OBSOLETE: YSE_FICO_SDI_SETT_RRB_REPOST -> see version 2
YSE_FICO_SDI_SETT_RRB_EV,N/A,277,187,90,32%,Include YSE_FICO_SDI_SETT_RRB_EV
YSE_FICO_SDI_SETT_RRB_F01,N/A,"1,123",727,396,35%,Include YSE_FICO_SDI_SETT_RRB_F01
YSE_FICO_SDI_SETT_RRB_SEL,N/A,31,18,13,42%,Include YSE_FICO_SDI_SETT_RRB_SEL
YSE_FICO_SDI_SETT_RRB_TOP,N/A,122,95,27,22%,Include YSE_FICO_SDI_SETT_RRB_TOP
[Totle], ,"1,583","1,030",553,35%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_SDI_SETT_RRB_REPOST2,N/A,31,3,28,90%,Program YSE_FICO_SDI_SETT_RRB_REPOST
YSE_FICO_SDI_SETT_RRB2_EV,N/A,271,173,98,36%,Include YSE_FICO_SDI_SETT_RRB_EV
YSE_FICO_SDI_SETT_RRB2_F01,N/A,"1,156",658,498,43%,Include YSE_FICO_SDI_SETT_RRB_F01
YSE_FICO_SDI_SETT_RRB2_SEL,N/A,28,13,15,54%,Include YSE_FICO_SDI_SETT_RRB_SEL2
YSE_FICO_SDI_SETT_RRB2_TOP,N/A,148,84,64,43%,Include YSE_FICO_SDI_SETT_RRB_TOP
[Totle], ,"1,634",931,703,43%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_SDI_SETT_RRB_REPOSTA,N/A,28,6,22,79%,FICO: Labor GAC repost COPA(item level)
YSE_FICO_SDI_SETT_RRBA_EV,N/A,69,7,62,90%,Include YSE_FICO_SDI_SETT_RRBI_EV
YSE_FICO_SDI_SETT_RRBA_F01,N/A,"1,407","1,046",361,26%,Include YSE_FICO_SDI_SETT_RRBI_F01
YSE_FICO_SDI_SETT_RRBA_SEL,N/A,25,9,16,64%,Include YSE_FICO_SDI_SETT_RRBA_SEL
YSE_FICO_SDI_SETT_RRBA_TOP,N/A,154,139,15,10%,Include YSE_FICO_SDI_SETT_RRBA_TOP
[Totle], ,"1,683","1,207",476,28%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_SDI_SETT_RRB_REPOSTI,N/A,32,3,29,91%,FICO: RRB repost COPA (item level)
YSE_FICO_SDI_SETT_RRBI_EV,N/A,378,265,113,30%,Include YSE_FICO_SDI_SETT_RRBI_EV
YSE_FICO_SDI_SETT_RRBI_F01,N/A,577,392,185,32%,Include YSE_FICO_SDI_SETT_RRBI_F01
YSE_FICO_SDI_SETT_RRBI_SEL,N/A,22,10,12,55%,Include YSE_FICO_SDI_SETT_RRBI_SEL
YSE_FICO_SDI_SETT_RRBI_TOP,N/A,162,126,36,22%,Include YSE_FICO_SDI_SETT_RRBI_TOP
[Totle], ,"1,171",796,375,32%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_SO_CANDOC,N/A,280,208,72,26%,Report to display Cancelled Documents
[Totle], ,280,208,72,26%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_UPDATE_ASSIGNMENT,N/A,55,15,40,73%,Update Sales Order number in document Assignment field for 2
YSE_FICO_UPDATE_ASSIGNMENT_FRM,N/A,223,125,98,44%,Include YSE_FICO_UPDATE_ASSIGNMENT_FRM
YSE_FICO_UPDATE_ASSIGNMENT_TOP,N/A,80,37,43,54%,Include YSE_FICO_UPDATE_ASSIGNMENT_TOP
[Totle], ,358,177,181,51%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_UPDATE_FUTUREPRICE,N/A,528,231,297,56%,Upload standard costs in plant views material master from te
[Totle], ,528,231,297,56%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_UPLOAD_EXCH,N/A,885,578,307,35%,Upload Exchange Rates
[Totle], ,885,578,307,35%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_WIP_AGEING_BAL,N/A,"1,769","1,170",599,34%,WIP ageing overview
YSE_FICO_WIP_AGEING_BAL,100,6,5,1,17%,WIP Ageing Balance Report
[Totle], ,"1,775","1,175",600,34%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_WIP_AGEING_BAL_REB,N/A,"2,737","1,974",763,28%,WIP ageing overview
YSE_FICO_WIP_AGEING_BAL_REB,100,6,5,1,17%,WIP Ageing Balance Report
[Totle], ,"2,743","1,979",764,28%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_WIP_REP,N/A,30,6,24,80%,DESACTIVATED!  -SEED: New WIP report
YSE_FICO_WIP_REP,100,7,5,2,29%,Display output
[Totle], ,37,11,26,70%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FICO_WIP_REP_DISP,N/A,21,7,14,67%,New WIP display
YSE_FICO_WIP_REP_DISPEV,N/A,30,20,10,33%,Include YSE_FICO_WIP_REP_DISPEV
YSE_FICO_WIP_REP_DISPLCL,N/A,35,21,14,40%,Include YSE_FICO_WIP_REP_DISPLCL
YSE_FICO_WIP_REP_DISPSEL,N/A,19,11,8,42%,Include YSE_FICO_WIP_REP_DISPSEL
YSE_FICO_WIP_REP_DISPTOP,N/A,32,12,20,63%,Include YSE_FICO_WIP_REP_DISPTOP
YSE_FICO_WIP_REP_DISP_F01,N/A,231,153,78,34%,Include YSE_FICO_WIP_REP_DISP_F01
YSE_FICO_WIP_REP_DISP_I01,N/A,18,10,8,44%,Include YSE_FICO_WIP_REP_DISP_I01
YSE_FICO_WIP_REP_DISP_O01,N/A,52,32,20,38%,Include YSE_FICO_WIP_REP_DISP_O01
YSE_FICO_WIP_REP_DISP_STATUO01,N/A,13,4,9,69%,Include YSE_FICO_WIP_REP_DISP_STATUO01
YSE_FICO_WIP_REP_DISP,100,7,5,2,29%,New WIP report display
[Totle], ,458,275,183,40%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FILL_ILART,N/A,103,70,33,32%,SEED: Fill SEO with maint. activity type
[Totle], ,103,70,33,32%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FIND_USEREXITS_VIA_TCODE,N/A,134,94,40,30%,
[Totle], ,134,94,40,30%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FIRST_TIME_FIX_FLOW,N/A,"1,198",795,403,34%,First time fix flow
[Totle], ,"1,198",795,403,34%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FIRST_TIME_FIX_REP,N/A,336,234,102,30%,First Time Fix Report
[Totle], ,336,234,102,30%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FI_AB_GAC_ADJ,N/A,27,6,21,78%,3115/3116 reclass with old GAC - GPS NG related
YSE_FI_AB_GAC_ADJ_EV,N/A,20,10,10,50%,Include YSE_FI_AB_GAC_ADJ_EV
YSE_FI_AB_GAC_ADJ_F01,N/A,453,310,143,32%,Include YSE_FI_AB_GAC_ADJ_F01
YSE_FI_AB_GAC_ADJ_SEL,N/A,15,9,6,40%,Include YSE_FI_AB_GAC_ADJ_SEL
YSE_FI_AB_GAC_ADJ_TOP,N/A,89,62,27,30%,Include YSE_FI_AB_GAC_ADJ_TOP
[Totle], ,604,397,207,34%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FI_AM_RR_LT_ST_3111,N/A,777,564,213,27%,Split Deferred Revenue (LT/ST) / Reclass GPS code 3111 (AM)
[Totle], ,777,564,213,27%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FI_AUDIT,N/A,933,576,357,38%,User administration full access report
YSE_FI_AUDIT,8000,6,5,1,17%,Show T-codes of single roles
[Totle], ,939,581,358,38%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FI_AUDIT_CLASS,N/A,261,120,141,54%,User administration full access report
YSE_AUDIT_CLASS_DEFINE,N/A,"1,380","1,061",319,23%,Local class define of report YSE_FI_AUDIT_DEFINE
YSE_FI_AUDIT_CLASS,5000,5,4,1,20%,Display user roles and the mapping of single role with tcode
YSE_FI_AUDIT_CLASS,8000,6,5,1,17%,Show T-codes of single roles
[Totle], ,"1,652","1,190",462,28%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FI_BRANCHREP,N/A,"4,102","3,749",353,9%,Financial statement for branch office
[Totle], ,"4,102","3,749",353,9%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FI_CHECK_SVO,N/A,355,211,144,41%,Report Check Settlement Service Orders
[Totle], ,355,211,144,41%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FI_CNYNREP,N/A,"4,084","3,731",353,9%,China-MR:Legal requirements:Financial Report of Yunnan branc
[Totle], ,"4,084","3,731",353,9%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FI_CNYNREP_BACK_130923,N/A,"4,232","3,727",505,12%,  China-MR:Legal requirements:Financial Report of Yunnan bra
LAFARBWA,N/A,53,41,12,23%,Include constants for transaction types and groups
LAFARCON,N/A,335,260,75,22%,Constants
LAFARLBE,N/A,2,1,1,50%,Constants
RASORT14,N/A,105,78,27,26%,Constants
RASORT_ALV04,N/A,447,242,205,46%,Constants
RASORT_ALV08,N/A,75,50,25,33%,Constants
RASORT_ALV10,N/A,60,35,25,42%,Constants
RASORT_ALV_DATA_FIELDCAT,N/A,36,22,14,39%,Constants
RASORT_ALV_MISC,N/A,"1,061",644,417,39%,Constants
RASORT_ALV_PREPARE_TABLE,N/A,152,83,69,45%,Constants
RASORT_ALV_TOOLS,N/A,351,221,130,37%,Constants
RKASMAWF,N/A,9,3,6,67%,Constants
[Totle], ,"6,918","5,407","1,511",22%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FI_CNYNREP_CJAL,N/A,"4,084","3,732",352,9%,China-MR:Legal requirements:Financial Report of Yunnan branc
[Totle], ,"4,084","3,732",352,9%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FI_DATA_EXTRACT,N/A,622,318,304,49%,extract data of Journal Entry
[Totle], ,622,318,304,49%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FI_FX_GL_UPDATE,N/A,50,11,39,78%,Update Foreign exchange for GL accounts
YSE_FI_FX_GL_UPDATE_FORMS,N/A,309,227,82,27%,Include YSE_FI_FX_GL_UPDATE_FORMS
YSE_FI_FX_GL_UPDATE_SELSCR,N/A,25,3,22,88%,Include YSE_FI_FX_GL_UPDATE_SELSCR
YSE_FI_FX_GL_UPDATE_TOP,N/A,69,36,33,48%,Include YSE_FI_FX_GL_UPDATE_TOP
[Totle], ,453,277,176,39%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FI_OI_LIST,N/A,28,5,23,82%,Payment Praposal List
YSE_FI_OI_LIST_EVE,N/A,24,14,10,42%,Include YSE_FI_OI_LIST_EVE
YSE_FI_OI_LIST_F01,N/A,329,259,70,21%,Include YSE_FI_OI_LIST_F01
YSE_FI_OI_LIST_SEL,N/A,15,6,9,60%,Include YSE_FI_OI_LIST_SEL
YSE_FI_OI_LIST_TOP,N/A,101,85,16,16%,Include YSE_FI_OI_LIST_TOP
[Totle], ,497,369,128,26%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FI_PRCTR_UPDATE,N/A,187,125,62,33%,Update the profit center - company code assignment tick indi
[Totle], ,187,125,62,33%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FI_RECLASS_3115_3116,N/A,"1,176",731,445,38%,Reclass GPS code 3111 to 3115 & 3116 (SEED)
[Totle], ,"1,176",731,445,38%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FI_REV_POST_AUTOM_ACCNT,N/A,355,192,163,46%,Reverse Postings (for automatic accounts also)
[Totle], ,355,192,163,46%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FI_RR_CHECK,N/A,"1,352",832,520,38%,Report for Revenue Recognition overview per Contract Line It
[Totle], ,"1,352",832,520,38%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FI_RR_CLSD_TECO,N/A,414,236,178,43%,Change contract status from CLSD to TECO
[Totle], ,414,236,178,43%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FI_RR_LT_ST_3111,N/A,"1,426","1,014",412,29%,Split Deferred Revenue (LT/ST) / Reclasss GPS code 3111 (SEE
[Totle], ,"1,426","1,014",412,29%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FI_RR_PROV_CALC,N/A,"2,937","1,819","1,118",38%,Revenue Recognition vs. Revenue Recognition POC
[Totle], ,"2,937","1,819","1,118",38%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FI_RR_PROV_CALC_TMP,N/A,"2,763","1,708","1,055",38%,Revenue Recognition vs. Revenue Recognition POC
[Totle], ,"2,763","1,708","1,055",38%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FI_RR_PROV_NODATE,N/A,"2,897","1,860","1,037",36%,Revenue Recognition vs. Rev. Rec. POC (NO selection on contr
[Totle], ,"2,897","1,860","1,037",36%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
YSE_FI_RR_TECO_CLSD,N/A,413,236,177,43%,Change contract status from TECO to CLSD
[Totle], ,413,236,177,43%, 
,,,,,,
,,,,,,
[Program ID],[Dynpro No.],[Total Lines],[Process Lines],[Comment Lines],[Percentage],[Title]
